n_int_features,n_float_features,n_string_features,n_datetime_features,n_unknown_features,n_categorical_features,n_noncateg_features,is_datetime_consistent,n_ordered_features,file_type,is_file_structured,is_file_semi_structured,is_file_unstructured,encoding,has_duplicated_rows,has_null_rows,has_null_feature_values,n_features,n_rows,n_rows_times_features,avg_ratio_duplication_noncateg_features,avg_ratio_duplication_categ_features,ratio_features_at_least_one_null,avg_ratio_null_values_features,avg_variance_numerical_features,avg_skewness_numerical_features,avg_kurtosis_numerical_features,avg_median_dev_numerical_features,avg_n_outliers_numerical_features,avg_unalikeability_categ_features,avg_margin_error_numerical_features,avg_gini_impurity_categ_features,time_diff_current_and_last_update,num_pii_entities,profiler_sample_size,num_total_files,num_sample_files,ref_no_slash
2,6,0,0,3,9,2,1,1,csv,1,0,0,utf-8,0,0,0,11,11,121,0.607539439779026,0.004294656705534855,0.0,0.0,1.291346251627073,0.7708226441777616,18.434218712795438,0.5612862230950226,0.75,0.9105331280492295,0.006229875000000001,0.9105162485073437,0,2.5519999999999996,53943,1,1,nancyalaswad90_diamonds-prices
2,0,0,0,3,3,2,1,0,csv,1,0,0,utf-8,0,0,0,5,5,25,0.2935836599958737,0.025170208376315242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7581517903621914,0.0,0.7579953736528123,0,0.065,4847,4,4,harriken_employeeturnover
1,0,0,0,4,5,0,1,0,csv,1,0,0,utf-8,1,0,0,5,5,25,0.0,0.02308733333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6793864044169036,0.0,0.6793841397955499,0,0.09000000000000001,300000,4,4,harriken_employeeturnover
3,0,0,0,4,5,2,1,0,csv,1,0,0,utf-8,1,0,1,7,7,49,0.49942299405620183,0.004609992290691311,0.002622166368601672,4.489795918367347,0.0,0.0,0.0,0.0,0.0,0.889921490992997,0.0,0.88991073107511,0,6.685,82756,4,4,harriken_employeeturnover
2,0,0,0,2,4,0,1,0,csv,1,0,0,utf-8,1,0,0,4,4,16,0.0,0.0018374376220438272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8956643352670791,0.0,0.8956602867373219,0,0.092,221232,4,4,harriken_employeeturnover
1,0,0,0,2,2,1,1,1,csv,1,0,0,utf-8,0,0,1,3,3,9,0.9342022367039451,0.002608333333333333,0.000016666666666666667,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.8533953174732805,0.0,0.853392472822222,0,0.032999999999999995,300000,2,2,therohk_ireland-historical-news
1,0,0,0,1,0,2,1,1,csv,1,0,0,utf-8,0,0,0,2,2,4,0.999725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.994,300000,2,2,therohk_ireland-historical-news
1,0,0,0,1,0,2,1,1,csv,1,0,0,utf-8,0,0,0,2,2,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.06578947368421052,152,5,5,hackerrank_developer-survey-2018
0,0,0,0,3,1,2,1,0,csv,1,0,0,utf-8,0,0,1,3,3,9,0.6518218623481782,0.14,0.6175298804780877,17.222222222222225,0.0,0.0,0.0,0.0,0.0,0.2783838383838384,0.0,0.2756,0,0.1553784860557769,251,5,5,hackerrank_developer-survey-2018
1,0,0,0,2,1,2,1,0,csv,1,0,0,utf-8,0,0,1,3,3,9,0.502776524144968,0.046460176991150445,0.0022123893805309734,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.6889998626454487,0.0,0.6874755266661446,0,0.1859290073190354,452,5,5,hackerrank_developer-survey-2018
132,0,0,2,117,226,25,1,3,csv,1,0,0,utf-8,0,0,1,251,251,63001,0.7028640003271195,0.00016144478564098923,1.0,8.710861732353456,0.0,0.0,0.0,0.0,0.0,0.4184661608663867,0.0,0.4184492425948763,0,319.9140117509604,25090,5,5,hackerrank_developer-survey-2018
2,0,0,2,247,226,25,1,39,csv,1,0,0,utf-8,0,0,1,251,251,63001,0.7028640003271195,0.013551449354927534,1.0,50.64686274821035,0.0,0.0,0.0,0.0,0.0,0.23940093067980997,0.0,0.23937244107191072,0,1071.8243977416057,25090,5,5,hackerrank_developer-survey-2018
8,4,0,0,2,11,3,1,2,csv,1,0,0,utf-8,0,0,1,14,14,196,0.8876415791511031,0.01823377278949246,0.6179512057792949,1254.295918367347,1.9306229362137207e11,14.849847818874816,1871.970142106804,40646.421905065705,0.3333333333333333,0.7087625252865033,0.00962904704,0.708758530944939,0,3.5279999999999996,198917,1,1,flenderson_sales-analysis
1,1,0,0,1,2,1,1,0,csv,1,0,0,utf-8,1,0,0,3,3,9,0.6324,0.00515,0.0,0.0,2.687518782095502,32.48647233233048,2596.238947416488,0.0,0.5,0.265106400640064,0.005928,0.26507989000000004,0,0.003,10000,1,1,sergylog_ab-test-data
1,0,0,0,3,1,3,1,2,csv,1,0,0,utf-8,1,0,1,4,4,16,0.8081501319228885,0.004131706926036768,0.00203,76.0625,0.0,0.0,0.0,0.0,0.0,0.9974986071964794,0.0,0.9974952754487795,0,0.228,300000,3,3,miguelaenlle_massive-stock-news-analysis-db-for-nlpbacktests
1,0,0,0,5,3,3,1,2,csv,1,0,0,utf-8,0,0,0,6,6,36,0.8324744444444444,0.016116666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9746722653297732,0.0,0.9746690164222818,0,1.764,300000,3,3,miguelaenlle_massive-stock-news-analysis-db-for-nlpbacktests
1,0,0,1,4,3,3,1,1,csv,1,0,0,utf-8,0,0,0,6,6,36,0.8246311111111111,0.005191111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9016274703952716,0.0,0.9016244649703727,0,0.318,300000,3,3,miguelaenlle_massive-stock-news-analysis-db-for-nlpbacktests
13,34,0,0,1,30,18,1,6,csv,1,0,0,utf-8,0,0,0,48,48,2304,0.4642443391258558,0.04278041074249605,0.0,0.0,52390.311666990485,0.7255942049729374,25.049264485387763,34.56304116439249,0.723404255319149,0.5401870554061711,0.04780297872340426,0.5396750297612373,0,0.14400000000000002,1055,19,19,shasun_tool-wear-detection-in-cnc-mill
15,32,0,0,1,40,8,1,5,csv,1,0,0,utf-8,1,0,0,48,48,2304,0.3279376498800959,0.05010491606714627,0.0,0.0,1526.114613641384,1.1248007174825247,24.73949598810734,0.1528070863835263,0.6808510638297872,0.4420973539105127,0.04646340425531915,0.44183230753526725,0,0.28800000000000003,1668,19,19,shasun_tool-wear-detection-in-cnc-mill
13,34,0,0,1,36,12,1,6,csv,1,0,0,utf-8,0,0,0,48,48,2304,0.4785776901161516,0.06302505661480018,0.0,0.0,46879.28713409178,0.8182617556851122,42.306439302945705,33.8554201036174,0.723404255319149,0.5944883713777104,0.04645255319148936,0.5940975177476128,0,0.096,1521,19,19,shasun_tool-wear-detection-in-cnc-mill
13,34,0,0,1,35,13,1,7,csv,1,0,0,utf-8,0,0,0,48,48,2304,0.5206766917293234,0.06503759398496242,0.0,0.0,6579.190028736941,1.026237654769454,30.58261735807331,14.056463364345344,0.723404255319149,0.4470544804302927,0.07764468085106387,0.4462141524595586,0,0.2706766917293233,532,19,19,shasun_tool-wear-detection-in-cnc-mill
15,32,0,0,1,38,10,1,7,csv,1,0,0,utf-8,1,0,0,48,48,2304,0.4645021645021646,0.055080884028252446,0.0,0.0,1217.1377060422478,1.8783605784922501,22.834401557762288,0.36800802610760114,0.6808510638297872,0.372755987780534,0.07702765957446807,0.371949156638152,0,0.2077922077922078,462,19,19,shasun_tool-wear-detection-in-cnc-mill
13,34,0,0,1,29,19,1,6,csv,1,0,0,utf-8,0,0,0,48,48,2304,0.40614847303443796,0.03626543209876542,0.0,0.0,48028.46237783901,0.6975723933178574,24.24537587878569,30.218747263258944,0.723404255319149,0.5799712273850204,0.04900851063829788,0.5795237187219144,0,0.192,1296,19,19,shasun_tool-wear-detection-in-cnc-mill
13,34,0,0,1,30,18,1,6,csv,1,0,0,utf-8,0,0,0,48,48,2304,0.4981317600786627,0.063952802359882,0.0,0.0,19446.776869344238,0.6290093970518137,9.442351970579846,31.004383629863995,0.723404255319149,0.5248427791376389,0.0798736170212766,0.5239138538648288,0,0.16991150442477876,565,19,19,shasun_tool-wear-detection-in-cnc-mill
15,32,0,0,1,30,18,1,6,csv,1,0,0,utf-8,0,0,0,48,48,2304,0.488337924701561,0.06325068870523415,0.0,0.0,4362.119730945954,0.5842069771125069,7.346208525131212,2.7241267881906763,0.6808510638297872,0.5435732399248354,0.07276936170212764,0.5426747717596707,0,0.1586776859504132,605,19,19,shasun_tool-wear-detection-in-cnc-mill
13,34,0,0,1,28,20,1,6,csv,1,0,0,utf-8,0,0,0,48,48,2304,0.4587162162162162,0.046766409266409285,0.0,0.0,37672.968129744375,0.4092704731676655,12.771897164933263,40.00683573253961,0.723404255319149,0.5504595064811574,0.0683595744680851,0.5497156422832089,0,0.1945945945945946,740,19,19,shasun_tool-wear-detection-in-cnc-mill
15,32,0,0,1,36,12,1,6,csv,1,0,0,utf-8,0,0,0,48,48,2304,0.4424160901870356,0.05476556495003845,0.0,0.0,1243.900216670802,0.01347117917635392,39.94845138123987,2.559566869077364,0.6808510638297872,0.5406069952764802,0.0491317021276596,0.5401914633815716,0,0.43199999999999994,1301,19,19,shasun_tool-wear-detection-in-cnc-mill
13,34,0,0,1,36,12,1,6,csv,1,0,0,utf-8,1,0,0,48,48,2304,0.4141097666378566,0.04736867377316815,0.0,0.0,66678.91437781995,0.9896776813484185,59.054704662669685,47.42265394249157,0.723404255319149,0.610648867986486,0.0344804255319149,0.6103849747851076,0,0.192,2314,19,19,shasun_tool-wear-detection-in-cnc-mill
13,34,0,0,1,35,13,1,6,csv,1,0,0,utf-8,1,0,0,48,48,2304,0.4089495741516832,0.04467737886015566,0.0,0.0,72324.16052079713,0.9648128041906374,56.1467783732019,49.19659710968528,0.723404255319149,0.612427200216304,0.03449510638297872,0.6121581197241176,0,0.192,2276,19,19,shasun_tool-wear-detection-in-cnc-mill
13,34,0,0,1,35,13,1,6,csv,1,0,0,utf-8,0,0,0,48,48,2304,0.4121395845533776,0.04558889386475594,0.0,0.0,66326.5260001239,0.946653501417904,58.84721066448911,46.41502561057012,0.723404255319149,0.6096465437558717,0.03502042553191489,0.6093735269427262,0,0.192,2233,19,19,shasun_tool-wear-detection-in-cnc-mill
13,34,0,0,1,36,12,1,6,csv,1,0,0,utf-8,0,0,0,48,48,2304,0.4037307032590052,0.04813464837049742,0.0,0.0,67685.2965392978,1.0144301155621256,48.29856398274285,46.58497683620443,0.723404255319149,0.6127176347302133,0.034771276595744686,0.6124548913190925,0,0.24000000000000002,2332,19,19,shasun_tool-wear-detection-in-cnc-mill
13,34,0,0,1,29,19,1,6,csv,1,0,0,utf-8,0,0,0,48,48,2304,0.38320820153207064,0.03608080101875203,0.0,0.0,84978.65960351503,0.5147815929393307,33.77385794276443,45.85649439725823,0.723404255319149,0.5715065711170483,0.047693829787234056,0.5710927358012504,0,0.14400000000000002,1381,19,19,shasun_tool-wear-detection-in-cnc-mill
15,32,0,0,1,35,13,1,6,csv,1,0,0,utf-8,0,0,0,48,48,2304,0.3920265780730897,0.054057902230659725,0.0,0.0,1613.5311872811076,0.5936340418572756,24.28872589068909,0.2214488256729692,0.6808510638297872,0.38798727322837195,0.07867340425531914,0.387342776096763,0,0.3986710963455149,602,19,19,shasun_tool-wear-detection-in-cnc-mill
13,34,0,0,1,35,13,1,6,csv,1,0,0,utf-8,0,0,0,48,48,2304,0.3992486583184257,0.04429235880398672,0.0,0.0,59566.64802478033,1.4594595941825006,65.50002742509207,43.39218484276498,0.723404255319149,0.5890931206510329,0.03393361702127659,0.5888191238507297,0,0.336,2150,19,19,shasun_tool-wear-detection-in-cnc-mill
13,34,0,0,1,35,13,1,6,csv,1,0,0,utf-8,0,0,0,48,48,2304,0.409266277442043,0.04447403462050597,0.0,0.0,71212.97099826019,0.8019788873070561,61.684546290700276,48.99652870073011,0.723404255319149,0.6088929891667746,0.034463617021276594,0.6086227304054913,0,0.14400000000000002,2253,19,19,shasun_tool-wear-detection-in-cnc-mill
2,1,0,0,4,6,1,1,2,csv,1,0,0,utf-8,0,0,1,7,7,49,1.0,0.14417989417989419,0.2222222222222222,0.08163265306122448,0.12268518518518519,-0.07947906844829782,-0.5432538269846922,0.16655,0.3333333333333333,0.45779166367401664,0.09999999999999999,0.4311959351641892,0,0.0,18,19,19,shasun_tool-wear-detection-in-cnc-mill
3,1,0,0,20,22,2,1,5,csv,1,0,0,utf-8,0,0,1,24,24,576,0.9666718356270595,0.01594850818908734,0.8497460748207016,365.4427083333333,19769.840112806167,0.22136741994385592,0.750894988632141,42.51089268524016,0.25,0.5398711367375172,0.0037983,0.5398667797801171,0,71.61600000000001,128975,7,7,thedevastator_unlock-profits-with-e-commerce-sales-data
1,0,0,0,3,0,4,1,1,csv,1,0,0,utf-8,0,0,1,4,4,16,0.9849738675958188,0.0,0.7,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,50,7,7,thedevastator_unlock-profits-with-e-commerce-sales-data
1,0,0,0,4,2,3,1,1,csv,1,0,0,utf-8,0,0,1,5,5,25,1.0,1.0,0.7058823529411765,0.9600000000000002,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8333333333333333,0,0.0,17,7,7,thedevastator_unlock-profits-with-e-commerce-sales-data
1,0,0,0,9,9,1,1,1,csv,1,0,0,utf-8,0,0,1,10,10,100,1.0,0.0339186656076996,0.06609318230391109,87.4,0.0,0.0,0.0,0.0,0.0,0.9429002890776967,0.0,0.942874418543777,0,18.650000000000002,37432,7,7,thedevastator_unlock-profits-with-e-commerce-sales-data
1,0,0,0,16,15,2,1,1,csv,1,0,0,utf-8,0,0,0,17,17,289,1.0,0.045213032581453635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8657564151160444,0.0,0.8651054704430252,0,12.426999999999998,1330,7,7,thedevastator_unlock-profits-with-e-commerce-sales-data
1,0,0,0,17,16,2,1,1,csv,1,0,0,utf-8,0,0,0,18,18,324,1.0,0.04675751879699249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.871934279830502,0.0,0.8712786901464191,0,13.698000000000002,1330,7,7,thedevastator_unlock-profits-with-e-commerce-sales-data
2,0,0,0,5,5,2,1,2,csv,1,0,0,utf-8,0,0,1,7,7,49,0.9990204614714846,0.04294707020753359,0.008952648042282386,5.734693877551021,0.0,0.0,0.0,0.0,0.0,0.9115191532544324,0.0,0.911420413995456,0,8.987999999999998,9271,7,7,thedevastator_unlock-profits-with-e-commerce-sales-data
3,0,0,0,1,1,3,1,1,csv,1,0,0,utf-8,0,0,0,4,4,16,0.9444444444444443,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5494252873563218,0.0,0.5311111111111111,0,0.0,30,8,8,frtgnn_dunnhumby-the-complete-journey
2,0,0,0,1,2,1,1,1,csv,1,0,0,utf-8,0,0,0,3,3,9,0.21975582685904552,0.0022891231964483907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7341989659824807,0.0,0.7340971070804299,0,0.006,7208,8,8,frtgnn_dunnhumby-the-complete-journey
3,0,0,0,2,5,0,1,1,csv,1,0,0,utf-8,0,0,0,5,5,25,0.0,0.0002906666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8611257863615102,0.0,0.8611229159422221,0,1.155,300000,8,8,frtgnn_dunnhumby-the-complete-journey
3,0,0,0,0,2,1,1,0,csv,1,0,0,utf-8,1,0,0,3,3,9,0.35434531265054436,0.004676911712753315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.871181895565803,0.0,0.8711749008176313,0,1.602,124548,8,8,frtgnn_dunnhumby-the-complete-journey
4,0,0,0,0,3,1,1,1,csv,1,0,0,utf-8,0,0,0,4,4,16,0.23986194995685936,0.11389128559102675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9349339124642868,0.0,0.9345305760050696,0,0.004,2318,8,8,frtgnn_dunnhumby-the-complete-journey
1,0,0,0,7,7,1,1,1,csv,1,0,0,utf-8,0,0,0,8,8,64,1.0,0.007312288211164615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.675936329588015,0.0,0.6750924640080049,0,0.009987515605493134,801,8,8,frtgnn_dunnhumby-the-complete-journey
2,0,0,0,5,6,1,1,1,csv,1,0,0,utf-8,0,0,1,7,7,49,1.0,0.028347265341800654,0.33141316470499066,625.5510204081633,0.0,0.0,0.0,0.0,0.0,0.8179569444277032,0.0,0.8179472049004078,0,3.9619999999999997,92353,8,8,frtgnn_dunnhumby-the-complete-journey
8,4,0,0,0,12,0,1,1,csv,1,0,0,utf-8,0,0,0,12,12,144,0.0,0.022309444444444448,0.0,0.0,1.2674669084253471,-4.491392359799037,308.5138330121897,0.09386415010354253,0.3333333333333333,0.7528840499320185,0.004273750000000001,0.7528815403185511,0,8.196,300000,8,8,frtgnn_dunnhumby-the-complete-journey
5,4,0,0,17,12,14,1,1,csv,1,0,0,latin1,0,0,1,26,26,676,0.6893021069879469,0.07608232196369016,1.0,3.828402366863906,34.08082119656842,-0.3615391055260135,0.2433480534855327,2.267456450993518,0.4444444444444444,0.7038039532904873,0.04537894333333333,0.7017896859857355,0,6.755820047674548,496,2,2,zusmani_pakistansuicideattacks
5,4,0,0,17,14,12,1,1,csv,1,0,0,latin1,0,0,1,26,26,676,0.7711374090189157,0.09402833409837795,1.0,3.81508875739645,34.248863727823576,-0.3616162528683689,0.25127549336823063,2.272053790776748,0.4444444444444444,0.7398651168278695,0.043795775888888895,0.7378485816020698,0,6.592083023808238,492,2,2,zusmani_pakistansuicideattacks
3,0,0,0,7,7,3,1,2,csv,1,0,0,utf-8,0,0,1,10,10,100,0.8947656865914958,0.06016818432311623,0.008196666666666666,24.589999999999996,0.0,0.0,0.0,0.0,0.0,0.9016050310807697,0.0,0.9016020219480483,0,26.536116116116126,300000,1,1,bharadwaj6_kindle-reviews
8,6,0,1,10,24,1,1,1,csv,1,0,0,utf-8,0,0,1,25,25,625,0.23201371180134608,0.014987993490835697,0.8201162158772627,202.528,15.940706140797563,-0.05070210796746604,0.026110072848120947,1.63906851313074,0.42857142857142855,0.8314958323557303,0.006942857142857142,0.8314343104410759,0,3.1999999999999993,23921,1,1,brenda89_fifa-world-cup-2022
1,0,0,0,9,10,0,1,10,csv,1,0,0,utf-8,0,0,1,10,10,100,0.0,0.8285714285714285,1.0,0.20999999999999996,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.42857142857142866,0,1.4285714285714284,7,107,107,oswinrh_bible
3,0,0,0,1,2,2,1,2,csv,1,0,0,utf-8,0,0,0,4,4,16,0.9956140350877193,0.09941520467836257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.644449589271321,0.0,0.6425652337471355,0,0.07017543859649122,342,107,107,oswinrh_bible
2,0,0,0,2,2,2,1,3,csv,1,0,0,utf-8,0,0,0,4,4,16,1.0,0.07575757575757576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6433566433566433,0.0,0.6336088154269972,0,0.0,66,107,107,oswinrh_bible
1,0,0,0,1,2,0,1,1,csv,1,0,0,utf-8,0,0,0,2,2,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.875,0,0.0,8,107,107,oswinrh_bible
4,0,0,0,1,3,2,1,2,csv,1,0,0,utf-8,0,0,0,5,5,25,0.9938751888885317,0.004201095285556592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9711554479732848,0.0,0.971124224121953,0,1.55,31103,107,107,oswinrh_bible
4,0,0,0,1,3,2,1,2,csv,1,0,0,utf-8,0,0,0,5,5,25,0.9935858277336591,0.004201095285556592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9711530731384173,0.0,0.9711218493634393,0,1.4200000000000002,31103,107,107,oswinrh_bible
4,0,0,0,1,3,2,1,2,csv,1,0,0,latin1,0,0,0,5,5,25,0.992941895237789,0.004201635636730013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9711546607812247,0.0,0.9711234329391448,0,1.35,31099,107,107,oswinrh_bible
4,0,0,0,1,3,2,1,2,csv,1,0,0,utf-8,0,0,0,5,5,25,0.9956756582966273,0.004201095285556592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9711554479732848,0.0,0.971124224121953,0,1.355,31103,107,107,oswinrh_bible
4,0,0,0,1,3,2,1,2,csv,1,0,0,utf-8,0,0,0,5,5,25,0.9961904455732014,0.004200690113375769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9711660028764203,0.0,0.9711347816971362,0,1.41,31106,107,107,oswinrh_bible
4,0,0,0,1,3,2,1,2,csv,1,0,0,utf-8,0,0,0,5,5,25,0.9943733521960003,0.004201230360319808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9711553753523043,0.0,0.9711241504993889,0,1.365,31102,107,107,oswinrh_bible
