n_int_features,n_float_features,n_string_features,n_datetime_features,n_categorical_features,n_noncateg_features,is_datetime_consistent,n_ordered_features,is_file_structured,is_file_semi_structured,is_file_unstructured,has_duplicated_rows,has_null_rows,has_null_feature_values,n_features,n_rows,n_rows_times_features,avg_ratio_duplication_noncateg_features,avg_ratio_duplication_categ_features,ratio_features_at_least_one_null,avg_ratio_null_values_features,avg_variance_numerical_features,avg_skewness_numerical_features,avg_kurtosis_numerical_features,avg_median_dev_numerical_features,avg_n_outliers_numerical_features,avg_unalikeability_categ_features,avg_margin_error_numerical_features,avg_gini_impurity_categ_features,time_diff_current_and_last_update,num_pii_entities,profiler_sample_size,ref_no_slash
0,0,0,0,10,3,1,1,1,0,0,0,0,1,13,13,169,1.0,0.02103184702385658,0.9944895591647331,94.49112426035505,0.0,0.0,0.0,0.0,0.0,0.6611833807581008,0.0,0.6606497341764137,0,1.5989999999999998,6896,fivethirtyeight_fivethirtyeight-comic-characters-dataset
0,0,0,0,10,3,1,1,1,0,0,0,0,1,13,13,169,1.0,0.015499654292618906,0.9964582315583781,239.5384615384615,0.0,0.0,0.0,0.0,0.0,0.6835491190303955,0.0,0.6830296381049241,0,2.678,16376,fivethirtyeight_fivethirtyeight-comic-characters-dataset
0,0,0,0,0,4,1,0,1,0,0,0,0,0,4,4,16,0.9962523422860712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.6000000000000001,4803,tmdb_tmdb-movie-metadata
0,2,0,1,7,13,1,0,1,0,0,0,0,1,20,20,400,0.8138914775665034,0.052261445710603524,0.6891526129502394,9.855,506.7576192192455,3.879640825341226,99.78888165887523,5.240155735814337,1.0,0.5990579309720611,0.0290967217,0.598933193006031,0,15.799999999999997,4803,tmdb_tmdb-movie-metadata
0,0,0,0,10,4,1,1,1,0,0,0,0,1,14,14,196,0.8119629066080138,0.015333188033752942,0.82775388355864,1044.6530612244899,0.0,0.0,0.0,0.0,0.0,0.9107710729494141,0.0,0.9107624323082126,0,26.418000000000003,129971,zynicide_wine-reviews
0,0,0,0,8,3,1,1,1,0,0,0,0,1,11,11,121,0.646403208420923,0.01481257383133993,0.7400053004704168,1441.9586776859503,0.0,0.0,0.0,0.0,0.0,0.9213480700152441,0.0,0.9213406632900097,0,5.841,150930,zynicide_wine-reviews
0,0,0,0,0,3,1,1,1,0,0,0,0,1,3,3,9,0.9997808171137997,0.0,0.004777174268699692,24.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.8409999999999997,45843,rounakbanik_the-movies-dataset
0,0,0,0,0,3,1,1,1,0,0,0,0,1,3,3,9,1.0,0.0,0.0014246575342465753,1.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.351,9125,rounakbanik_the-movies-dataset
0,1,0,0,12,12,1,0,1,0,0,1,0,1,24,24,576,0.8398775941711222,0.034559998654290054,0.9847578410240619,183.28472222222226,3.7025257344484532,-1.518939936501377,2.499995214189763,0.8980932522595888,0.0,0.5517267285135125,0.014,0.5517145820158568,0,31.032,45466,rounakbanik_the-movies-dataset
0,1,0,0,2,2,1,0,1,0,0,0,0,0,4,4,16,0.63274,0.016078,0.0,0.0,1.1337087730578774,-0.691006588303368,0.18838208790508615,0.501971307994429,1.0,0.9175518431396863,0.0092,0.9175500080360786,0,2.16,500000,rounakbanik_the-movies-dataset
0,1,0,0,3,1,1,1,1,0,0,0,0,0,4,4,16,0.781378744850206,0.03248870045198192,0.0,0.0,1.1194884644323722,-0.667610156098444,0.08833258101323116,0.9954159413927605,1.0,0.9409296541950907,0.01,0.9409202452749099,0,2.348,100004,rounakbanik_the-movies-dataset
0,4,0,0,3,3,1,2,1,0,0,0,0,0,6,6,36,0.5066666666666667,0.10666666666666667,0.0,0.0,1.1347073333333326,0.06670006370911002,-0.7656823989531716,0.7226168650793648,1.0,0.8426547352721849,0.10025,0.837037037037037,0,0.12,150,uciml_iris
0,0,0,0,8,0,1,1,1,0,0,0,0,1,8,8,64,0.0,0.030974162011173187,0.642,10.03125,0.0,0.0,0.0,0.0,0.0,0.6851081081081081,0.0,0.6844229999999998,0,0.008,1000,spscientist_students-performance-in-exams
0,3,0,1,7,8,1,1,1,0,0,0,0,1,15,15,225,0.6286275639987937,0.022558426999409024,0.6434367486591456,1437.3955555555556,2091.7556061128867,0.30940589789453177,-1.036638817057292,37.21978777631615,0.0,0.9605207719181168,0.020468666666666666,0.9605096634467477,0,3.3750000000000004,86512,gpreda_covid-world-vaccination-progress
0,0,0,1,3,1,1,0,1,0,0,0,0,0,4,4,16,0.8199758582937989,0.0049219137448652086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9279326009232512,0.0,0.9279065522299672,0,1.552,35623,gpreda_covid-world-vaccination-progress
0,1,0,1,32,0,1,1,1,0,0,1,0,1,32,32,1024,0.0,0.004583309999283969,0.9981824273389731,126.3876953125,2553.8447088297935,10.530081681528522,1013.1473691622812,27.770748172925284,1.0,0.523284251044159,0.026712,0.5232756701941141,0,0.96,119390,jessemostipak_hotel-booking-demand
0,1,0,0,11,1,1,0,1,0,0,0,0,0,12,12,144,0.24183006535947713,0.030402059813824513,0.0,0.0,1.1363327020471654,1.0211999031135903,1.1899921992372997,0.5961590062111799,1.0,0.6465817107936551,0.085,0.6458773734180627,0,1.2810457516339868,918,fedesoriano_heart-failure-prediction
0,2,0,0,11,1,1,2,1,0,0,0,0,1,12,12,144,0.9189072609633357,0.050383892289120304,0.699352983465133,135.11111111111111,179.76734624842933,1.3312156029308355,5.757549549181759,2.92126948047022,0.5,0.9120478831089592,0.021671500000000003,0.9120075309172534,0,13.188,27820,russellyates88_suicide-rates-overview-1985-to-2016
0,3,0,0,10,3,1,1,1,0,0,0,0,0,13,13,169,0.5930880713489409,0.047826086956521734,0.0,0.0,3177892229.4511275,2.103173751440323,10.420819395680612,14966.163962847228,1.0,0.6457902179524591,0.16592959333333332,0.643630384447601,0,0.43478260869565216,299,andrewmvd_heart-failure-clinical-data
0,4,0,0,1,14,1,1,1,0,0,0,0,0,15,15,225,0.812070282658518,0.03208556149732621,0.0,0.0,NaN,NaN,NaN,6.5619101235542505,1.0,0.7896038180668161,0.241429,0.7853813377562986,0,12.11229946524064,187,imdevskp_corona-virus-report
0,2,0,1,9,1,1,1,1,0,0,0,0,1,10,10,100,0.22134588734001792,0.047673070478157296,0.7011494252873564,344.04,2792.292113326629,-0.293219751618918,-0.4823642222128419,35.1844233,1.0,0.9282613471573568,0.07021688644785934,0.9282371843514482,0,2.25,49068,imdevskp_corona-virus-report
0,3,0,1,0,12,1,5,1,0,0,0,0,0,12,12,144,0.9246453900709221,0.0,0.0,0.0,256.78117458786033,0.8155721607486125,2.500698356104956,7.222411111111111,1.0,0.0,0.11254000000000002,0.0,0,23.80851063829787,188,imdevskp_corona-virus-report
0,0,0,1,7,3,1,1,1,0,0,0,0,0,10,10,100,0.2543046232032465,0.039700599775693644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7983656954469744,0.0,0.7983429862168219,0,2.2099999999999995,35156,imdevskp_corona-virus-report
