n_int_features,n_float_features,n_string_features,n_datetime_features,n_categorical_features,n_noncateg_features,is_datetime_consistent,n_ordered_features,is_file_structured,is_file_semi_structured,is_file_unstructured,has_duplicated_rows,has_null_rows,has_null_feature_values,n_features,n_rows,n_rows_times_features,avg_ratio_duplication_noncateg_features,avg_ratio_duplication_categ_features,ratio_features_at_least_one_null,avg_ratio_null_values_features,avg_variance_numerical_features,avg_skewness_numerical_features,avg_kurtosis_numerical_features,avg_median_dev_numerical_features,avg_n_outliers_numerical_features,avg_unalikeability_categ_features,avg_margin_error_numerical_features,avg_gini_impurity_categ_features,time_diff_current_and_last_update,num_pii_entities,ref_no_slash
0,0,0,0,15,2,2.0,0,1.0,0.0,0.0,1.0,0.0,1.0,17,17,289,0.3827270019242062,0.008180338794695671,0.0004478280340349306,0.006920415224913495,0.0,0.0,0.0,0.0,0.0,0.572322834198148,0.0,0.5721946816589536,0,0.45899999999999996,anujp0212_banktrain
0,1,0,0,2,0,2.0,1,1.0,0.0,0.0,0.0,0.0,0.0,2,2,4,0.0,0.8333333333333333,0.0,0.0,8.887430102839559e-9,0.707106781186552,-3.0,0.0,1.0,0.8333333333333333,2.194,0.5555555555555556,0,0.0,kumudsingh9_optivervolatility
0,25,0,1,19,33,2.0,2,1.0,0.0,0.0,0.0,0.0,0.0,52,52,2704,1.0,0.7511961722488035,0.0,0.0,1.9936496322137225,-0.0827618151767587,-0.8462957351011218,0.27429455492000204,1.0,0.8622009569377989,0.26565072000000006,0.7838190517616354,0,0.0,incredibleatul_currencies
0,0,0,0,0,1,2.0,0,1.0,0.0,0.0,1.0,1.0,1.0,1,1,1,1.0,0.0,0.1875,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,pranaysawaimul_list-out-all-payments
0,0,0,0,6,0,2.0,4,1.0,0.0,0.0,0.0,0.0,0.0,6,6,36,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.5625,0,0.0,sahilbhadanadolla_equity-band-change
0,0,0,0,0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,ravindusachintha_usdlkr-exchange-rates-from-2017-to-2021
0,0,0,0,0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,ravindusachintha_multiple-currencies-exchange-rates-2010-2021
0,2,0,1,20,4,2.0,0,1.0,0.0,0.0,0.0,0.0,0.0,24,24,576,0.7656831618130063,0.0025673308517626453,0.0,0.0,23644704.15850559,2.373233216894529,9.895391136256805,1306.8951225726612,1.0,0.6577193353477147,0.049083045985,0.6576473275378452,0,25.128,riturajsingh99_insurance
0,5,0,1,0,7,2.0,1,1.0,0.0,0.0,0.0,0.0,1.0,7,7,49,0.9996198923028191,0.0,0.0017706949977866313,0.48979591836734687,634557.4250519193,2.463596616696145,5.491423533271305,194.60203046508727,0.0,0.0,0.1039382099,0.0,0,2.5410000000000004,maidinhthang_ethereum-daily
0,0,0,0,2,0,2.0,0,1.0,0.0,0.0,1.0,0.0,1.0,2,2,4,0.0,0.23636363636363636,0.09090909090909091,0.25,0.0,0.0,0.0,0.0,0.0,0.595959595959596,0.0,0.5392561983471074,0,0.0,ahmedullah53_world-trade-data-2000-2020
0,0,0,1,0,7,2.0,0,1.0,0.0,0.0,0.0,0.0,0.0,7,7,49,0.9976190476190476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,kankshamaheswari_bitcoin-dataset-from-1-jan-2021-1-mar-2021
0,0,0,0,2,2,1.5,0,1.0,0.0,0.0,0.0,0.0,0.0,4,4,8,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.41666666666666663,0,0.0,bangdaeho_korea-money
0,2,0,0,20,4,2.0,0,1.0,0.0,0.0,0.0,0.0,0.0,24,24,576,0.7657088122605364,0.0026655719759168042,0.0,0.0,23645629.41478442,2.372923738942326,9.89395704695325,1305.7922300535827,1.0,0.657793821816609,0.049282738535,0.6577218137354027,0,34.967999999999996,singhnproud77_auto-insurance-dataset
0,5,0,1,0,7,2.0,1,1.0,0.0,0.0,0.0,0.0,1.0,7,7,49,0.9996084317692358,0.0,0.001823985408116735,0.48979591836734687,545559.9419476937,2.579491999535955,6.420287621597005,193.07656028884557,0.0,0.0,0.10404444210000001,0.0,0,2.639,snehakamble23_bitcoinp
0,8,0,0,2,11,2.0,1,1.0,0.0,0.0,0.0,0.0,0.0,13,13,169,0.7466501752216037,0.0022675736961451248,0.0,0.0,8.832615708829109e18,-0.10253336894414872,0.1551797787212421,500.6798696491927,1.0,0.3630576453139669,0.1052860958565625,0.36278322532506746,0,13.155295887662987,sangramsahani_state-bank-of-india-share-price-for-past-24-month
0,0,0,0,32,0,2.0,0,1.0,0.0,0.0,1.0,0.0,0.0,32,32,1024,0.0,0.0065788746101612455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3059340839336386,0.0,0.3059273171272447,0,1.3439999999999999,riturajsingh99_bank-dataset
0,5,0,0,0,6,2.0,1,1.0,0.0,0.0,0.0,0.0,0.0,6,6,36,0.8324880071279886,0.0,0.0,0.0,199235469.8730313,2.579259088354065,17.172834121385176,2144.637429401318,1.0,0.0,0.022255320433999998,0.0,0,0.18,wasakkart_btcusdt-binance-stock-price-5-min
0,5,0,1,0,7,2.0,1,1.0,0.0,0.0,0.0,0.0,0.0,7,7,49,1.0,0.0,0.0,0.0,165912887.39451727,-0.26828252434139727,-0.7826516401009801,10374.8608425571,1.0,0.0,0.11307439556400001,0.0,0,0.38251366120218583,shirleyhung_btcusd
0,5,0,1,1,6,2.0,2,1.0,0.0,0.0,0.0,0.0,0.0,7,7,49,0.9497929606625259,0.0015527950310559005,0.0,0.0,0.0019268598670253174,-0.008372135613758522,-1.3837046507535302,0.040533077800000025,1.0,0.0,0.069578058,0.0,0,0.0,shirleyhung_forexeurusd
0,0,0,0,0,12,2.0,0,1.0,0.0,0.0,0.0,0.0,0.0,12,12,144,0.9408602150537634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.032258064516129,tusharverma2000_bsesensex-stock-market-companies-data
0,6,0,1,1,8,2.0,3,1.0,0.0,0.0,0.0,0.0,0.0,9,9,81,0.9620537854335113,0.000031958071010833784,0.0,0.0,1.1035132250851135e13,3.08898677715198,32.40231051254296,117094.98644795133,1.0,0.0,0.03857062702896044,0.0,0,0.009000000000000001,samanthaleee_bitcoin-hourly
0,2,0,0,5,2,2.0,3,1.0,0.0,0.0,0.0,0.0,0.0,7,7,49,0.9983085886111633,0.0422476978011652,0.0,0.0,52231233.38094025,0.15087044264330973,-1.0257521311651394,4855.730923143564,1.0,0.7570464735414932,0.062358307711728,0.7569041983162531,0,0.042,samanthaleee_bitcoin-sp500
0,3,0,0,3,5,2.0,2,1.0,0.0,0.0,0.0,0.0,0.0,8,8,64,0.7049768404454518,0.05382543280444138,0.0,0.0,7.189654633260783e10,31.173577175388548,2683.704705947292,953.8853308458025,1.0,0.8510438918825766,0.04273100055,0.8510019561433162,0,3.728,majorow_the-best-private-investor-of-moex-2021
0,11,0,0,11,1,2.0,0,1.0,0.0,0.0,1.0,0.0,0.0,12,12,144,0.27267041901188244,0.058161350844277676,0.0,0.0,108.82253839356044,1.6815346984882746,8.279087779260541,2.507379082968723,1.0,0.9445627888803809,0.11480036081776492,0.9439720679367422,0,1.116,vinayrox_redwine
0,61,0,0,2,63,0.6666666666666666,2,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,65,65,4225,0.30973342935312004,0.0013850415512465374,0.935595567867036,4.137988165680472,1.3129064523273347e18,2.5343976709608316,21.933135266637905,80196.54717517448,0.0,0.0004616805170821791,0.15561834073983605,0.00046136079373241553,0,362.7715054534803,denestalk_lethosos-world-bank
0,1,0,0,0,2,2.0,0,1.0,0.0,0.0,0.0,0.0,0.0,2,2,4,1.0,0.0,0.0,0.0,0.019505570472730514,0.767771624179348,-0.3874171918265672,0.08462688599999968,1.0,0.0,0.2355055,0.0,0,1.4716981132075473,ssybcccbbbyyy_2017-usa-rates
0,5,0,1,0,7,2.0,1,1.0,0.0,0.0,0.0,0.0,0.0,7,7,49,0.9526121128062875,0.0,0.0,0.0,154662.40989889344,1.134654831103016,0.07931226489995744,197.91717561819056,1.0,0.0,0.19899236165,0.0,0,5.124,anaghaclement_infyns-infosys-5-years-stock-prices
0,5,0,1,0,7,2.0,1,1.0,0.0,0.0,0.0,0.0,0.0,7,7,49,0.9995308468214873,0.0,0.0,0.0,291057420.1477823,1.5273391232059184,0.9196213362910839,3539.352134868016,1.0,0.0,0.0751220613536,0.0,0,2.233,anaghaclement_bitcoin-five-years-prices-20172021
0,1,0,0,3,1,2.0,0,1.0,0.0,0.0,1.0,0.0,0.0,4,4,16,0.33,0.02666666666666667,0.0,0.0,0.14446898999999985,-0.2079142776293684,-0.5871289924005256,0.2696999999999999,1.0,0.700609857978279,0.0969,0.6988583333333332,0,0.01,mitchellodili_binary
0,0,0,6,22,9,1.25,4,1.0,0.0,0.0,0.0,0.0,0.5,31,31,373,0.8500486064129991,0.04619571466891133,1.5745446746247218,37.74944903997101,0.0,0.0,0.0,0.0,0.0,0.33309242954821106,0.0,0.33288141957518746,0,7.269238095238095,shravankoninti_autoinlandvehicleinsuranceclaimchallenge
0,5,0,1,0,7,2.0,1,1.0,0.0,0.0,0.0,0.0,1.0,7,7,49,0.9991899554475497,0.0,0.0016174686615446825,0.48979591836734687,141047473.48268235,2.814349868263522,8.008347526223064,3972.368166886513,0.0,0.0,0.0692770151636,0.0,0,2.044,anirudhvadakedath_btcusd
0,0,0,0,0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,jamesharrisiii_bitcoin-correlation-to-stocks
0,2,0,0,5,2,2.0,0,1.0,0.0,0.0,1.0,0.0,0.0,7,7,49,0.6023916292974589,0.009118086696562033,0.0,0.0,73271401.86446252,0.8992267635495254,0.7690847190584635,2505.438311515151,1.0,0.6530087103514661,0.04023817,0.6525206619879749,0,0.0,saikumarreddyp_insurance
0,2,0,0,1,5,2.0,1,1.0,0.0,0.0,0.0,0.0,1.0,6,6,36,1.0,0.020442930153321975,0.0532258064516129,9.166666666666666,2763876740.852932,-0.3077705140873245,0.15215353722567238,36269.05203516,0.0,0.813521438499109,0.1398309140472165,0.8128284900847146,0,0.20400000000000001,amirbialer_israel-realestate
0,4,0,0,3,6,2.0,0,1.0,0.0,0.0,0.0,0.0,0.0,9,9,81,0.6392285854670525,0.0006733271460028024,0.0,0.0,2.0521302527184556e14,26.426654397993175,2087.139233604646,100920.68191219255,1.0,0.5979826803338791,0.02665390285,0.5979663571728722,0,0.72,paragzode_insurance-portfolio-analysis
