n_int_features,n_float_features,n_string_features,n_datetime_features,n_unkown_features,n_categorical_features,n_noncateg_features,is_datetime_consistent,n_ordered_features,file_type,is_file_structured,is_file_semi_structured,is_file_unstructured,encoding,has_duplicated_rows,has_null_rows,has_null_feature_values,n_features,n_rows,n_rows_times_features,avg_ratio_duplication_noncateg_features,avg_ratio_duplication_categ_features,ratio_features_at_least_one_null,avg_ratio_null_values_features,avg_variance_numerical_features,avg_skewness_numerical_features,avg_kurtosis_numerical_features,avg_median_dev_numerical_features,avg_n_outliers_numerical_features,avg_unalikeability_categ_features,avg_margin_error_numerical_features,avg_gini_impurity_categ_features,time_diff_current_and_last_update,num_pii_entities,profiler_sample_size,ref_no_slash
0,2,0,0,0,0,4,1,0,csv,1,0,0,utf-8,0,0,0,4,4,16,0.9861111111111112,0.0,0.0,0.0,7.3430664549415114,0.01891669280981878,4.456253105789245,0.0540746046361121,1.0,0.0,0.39967263195,0.0,0,1.7777777777777777,18,ramjasmaurya_commonwealth-games-2022
5,0,0,0,0,0,6,1,2,csv,1,0,0,utf-8,0,0,0,6,6,36,0.562015503875969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.27906976744186046,43,ramjasmaurya_commonwealth-games-2022
2,0,0,0,0,4,1,1,1,csv,1,0,0,utf-8,0,0,0,5,5,25,1.0,0.0026278149219971397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.569133431385679,0.0,0.5691271209328328,0,4.505,90189,yufengsui_mobile-games-ab-testing
1,1,0,0,0,5,11,1,1,csv,1,0,0,utf-8,0,0,1,16,16,256,0.8142572062084258,0.07379094156565383,0.262,1.359375,0.038247979999999425,0.53151374795674,0.7619816813560831,0.10017858094690642,0.5,0.9358203728743577,0.0175,0.9348456688023784,0,30.112000000000005,1000,ramjasmaurya_top-250s-in-imdb
0,1,0,0,0,4,9,1,1,csv,1,0,0,utf-8,0,0,1,13,13,169,0.9010270664184787,0.08657724604712556,0.551,3.9644970414201177,0.12414095867768543,0.4369326649053775,-0.31647677338209634,0.29940432786885196,1.0,0.8903064515021611,0.049,0.8891847352653038,0,19.921951754632115,1000,ramjasmaurya_top-250s-in-imdb
3,1,0,0,0,2,14,1,2,csv,1,0,0,utf-8,0,0,1,16,16,256,0.7559780747418576,0.048,0.216,0.265625,0.013712360000000005,0.41518126272278255,0.8507834202969988,0.024896336206896526,0.25,0.7900401606425702,0.00575,0.7868799999999999,0,33.408,250,ramjasmaurya_top-250s-in-imdb
1,1,0,0,0,2,11,1,1,csv,1,0,0,utf-8,0,0,1,13,13,169,0.8234457478005864,0.05,0.008,0.01183431952662722,0.041617919999999954,0.21097635910955165,0.21379586856152932,0.09987563352826502,0.5,0.7536546184738956,0.025,0.75064,0,22.100000000000005,250,ramjasmaurya_top-250s-in-imdb
2,1,0,0,0,3,10,1,1,csv,1,0,0,utf-8,0,0,1,13,13,169,0.8428992333477453,0.07092139988525531,0.4,1.136094674556213,0.02027644715407812,0.2648585121807185,0.005123911237419065,0.06659587636932733,0.3333333333333333,0.8210373160521462,0.02266666666666667,0.817590134124455,0,36.49746779602175,250,ramjasmaurya_top-250s-in-imdb
3,0,0,0,0,4,8,1,1,csv,1,0,0,latin1,0,0,1,12,12,144,0.64075,0.0326782025240239,0.00005882352941176471,0.006944444444444444,0.0,0.0,0.0,0.0,0.0,0.942408074039959,0.0,0.9423526374078766,0,9.059999999999999,17000,rankirsh_evolution-of-top-games-on-twitch
8,1,0,0,0,2,7,1,1,csv,1,0,0,utf-8,0,0,0,9,9,81,0.9915966386554622,0.11764705882352941,0.0,0.0,0.2772225390234524,-0.029498643158700592,-0.060653064227871166,0.13845999999999983,0.1111111111111111,0.8990196078431373,0.013722222222222222,0.8884429065743944,0,23.717647058823527,85,rankirsh_evolution-of-top-games-on-twitch
11,2,0,0,0,21,2,1,2,csv,1,0,0,utf-8,1,0,1,23,23,529,0.5891332422246773,0.031065746229628384,0.8783465806977563,503.6710775047258,0.7334383208973173,0.0027497976253720515,263.7786721004905,0.002183320916809734,0.15384615384615385,0.8270317902510965,0.0012441357053846155,0.8270095571891415,0,44.344,53973,san-francisco_sf-restaurant-scores-lives-standard
28,2,0,0,0,84,11,1,78,json,0,1,0,utf-8,0,0,1,95,95,9025,0.945788770053476,0.9112486298867369,0.9964285714285714,2.8411080332409986,2.857967861608848e11,-0.031542588717855265,-0.1,76924.53257030745,0.06666666666666667,0.0877398390186114,0.2559666666666667,0.07497694025532671,0,106.9853918992346,280,san-francisco_sf-restaurant-scores-lives-standard
76,0,0,0,0,86,4,1,1,csv,1,0,0,utf-8,1,0,1,90,90,8100,0.9788681204569055,0.006640379989058145,0.9641744548286605,4.59679012345679,0.0,0.0,0.0,0.0,0.0,0.8998404949519945,0.0,0.8997692869196657,0,183.33000000000004,19260,cashncarry_fifa-22-complete-player-dataset
10,2,0,0,0,11,3,1,0,csv,1,0,0,utf-8,0,0,0,14,14,196,0.7647593097184378,0.053505078028238784,0.0,0.0,0.4224800667339821,0.004800369662667012,0.020069456981361495,0.1833804129763823,0.16666666666666666,0.9245735473473373,0.005575,0.9233139103618503,0,12.58855585831063,734,cashncarry_fifa-22-complete-player-dataset
0,0,0,0,0,1,5,1,0,csv,1,0,0,utf-8,0,0,0,6,6,36,0.6142465753424657,0.07579908675799087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6522918701426628,0.0,0.6516961698046323,0,1.6740000000000004,1095,iamsouravbanerjee_computer-games-dataset
3,2,0,0,0,7,11,1,1,csv,1,0,0,latin1,0,0,1,18,18,324,0.6414884135472371,0.07843137254901959,0.058823529411764705,0.009259259259259259,2.89287308383368,-0.3847953839620565,-0.06958115605652546,0.37934056763166524,0.4,0.5531652661064426,0.22118381039999999,0.5423188883396497,0,6.352941176470588,51,zusmani_sacred-games
3,0,0,1,0,4,2,1,0,csv,1,0,0,utf-8,1,0,0,6,6,36,0.2942652329749104,0.06577060931899642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9422985349398085,0.0,0.9416230521190636,0,3.8160000000000003,1395,kukuroo3_youtube-episodic-contents-kr
5,0,0,1,0,4,4,1,1,csv,1,0,0,utf-8,1,0,0,8,8,64,0.5633675416091047,0.020475626603512924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6655856890474656,0.0,0.6655419033959213,0,13.991999999999999,15201,kukuroo3_youtube-episodic-contents-kr
4,0,0,1,0,7,1,1,1,csv,1,0,0,utf-8,0,0,0,8,8,64,0.27211059591275977,0.0023919923456244938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8574270594679881,0.0,0.8573534353000791,0,0.016,11646,evangower_premier-league-matches-19922022
7,0,0,0,0,6,2,1,0,csv,1,0,0,utf-8,1,0,0,8,8,64,0.5985645933014354,0.1105263157894737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9696089754165981,0.0,0.9686811199377314,0,0.44800000000000006,1045,shubhamchambhare_pokemons-and-there-stats
7,0,0,0,0,6,2,1,0,csv,1,0,0,utf-8,1,0,0,8,8,64,0.5330143540669856,0.1105263157894737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9696089754165981,0.0,0.9686811199377314,0,0.22399999999999998,1045,shubhamchambhare_pokemons-and-there-stats
12,0,0,0,0,12,2,1,1,csv,1,0,0,utf-8,0,0,0,14,14,196,0.9985244406288566,0.019584697107903632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8955207564935793,0.0,0.8954727058010593,0,3.849999999999999,18637,ahmedalghafri_lichess-chess-games-statistics
1,2,0,1,0,4,4,1,0,csv,1,0,0,utf-8,0,0,1,8,8,64,0.9114546389479136,0.01982546006450389,0.01859229747675963,3.0625,3632560631.114786,3.533529463710426,85.1664634385235,2763.2629305830546,0.6666666666666666,0.987057930742018,0.029513507333333338,0.9868706687555373,0,1.264,5271,jackogozaly_steam-player-data
6,6,0,1,0,17,1,1,2,csv,1,0,0,utf-8,0,0,1,18,18,324,1.0,0.007292811455343665,0.45494437815158395,140.78703703703707,2.632066427861486,1.5941508636464947,7.5183822673734175,0.31020735149550244,0.5,0.8893778210922088,0.008125,0.8893371610061278,0,24.605999999999998,25979,caesarlupum_betsstrategy
0,0,0,0,0,1,0,1,1,csv,1,0,0,utf-8,1,1,1,1,1,1,0.0,1.0,0.9999508430418326,20342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,20343,andrewmvd_board-games
2,2,0,0,0,6,3,1,0,csv,1,0,0,utf-8,0,0,1,9,9,81,0.6287156150637379,0.06868241614473168,0.9146757679180887,5.246913580246914,14.586773797199546,-0.022641986706162964,-0.3444563924159298,1.277480801282051,0.5,0.8328448013704163,0.1557,0.8296024910396717,0,0.3766770624926445,293,elmartini_skyrim-weapons-dataset
1,0,0,0,0,2,4,1,1,csv,1,0,0,utf-8,0,0,1,6,6,36,0.9691997009957061,0.0270574087629405,0.183206106870229,1.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.7963548696365746,0.0,0.7930246820141524,0,3.0458015267175576,262,jackdaoud_esports-earnings-for-players-teams-by-game
1,1,0,0,0,3,5,1,0,csv,1,0,0,utf-8,0,0,1,8,8,64,0.8874591914694809,0.02366666666666667,0.067,2.046875,2.3839767675671225e11,2.4292179258391093,15.542674425701595,51716.80964608834,0.5,0.8424197530864198,0.04644776875,0.8415773333333331,0,1.3850940170940171,1000,jackdaoud_esports-earnings-for-players-teams-by-game
2,1,0,0,0,3,3,1,0,csv,1,0,0,utf-8,0,0,0,6,6,36,0.6695402298850576,0.0574712643678161,0.0,0.0,1.2050734190816226e12,3.409784776040548,46.174054728824615,30963.12356955213,0.3333333333333333,0.8717420550781783,0.0529932351,0.8708026778636548,0,1.4094827586206897,928,jackdaoud_esports-earnings-for-players-teams-by-game
0,0,0,0,0,0,1,1,0,csv,1,0,0,utf-8,0,0,0,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.248,17981,aayushmishra1512_fifa-2021-complete-player-data
1,5,0,1,0,0,7,1,1,csv,1,0,0,utf-8,0,0,0,7,7,49,0.7532549160456137,0.0,0.0,0.0,166.0585903866515,3.9364690046849655,85.26533727619515,7.265262000632902,0.8333333333333334,0.0,0.12471674438248959,0.0,0,3.0380000000000003,4773,hananxx_gamestop-historical-stock-prices
16,23,0,0,0,36,8,1,1,csv,1,0,0,utf-8,0,0,1,44,44,1936,0.5645591085271318,0.025837042695385934,0.4689922480620155,0.25,248493.72068830548,1.695490063283689,30.227421401787208,1.4955144453355962,0.5897435897435898,0.6424696801017846,0.038706025664272496,0.6418253533064878,0,56.012,1032,maca11_all-pokemon-dataset
30,0,0,0,0,30,6,1,2,csv,1,0,0,utf-8,0,0,1,36,36,1296,0.2658333333333333,0.05116666666666668,0.75,0.11574074074074076,0.0,0.0,0.0,0.0,0.0,0.8044522613065326,0.0,0.8004299999999999,0,0.0,200,lumins_settlers-of-catan-games
16,0,0,0,0,21,1,1,0,csv,1,0,0,utf-8,0,0,0,22,22,484,0.3236842105263158,0.03383458646616542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.758349038823973,0.0,0.7563533834586463,0,0.0,380,evangower_premier-league-match-data
4,0,0,0,0,5,0,1,1,csv,1,0,0,utf-8,0,0,0,5,5,25,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9670279453574647,0.0,0.9657555401662046,0,0.0,760,evangower_premier-league-match-data
2,2,0,0,0,4,3,1,0,csv,1,0,0,latin1,0,0,1,7,7,49,0.6476868727095834,0.0418611034861378,0.01503777345474943,25.714285714285715,178949995.34104094,11.002001714335508,1048.9370772936202,53.1377797928177,0.5,0.9462859494889667,0.01258302105,0.9462746558114645,0,0.784,83789,michau96_popularity-of-games-on-steam
4,0,0,1,0,5,2,1,2,csv,1,0,0,utf-8,0,0,0,7,7,49,0.6554706355591311,0.0035800482703137572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8658481479973178,0.0,0.8657900997170824,0,1.197,14916,themarkgreen_big-data-derby-2022-global-horse-ids-and-places
2,0,0,0,0,0,3,1,2,csv,1,0,0,utf-8,0,0,0,3,3,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.054,4638,themarkgreen_big-data-derby-2022-global-horse-ids-and-places
0,1,0,0,0,1,6,1,1,csv,1,0,0,utf-8,0,0,1,7,7,49,0.6529222336416581,0.17142857142857143,0.2057142857142857,0.7346938775510204,24.46607869387767,4.808478274873014,28.687433767542675,0.5095048701298698,1.0,0.7668308702791461,0.106,0.7624489795918369,0,0.7703597122302159,175,khaiid_most-selling-pc-games
10,2,0,0,0,6,8,1,2,csv,1,0,0,utf-8,0,0,0,14,14,196,0.7435661764705882,0.09068627450980392,0.0,0.0,190.72881477031066,0.04626729268131478,0.1790963368423144,2.571200937500002,0.16666666666666666,0.6777596223674655,0.06237999999999999,0.6727760957324106,0,1.9558823529411766,136,anandkumarsahu09_ipl-player-stats-20162022
10,2,0,0,0,6,8,1,2,csv,1,0,0,utf-8,0,0,0,14,14,196,0.7176573426573426,0.08741258741258741,0.0,0.0,188.7510536342446,0.022269819520838518,0.029020508870798285,2.997193333333334,0.16666666666666666,0.671755474572376,0.060055833333333336,0.6670578838411009,0,1.2727272727272727,143,anandkumarsahu09_ipl-player-stats-20162022
10,2,0,0,0,5,9,1,2,csv,1,0,0,utf-8,0,0,0,14,14,196,0.6900161030595814,0.07826086956521738,0.0,0.0,229.3293934664462,0.0720714343720855,0.1407758413604464,3.105146726190476,0.16666666666666666,0.635142282873162,0.06186250000000001,0.6305398025624868,0,1.927536231884058,138,anandkumarsahu09_ipl-player-stats-20162022
10,2,0,0,0,6,8,1,2,csv,1,0,0,utf-8,0,0,0,14,14,196,0.7065972222222222,0.0925925925925926,0.0,0.0,290.8725099725919,0.10675906405871055,0.23753585582947645,3.329362083333333,0.16666666666666666,0.6708430458430459,0.06834166666666668,0.6661844135802472,0,1.9444444444444442,144,anandkumarsahu09_ipl-player-stats-20162022
10,2,0,0,0,6,8,1,2,csv,1,0,0,utf-8,0,0,0,14,14,196,0.7349624060150377,0.09649122807017545,0.0,0.0,191.3552592957959,0.044074909379910154,0.2773730404226294,2.8327990277777766,0.16666666666666666,0.6776220855168223,0.0694075,0.6725271826181994,0,1.8947368421052628,133,anandkumarsahu09_ipl-player-stats-20162022
10,2,0,0,0,6,8,1,2,csv,1,0,0,utf-8,0,0,0,14,14,196,0.7114093959731543,0.08165548098434004,0.0,0.0,199.7115463650288,0.05012695449103408,0.13255548906064207,2.7684483333333336,0.16666666666666666,0.6628121410000606,0.065455,0.6583637373691876,0,2.2550335570469797,149,anandkumarsahu09_ipl-player-stats-20162022
10,2,0,0,0,6,8,1,2,csv,1,0,0,utf-8,0,0,1,14,14,196,0.7369829244829245,0.08436213991769548,0.04938271604938271,0.04081632653061224,185.1868398074661,0.17428843387541185,0.7270551713066736,2.82288607142857,0.08333333333333333,0.6808782557574827,0.047529999999999996,0.6766753035614489,0,3.1111111111111107,162,anandkumarsahu09_ipl-player-stats-20162022
8,3,0,0,0,4,9,1,2,csv,1,0,0,utf-8,0,0,0,13,13,169,0.7635658914728681,0.11046511627906976,0.0,0.0,90.06078366807611,0.42437997922990467,1.1182426058118584,1.466590909090909,0.2727272727272727,0.5347469220246238,0.07481818181818181,0.5285289345592212,0,2.1162790697674416,86,anandkumarsahu09_ipl-player-stats-20162022
8,3,0,0,0,4,9,1,2,csv,1,0,0,utf-8,0,0,0,13,13,169,0.7728395061728395,0.10277777777777777,0.0,0.0,115.07904582940517,0.7431548334406396,4.0892766169141375,1.2865772727272728,0.2727272727272727,0.5166042446941324,0.06826363636363636,0.5108641975308643,0,1.7333333333333334,90,anandkumarsahu09_ipl-player-stats-20162022
8,3,0,0,0,3,10,1,2,csv,1,0,0,utf-8,0,0,0,13,13,169,0.7378048780487807,0.08536585365853659,0.0,0.0,32.64816348629063,0.4205376091086613,1.048260024808426,1.3450846969696968,0.2727272727272727,0.3685636856368564,0.08092727272727274,0.364069006543724,0,2.5365853658536586,82,anandkumarsahu09_ipl-player-stats-20162022
8,3,0,0,0,4,9,1,2,csv,1,0,0,utf-8,0,0,0,13,13,169,0.789272030651341,0.11206896551724138,0.0,0.0,71.81750418333154,0.5691507229298576,2.3119061561104477,1.36618,0.2727272727272727,0.5091553060678964,0.07412727272727274,0.5033029462280355,0,1.793103448275862,87,anandkumarsahu09_ipl-player-stats-20162022
8,3,0,0,0,2,11,1,2,csv,1,0,0,utf-8,0,0,0,13,13,169,0.6853146853146854,0.03205128205128205,0.0,0.0,62.255893725718714,0.39506526302585043,0.697462874909613,1.682455353535353,0.2727272727272727,0.07459207459207459,0.07443636363636363,0.07363576594345822,0,1.3333333333333335,78,anandkumarsahu09_ipl-player-stats-20162022
8,3,0,0,0,4,9,1,2,csv,1,0,0,utf-8,0,0,0,13,13,169,0.7715355805243446,0.10955056179775281,0.0,0.0,48.89872394440555,0.3190125756187984,0.6363568115492768,1.4921906060606067,0.2727272727272727,0.5309627170582227,0.07919090909090909,0.5249968438328494,0,2.1910112359550564,89,anandkumarsahu09_ipl-player-stats-20162022
7,4,0,0,0,4,9,1,2,csv,1,0,0,utf-8,0,0,0,13,13,169,0.7982740021574973,0.09466019417475728,0.0,0.0,64.85309762208762,0.3720955464523426,0.46427419576613294,2.686263636363636,0.36363636363636365,0.5644869598324767,0.09262727272727272,0.5590065039117732,0,2.7766990291262132,103,anandkumarsahu09_ipl-player-stats-20162022
2,1,0,0,0,13,4,1,1,csv,1,0,0,utf-8,0,0,1,17,17,289,0.8646589434216219,0.013702369468142545,0.6827861366149113,109.2491349480969,0.5085324423057741,-0.36344162353831116,0.6458590691814656,0.23440945273631852,0.3333333333333333,0.45767167055700053,0.0031,0.457639199976302,0,4.046,20803,muhammadadiltalay_imdb-video-games
11,1,0,0,0,6,10,1,1,csv,1,0,0,utf-8,0,0,0,16,16,256,0.6849999999999999,0.08333333333333333,0.0,0.0,99759.11971519659,0.11593236827233845,0.07186732588692339,28.3186425,0.08333333333333333,0.7056434599156117,0.016180833333333335,0.6968229166666666,0,0.6000000000000001,80,johnharshith_fortnite-statistics-corresponding-to-mental-state
10,493,0,0,0,201,492,1,1,csv,1,0,0,utf-8,0,0,1,693,693,480249,0.9369694524151128,0.022225294661013546,0.4264705882352941,0.0022904784809546714,13.344418885646897,0.8194721824074281,4.622501610317587,0.7317301424999926,0.9801192842942346,0.12279868167355332,0.11348426502687582,0.12273313339531347,0,2309.0760000000105,1904,raghadalharbi_breast-cancer-gene-expression-profiles-metabric
0,1,0,1,0,3,1,1,1,csv,1,0,0,utf-8,0,0,0,4,4,16,0.25,0.11292270531400966,0.0,0.0,313.555511591248,3.5937499820874708,12.719859239047286,0.0,1.0,0.9515154703350079,0.2012,0.9497917104249803,0,0.057971014492753624,552,sandhyakrishnan02_omicron-variant-of-covid19
2,0,0,0,0,16,4,1,0,csv,1,0,0,utf-8,0,0,1,20,20,400,0.5386862543845252,0.007620665094489585,0.79353,2086.8875,0.0,0.0,0.0,0.0,0.0,0.8001023087423349,0.0,0.8001004411670251,0,22.656513026052107,500000,noaa_deep-sea-corals
2,2,0,0,0,2,14,1,0,csv,1,0,0,utf-8,0,0,1,16,16,256,0.7813407659662828,0.0022412785032157475,0.9582927304618982,37.98828125,363684.46417067555,2.8163295850016197,65.7131888452746,8.719869322499827,0.5,0.6506643294609117,0.01922665,0.6505375190283524,0,48.45938738738739,5131,camnugent_genome-information-for-sequenced-organisms
2,2,0,0,0,4,12,1,2,csv,1,0,0,utf-8,0,0,1,16,16,256,0.7801634000046261,0.2518179873810288,1.0,38.4375,42.57117196340514,0.12018628257221076,-0.027948947437379745,3.2285362216899873,0.5,0.35226709145465873,0.015697299999999997,0.3522294198589522,0,47.656208416833664,9351,camnugent_genome-information-for-sequenced-organisms
2,2,0,0,0,5,11,1,1,csv,1,0,0,utf-8,0,0,1,16,16,256,0.8174858945596596,0.03484192837117271,0.9993208367291497,88.76953125,35.823257586886925,0.7094209870432405,1.1239190930079517,1.8978453079630941,0.5,0.6350350864531972,0.019926075,0.6347303098868164,0,61.64766548892908,7362,camnugent_genome-information-for-sequenced-organisms
1,0,0,0,0,2,4,1,1,csv,1,0,0,utf-8,0,0,0,6,6,36,0.665,0.19666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9553020134228187,0.0,0.9489333333333332,0,0.48000000000000004,150,thedevastator_canine-intelligence-and-size
3,0,0,0,0,4,2,1,4,csv,1,0,0,utf-8,0,0,1,6,6,36,1.0,0.04308823529411765,0.08088235294117647,0.3055555555555555,0.0,0.0,0.0,0.0,0.0,0.7924344296858529,0.0,0.7864831366782008,0,0.4411764705882353,136,thedevastator_canine-intelligence-and-size
2,0,0,5,0,20,11,1,3,csv,1,0,0,utf-8,0,0,1,31,31,961,0.4667894533000533,0.32755245645319053,1.0,24.7627471383975,0.0,0.0,0.0,0.0,0.0,0.6647055419770344,0.0,0.6204960768079719,0,4.230102675718658,1133,hanzlanawaz_monkeypox-outbreak
3,9,0,0,0,6,8,1,3,csv,1,0,0,utf-8,0,0,1,14,14,196,0.5729905713218821,0.0932315233785822,0.028846153846153848,0.015306122448979591,7.7582443342311,0.12255027132440144,0.040253419166511796,1.5503794784580496,0.75,0.7481091632644352,0.09993333333333332,0.7408890986587618,0,0.0,104,abrambeyer_openintro-possum
2,6,0,0,0,6,8,1,1,csv,1,0,0,utf-8,0,0,1,14,14,196,0.7698040600420959,0.02760412230644749,1.0,6.61734693877551,1140312.3626723024,2.96944185182086,21.35369767466005,55.57519726060893,0.75,0.6381246740046147,0.1458939993875,0.6366425439202756,0,0.11864406779661017,590,johnjdavisiv_urinary-biomarkers-for-pancreatic-cancer
0,0,0,0,0,0,3,1,0,csv,1,0,0,utf-8,0,0,0,3,3,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.21428571428571427,14,johnjdavisiv_urinary-biomarkers-for-pancreatic-cancer
25,0,0,0,0,30,1,1,0,csv,1,0,0,utf-8,0,0,1,31,31,961,0.25149700598802394,0.01898250808562714,0.11976047904191617,0.04682622268470343,0.0,0.0,0.0,0.0,0.0,0.36330668283625833,0.0,0.3622147124670622,0,0.0,334,michaelacorley_unemployment-and-mental-illness-survey
1,0,0,0,0,3,0,1,3,csv,1,0,0,utf-8,0,0,0,3,3,9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,1,michaelacorley_unemployment-and-mental-illness-survey
2,0,0,0,0,35,5,1,14,csv,1,0,0,utf-8,0,0,1,40,40,1600,0.8483510590758782,0.13547675016576682,1.0,2.225625,0.0,0.0,0.0,0.0,0.0,0.24739360762947876,0.0,0.2466518541770434,0,0.8383233532934131,335,michaelacorley_unemployment-and-mental-illness-survey
1,0,0,1,0,3,0,1,3,csv,1,0,0,utf-8,0,0,0,3,3,9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,1,michaelacorley_unemployment-and-mental-illness-survey
2,0,0,0,0,35,5,1,14,csv,1,0,0,utf-8,0,0,1,40,40,1600,0.8483582089552237,0.13547675016576682,1.0,2.2243749999999998,0.0,0.0,0.0,0.0,0.0,0.24739360762947876,0.0,0.2466518541770434,0,0.718562874251497,335,michaelacorley_unemployment-and-mental-illness-survey
1,0,0,0,0,3,3,1,1,csv,1,0,0,utf-8,0,1,1,6,6,36,0.5351672037235947,0.09352610441767069,0.47410358565737054,4.972222222222222,0.0,0.0,0.0,0.0,0.0,0.8905899727944034,0.0,0.8870175520179782,0,0.09183673469387754,251,zusmani_palestine-body-count
1,0,0,1,0,0,2,1,1,csv,1,0,0,utf-8,0,0,0,2,2,4,0.9328180737217597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,841,anandhuh_covid19-confirmed-cases-kerala
0,2,0,0,0,4,4,1,1,csv,1,0,0,utf-8,1,0,1,8,8,64,0.7861019551486893,0.014510117145899894,0.044994675186368474,3.140625,1.9311397964890693,0.5738880533480079,-0.31277761386841596,0.8232435004999996,1.0,0.8076630520328594,0.054123522519999995,0.8074480192714024,0,0.7919999999999999,3756,citizen-ds-ghana_health-facilities-gh
1,0,0,0,0,2,1,1,0,csv,1,0,0,utf-8,1,0,0,3,3,9,0.9803389830508474,0.004067796610169492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5467212473840352,0.0,0.5463505889112323,0,0.363,1475,citizen-ds-ghana_health-facilities-gh
26,0,0,0,0,31,4,1,3,csv,1,0,0,utf-8,0,0,0,35,35,1225,0.7962410501193318,0.0071214104242050946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6303961446137548,0.0,0.6300200132625533,0,45.04499999999999,1676,jpmiller_employee-attrition-for-healthcare
3,30,0,0,0,2,31,1,3,csv,1,0,0,utf-8,0,0,0,33,33,1089,1.0,0.0048543689320388345,0.0,0.0,0.01027584270480296,0.8917920753354472,0.7995045075032324,0.03332895165838457,0.9090909090909091,0.0,0.13658032872727274,0.0,0,54.30582524271845,206,jpmiller_employee-attrition-for-healthcare
127,0,0,0,0,62,66,1,1,csv,1,0,0,utf-8,0,0,0,128,128,16384,0.26176046176046164,0.16635944700460822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9509653900146261,0.0,0.9464369833955086,0,7.314285714285714,210,GoogleNewsLab_health-searches-us-county
6,0,0,0,0,1,10,1,0,csv,1,0,0,utf-8,0,0,1,11,11,121,0.7017284739982949,0.03529411764705882,0.2,1.636363636363636,0.0,0.0,0.0,0.0,0.0,0.7938739993038636,0.0,0.789204152249135,0,2.2,170,imdevskp_hiv-aids-dataset
6,0,0,0,0,1,10,1,0,csv,1,0,0,utf-8,0,0,1,11,11,121,0.605862227588983,0.03529411764705882,0.45294117647058824,3.6363636363636362,0.0,0.0,0.0,0.0,0.0,0.7938739993038636,0.0,0.789204152249135,0,7.311764705882353,170,imdevskp_hiv-aids-dataset
1,3,0,0,0,5,2,1,1,csv,1,0,0,utf-8,0,0,1,7,7,49,0.29117647058823526,0.09898434193821413,0.18235294117647058,7.591836734693878,15.646086455475906,2.7541002863641455,10.448703910249305,0.20921459696588152,0.75,0.8304732178255702,0.0606,0.8290806731080729,0,0.17500000000000002,680,imdevskp_hiv-aids-dataset
4,0,0,0,0,2,5,1,1,csv,1,0,0,utf-8,0,0,1,7,7,49,0.33886274509803915,0.008823529411764706,0.21568627450980393,6.7346938775510194,0.0,0.0,0.0,0.0,0.0,0.7293655379637121,0.0,0.7279354094579009,0,0.19215686274509802,510,imdevskp_hiv-aids-dataset
4,0,0,0,0,2,5,1,1,csv,1,0,0,utf-8,0,0,1,7,7,49,0.43675034570790344,0.007352941176470588,0.18676470588235294,7.775510204081633,0.0,0.0,0.0,0.0,0.0,0.7707355106991249,0.0,0.7696020761245674,0,0.16470588235294117,680,imdevskp_hiv-aids-dataset
6,0,0,0,0,1,10,1,0,csv,1,0,0,utf-8,0,0,1,11,11,121,0.5355270699164947,0.03529411764705882,0.4588235294117647,3.7024793388429753,0.0,0.0,0.0,0.0,0.0,0.7938739993038636,0.0,0.789204152249135,0,0.6470588235294117,170,imdevskp_hiv-aids-dataset
7,1,0,0,0,14,2,1,2,csv,1,0,0,utf-8,0,0,1,16,16,256,0.6219101123595505,0.02668578588162449,0.675,6.87109375,0.14867335946881308,0.12995063173070429,0.13919088484128872,0.06294269780411293,0.125,0.6498874792722162,0.010875,0.6489981306089347,0,0.035888414174415684,920,redwankarimsony_heart-disease-data
