n_int_features,n_float_features,n_string_features,n_datetime_features,n_unknown_features,n_categorical_features,n_noncateg_features,is_datetime_consistent,n_ordered_features,file_type,is_file_structured,is_file_semi_structured,is_file_unstructured,encoding,has_duplicated_rows,has_null_rows,has_null_feature_values,n_features,n_rows,n_rows_times_features,avg_ratio_duplication_noncateg_features,avg_ratio_duplication_categ_features,ratio_features_at_least_one_null,avg_ratio_null_values_features,avg_variance_numerical_features,avg_skewness_numerical_features,avg_kurtosis_numerical_features,avg_median_dev_numerical_features,avg_n_outliers_numerical_features,avg_unalikeability_categ_features,avg_margin_error_numerical_features,avg_gini_impurity_categ_features,time_diff_current_and_last_update,num_pii_entities,profiler_sample_size,num_sample_files,ref_no_slash
3,0,0,0,2,4,1,1,0,csv,1,0,0,utf-8,0,0,1,5,5,25,1.0,0.03645037080602611,0.0009636354414971852,1.6,0.0,0.0,0.0,0.0,0.0,0.9697372205107863,0.0,0.9697126228854934,0,0.5850000000000001,39434,20,toddsteussie_nfl-play-statistics-dataset-2004-to-present
5,0,0,0,1,4,2,1,0,csv,1,0,0,utf-8,1,0,0,6,6,36,0.522731047081292,0.016363240056464334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7078201187756701,0.0,0.7078054251752621,0,4.728,48172,20,toddsteussie_nfl-play-statistics-dataset-2004-to-present
15,0,0,0,4,17,2,1,0,csv,1,0,0,utf-8,0,0,1,19,19,361,1.0,0.00014615940134218936,0.18209004065296464,394.60664819944594,0.0,0.0,0.0,0.0,0.0,0.3339800618650181,0.0,0.3339791902098192,0,21.241999999999997,397265,20,toddsteussie_nfl-play-statistics-dataset-2004-to-present
5,0,0,0,3,6,2,1,0,csv,1,0,0,utf-8,1,0,1,8,8,64,0.5228558924286555,0.01754339070022322,0.03684103399145125,275.75,0.0,0.0,0.0,0.0,0.0,0.7688622845983097,0.0,0.7688506914634958,0,0.008,68782,20,toddsteussie_nfl-play-statistics-dataset-2004-to-present
5,1,0,1,14,11,10,1,1,csv,1,0,0,utf-8,1,0,1,21,21,441,0.6928292033091902,0.032300038339968626,0.9128568362309508,270.17233560090705,0.13559872609723408,0.18088038459682634,1.1011762576838129,0.09077437237859881,0.16666666666666666,0.7948250284224829,0.00631062893015098,0.7947793888525773,0,28.665000000000003,23295,20,toddsteussie_nfl-play-statistics-dataset-2004-to-present
29,4,0,0,11,39,5,1,1,csv,1,0,0,utf-8,0,0,1,44,44,1936,0.8019641166225011,0.0012012149656853586,0.769514,322.1280991735537,0.2978444794432562,0.02742148744450546,0.13668923866477956,0.1052851241896465,0.12121212121212122,0.6461528853455659,0.00960551876198462,0.6461515500992823,0,57.63999999999999,500000,20,toddsteussie_nfl-play-statistics-dataset-2004-to-present
5,0,0,0,1,4,2,1,0,csv,1,0,0,utf-8,1,0,1,6,6,36,0.4671212150602293,0.013797539049924342,0.00007759005295521115,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.7129067654327068,0.0,0.7128929361462851,0,4.056,51553,20,toddsteussie_nfl-play-statistics-dataset-2004-to-present
12,0,0,0,2,12,2,1,0,csv,1,0,0,utf-8,1,0,0,14,14,196,0.5203263384664486,0.0008320889993274897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41958731582830994,0.0,0.41958612016396146,0,10.738,350924,20,toddsteussie_nfl-play-statistics-dataset-2004-to-present
8,0,0,0,5,11,2,1,0,csv,1,0,0,utf-8,1,0,1,13,13,169,0.5298117718002282,0.0007010077012879379,0.04006848577520298,132.44378698224853,0.0,0.0,0.0,0.0,0.0,0.4520432145768472,0.0,0.45204157279205764,0,10.426,278598,20,toddsteussie_nfl-play-statistics-dataset-2004-to-present
6,1,0,0,2,7,2,1,0,csv,1,0,0,utf-8,1,0,0,9,9,81,0.5005969804344477,0.013249114158065014,0.0,0.0,0.004094785698201131,-0.3104274121279767,0.3888419616882245,0.00002057525770581371,0.14285714285714285,0.564753835522822,0.0,0.5647320841041036,0,6.606,25964,20,toddsteussie_nfl-play-statistics-dataset-2004-to-present
6,0,0,0,3,7,2,1,0,csv,1,0,0,utf-8,1,0,1,9,9,81,0.534748,0.001889785724969615,0.104126,642.753086419753,0.0,0.0,0.0,0.0,0.0,0.6203234061795994,0.0,0.6203221340643889,0,10.395,500000,20,toddsteussie_nfl-play-statistics-dataset-2004-to-present
0,0,0,0,11,7,4,1,0,csv,1,0,0,utf-8,0,0,1,11,11,121,0.92762669612766,0.02492647855749113,0.09983333333333333,61.14049586776859,0.0,0.0,0.0,0.0,0.0,0.8634672525542826,0.0,0.8634376384939789,0,3.234,30000,1,promptcloud_jobs-on-naukricom
0,0,0,1,11,10,2,1,0,csv,1,0,0,utf-8,0,0,0,12,12,144,0.4461538461538461,0.06673076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7258707573736476,0.0,0.7244748520710058,0,2.6076923076923078,520,4,hasibalmuzdadid_messi-neymar-ronaldo-lewandowski-all-goals
0,0,0,1,11,11,1,1,0,csv,1,0,0,utf-8,0,0,0,12,12,144,0.652050919377652,0.0558055805580558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7251782240142265,0.0,0.7241525122405147,0,2.1555869872701554,707,4,hasibalmuzdadid_messi-neymar-ronaldo-lewandowski-all-goals
0,0,0,1,11,8,4,1,0,csv,1,0,0,utf-8,0,0,0,12,12,144,0.4112627986348123,0.06569965870307166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7607590350179999,0.0,0.7581625877995082,0,2.293515358361775,293,4,hasibalmuzdadid_messi-neymar-ronaldo-lewandowski-all-goals
0,0,0,1,11,11,1,1,0,csv,1,0,0,utf-8,0,0,0,12,12,144,0.6591549295774648,0.06376440460947502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8060509743936113,0.0,0.804915691331085,0,2.771830985915493,710,4,hasibalmuzdadid_messi-neymar-ronaldo-lewandowski-all-goals
1,5,0,1,0,0,7,1,1,csv,1,0,0,utf-8,0,0,0,7,7,49,0.5218869875125827,0.0,0.0,0.0,17.62186784532314,0.619144452425288,-0.5643878883279033,2.034247829790998,0.8333333333333334,0.0,0.047405976457268274,0.0,0,2.6390000000000002,5251,1,nancyalaswad90_yamana-gold-inc-stock-price
5,0,0,0,9,14,0,1,0,csv,1,0,0,utf-8,1,0,0,14,14,196,0.0,0.000796072707973995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5394714915596526,0.0,0.5394595621560093,0,0.0,45222,3,nancyalaswad90_finding-donors-for-charityml
2,0,0,0,0,1,1,1,2,csv,1,0,0,utf-8,0,0,0,2,2,4,1.0,0.000022113130777055414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.372,45222,3,nancyalaswad90_finding-donors-for-charityml
6,0,0,0,8,13,1,1,1,csv,1,0,0,utf-8,0,0,1,14,14,196,1.0,0.0008542083765356659,0.0050860200787227455,1.1785714285714286,0.0,0.0,0.0,0.0,0.0,0.5523054520492925,0.0,0.5522932340107981,0,2.59,45222,3,nancyalaswad90_finding-donors-for-charityml
0,0,0,0,7,7,0,1,0,csv,1,0,0,utf-8,1,0,1,7,7,49,0.0,0.07985076335685051,0.8698412698412699,18.938775510204078,0.0,0.0,0.0,0.0,0.0,0.8705091517462119,0.0,0.8628006656782127,0,0.0,315,1,mathchi_online-retail-data-set-from-ml-repository
1,1,0,0,9,7,4,1,2,csv,1,0,0,utf-8,0,0,1,11,11,121,0.8651014763089935,0.00016222384970078905,0.624523053442631,392.9834710743802,0.1007071362574439,-0.16918894105051702,-0.8952784481450635,0.04479437310792818,0.5,0.5881631355550937,0.013396,0.5881457674790646,0,3.0140000000000002,40623,2,usharengaraju_dynamically-generated-hate-speech-dataset
43,0,0,0,1,43,1,1,0,csv,1,0,0,utf-8,0,0,0,44,44,1936,1.0,0.00005037815099591306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03575623213746698,0.0,0.035755351940727785,0,4.884,40623,2,usharengaraju_dynamically-generated-hate-speech-dataset
6,0,0,0,5,9,2,1,0,csv,1,0,0,utf-8,0,0,0,11,11,121,0.806521245171552,0.007851750864702465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7328149823616762,0.0,0.7326484713454615,0,0.8690000000000001,4401,4,kukuroo3_ecommerce-shipping-data-competition-form
6,0,0,0,5,9,2,1,0,csv,1,0,0,utf-8,0,0,0,11,11,121,0.7550015156107912,0.005254117409315954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.731371099179719,0.0,0.731260251786694,0,1.0559999999999998,6598,4,kukuroo3_ecommerce-shipping-data-competition-form
2,0,0,0,0,1,1,1,0,csv,1,0,0,utf-8,0,0,0,2,2,4,1.0,0.0003031221582297666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.481372736732685,0.0,0.4812997793612493,0,0.15,6598,4,kukuroo3_ecommerce-shipping-data-competition-form
2,0,0,0,0,1,1,1,0,csv,1,0,0,utf-8,0,0,0,2,2,4,1.0,0.0004544421722335833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48141434797876514,0.0,0.48130496048774524,0,0.154,4401,4,kukuroo3_ecommerce-shipping-data-competition-form
0,0,0,0,4,4,0,1,2,csv,1,0,0,utf-8,0,0,1,4,4,16,0.0,0.29259282255060226,1.0,503.3125,0.0,0.0,0.0,0.0,0.0,0.7277978668889398,0.0,0.7277074908965326,0,0.08399999999999999,8053,7,psycon_world-development-indicators
3,0,0,0,28,18,13,1,4,csv,1,0,0,utf-8,0,0,1,31,31,961,0.707492087918079,0.2009837644351725,1.0,3.112382934443288,0.0,0.0,0.0,0.0,0.0,0.40784459070644535,0.0,0.40540621465789556,0,19.059580955601003,265,7,psycon_world-development-indicators
0,62,0,0,5,5,62,1,1,csv,1,0,0,utf-8,0,0,1,67,67,4489,0.84270450620086,0.20178115190889848,1.0,3619.6048117620844,9.387037620451057e27,87.10303830489686,9592.661928551206,3.132958541220665e10,1.0,0.7982209291109077,0.10999120094270498,0.7982188480911111,0,890.0950000000013,383572,7,psycon_world-development-indicators
0,0,0,0,5,4,1,1,1,csv,1,0,0,utf-8,0,0,1,5,5,25,0.247904,0.2504755,1.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.7418525968691937,0.0,0.7418511131640002,0,1.665,500000,7,psycon_world-development-indicators
0,0,0,0,4,4,0,1,1,csv,1,0,0,utf-8,0,0,1,4,4,16,0.0,0.3520710059171598,1.0,31.6875,0.0,0.0,0.0,0.0,0.0,0.7184184266124065,0.0,0.717001427743349,0,0.883629191321499,507,7,psycon_world-development-indicators
0,0,0,0,21,12,9,1,4,csv,1,0,0,utf-8,0,0,1,21,21,441,0.5760918458611627,0.2443013420284764,1.0,35.886621315192734,0.0,0.0,0.0,0.0,0.0,0.3419334127113112,0.0,0.3304319104975118,0,1.1759999999999997,1442,7,psycon_world-development-indicators
1,10,0,0,2,11,2,1,0,csv,1,0,0,utf-8,0,0,0,13,13,169,0.5849662385806964,0.09449586558020293,0.0,0.0,1679.04452233389,-0.9296867461179358,41.3240609167507,11.481411110759304,0.9090909090909091,0.9893999732096908,0.0164867533548641,0.9893344760579932,0,0.4680000000000001,15106,8,census_international-data
1,5,0,0,2,4,4,1,0,csv,1,0,0,utf-8,0,0,0,8,8,64,0.269988086570918,0.04273942683168972,0.0,0.0,175.1490545242377,5.4652407978539195,541.4823258959684,2.043225594261042,0.8333333333333334,0.9941059621240012,0.016491383333333335,0.9940401665080103,0,0.2,15109,8,census_international-data
0,1,0,0,2,0,3,1,1,csv,1,0,0,utf-8,0,0,0,3,3,9,1.0,0.0,0.0,0.0,2.9207325153926597e12,5.914626123353385,40.79301341614448,78448.62675799086,1.0,0.0,0.31026491,0.0,0,0.09210526315789473,228,8,census_international-data
2,0,0,0,2,3,1,1,0,csv,1,0,0,utf-8,0,0,0,4,4,16,0.9935730415146777,0.008062648370100168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9938188503351139,0.0,0.9937756933588071,0,1.68,23028,8,census_international-data
6,0,0,0,4,7,3,1,1,csv,1,0,0,utf-8,0,0,1,10,10,100,0.6144489812257315,0.00026248520304002464,0.9090909090909091,3028.0,0.0,0.0,0.0,0.0,0.0,0.7092439385838023,0.0,0.7092418092336799,0,7.1,333080,8,census_international-data
105,0,0,0,4,108,1,1,1,csv,1,0,0,utf-8,0,0,0,109,109,11881,0.346012,0.037715592592592585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9769438580191975,0.0,0.9769419041316262,0,1750.1039999999998,500000,8,census_international-data
103,0,0,0,3,10,96,1,0,csv,1,0,0,utf-8,0,0,0,106,106,11236,0.6920275346763543,0.08222919418758255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8553691462005725,0.0,0.855340897549721,0,1689.9579999999987,30280,8,census_international-data
1,12,0,0,2,3,12,1,0,csv,1,0,0,utf-8,0,0,0,15,15,225,0.34967341895052745,0.012290921929476147,0.0,0.0,1334.557485742971,1.4545438968120843,5.105463616959165,7.079564582047359,0.9230769230769231,0.9924235954625636,0.016364846153846153,0.9923578981505367,0,0.54,15106,8,census_international-data
10,2,0,0,8,15,5,1,1,csv,1,0,0,utf-8,0,0,1,20,20,400,0.6277777777777779,0.05437028704745239,0.007874015748031496,0.06,78.3267171615174,0.12814592576147307,0.11037753963600061,1.6925961111111079,0.16666666666666666,0.7666044953546778,0.016444166666666666,0.7635734089096463,0,7.975878015248094,254,8,hasibalmuzdadid_asia-cup-cricket-1984-to-2022
11,2,0,0,3,5,11,1,1,csv,1,0,0,utf-8,0,0,0,16,16,256,0.7490909090909091,0.124,0.0,0.0,96.59758232,0.45082287387466935,2.387419937840005,1.312223846153846,0.15384615384615385,0.7418775510204082,0.042113846153846154,0.7270399999999999,0,17.6,50,8,hasibalmuzdadid_asia-cup-cricket-1984-to-2022
11,2,0,0,3,8,8,1,1,csv,1,0,0,utf-8,0,0,1,16,16,256,0.7498937074829931,0.1096938775510204,0.02040816326530612,0.00390625,58.901574232122776,0.13718036328361372,0.06206451206437873,1.796306346153846,0.07692307692307693,0.648703231292517,0.049733846153846156,0.6354643898375677,0,19.918367346938776,49,8,hasibalmuzdadid_asia-cup-cricket-1984-to-2022
7,4,0,0,4,3,12,1,1,csv,1,0,0,utf-8,0,0,0,15,15,225,0.7425925925925926,0.08888888888888889,0.0,0.0,181.2621321661054,0.339288551603024,0.2969983922037324,3.0390238636363622,0.36363636363636365,0.5195286195286196,0.08897272727272729,0.5079835390946502,0,16.666666666666668,45,8,hasibalmuzdadid_asia-cup-cricket-1984-to-2022
7,4,0,0,4,8,7,1,2,csv,1,0,0,utf-8,0,0,0,15,15,225,0.8815331010452961,0.13414634146341464,0.0,0.0,13.427639035206317,0.10472155105464216,0.032318102324604255,1.2048017045454547,0.36363636363636365,0.5995426829268292,0.11554545454545453,0.5849196906603211,0,16.463414634146343,41,8,hasibalmuzdadid_asia-cup-cricket-1984-to-2022
2,0,0,0,6,4,4,1,1,csv,1,0,0,utf-8,0,0,0,8,8,64,0.9166666666666667,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7428571428571428,0.0,0.6933333333333334,0,11.200000000000001,15,8,hasibalmuzdadid_asia-cup-cricket-1984-to-2022
6,0,0,0,3,3,6,1,1,csv,1,0,0,utf-8,0,0,0,9,9,81,0.5000000000000001,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7769230769230769,0.0,0.7575,0,9.0,40,8,hasibalmuzdadid_asia-cup-cricket-1984-to-2022
6,0,0,0,3,8,1,1,1,csv,1,0,0,utf-8,0,0,0,9,9,81,1.0,0.3515625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7875,0.0,0.73828125,0,7.875,16,8,hasibalmuzdadid_asia-cup-cricket-1984-to-2022
6,0,0,0,0,5,1,1,4,csv,1,0,0,utf-8,0,0,0,6,6,36,1.0,0.00011724311196717192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04116376203099072,0.0,0.0411603147684473,0,6.0,11941,9,inIT-OWL_versatileproductionsystem
5,0,0,0,0,4,1,1,2,csv,1,0,0,utf-8,0,0,0,5,5,25,1.0,0.0025657071339173967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29183305455807296,0.0,0.2918087046995365,0,5.0,11985,9,inIT-OWL_versatileproductionsystem
85,0,0,0,0,84,1,1,23,csv,1,0,0,utf-8,0,0,0,85,85,7225,1.0,0.004775924996268807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23376914921350944,0.0,0.2337469468059481,0,85.85,10529,9,inIT-OWL_versatileproductionsystem
6,0,0,0,0,5,1,1,1,csv,1,0,0,utf-8,0,0,0,6,6,36,1.0,0.0001911863110601281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1713090029560767,0.0,0.17129262698791342,0,5.994,10461,9,inIT-OWL_versatileproductionsystem
5,0,0,0,0,4,1,1,1,csv,1,0,0,utf-8,0,0,0,5,5,25,1.0,0.00019188333493236112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2680562319433906,0.0,0.2680305141815233,0,5.0,10423,9,inIT-OWL_versatileproductionsystem
5,0,0,0,0,4,1,1,4,csv,1,0,0,utf-8,0,0,0,5,5,25,1.0,0.00011904761904761905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0047637144580663015,0.0,0.004763260770975062,0,4.995,10500,9,inIT-OWL_versatileproductionsystem
6,0,0,0,0,5,1,1,2,csv,1,0,0,utf-8,0,0,0,6,6,36,1.0,0.0001716247139588101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14524735757619928,0.0,0.14523350866720078,0,5.9879999999999995,10488,9,inIT-OWL_versatileproductionsystem
15,1,0,0,0,15,1,1,3,csv,1,0,0,utf-8,0,0,0,16,16,256,1.0,0.002320565907522429,0.0,0.0,0.34242947291322823,0.27260308495056274,1.260512773114275,0.00197012558588216,0.0625,0.3261535581497769,0.0031124901983157188,0.3261113540144058,0,16.559999999999995,7728,9,inIT-OWL_versatileproductionsystem
7,0,0,0,0,6,1,1,4,csv,1,0,0,utf-8,0,0,0,7,7,49,1.0,0.00012544952747344654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03815855091092138,0.0,0.03815535959613415,0,7.0,11957,9,inIT-OWL_versatileproductionsystem
3,2,0,0,17,20,2,1,6,csv,1,0,0,utf-8,1,0,1,22,22,484,0.9963494707516334,0.2916318351763107,1.0,2161.173553719009,0.002002668750622226,-0.33096763631487375,0.42630390419557174,0.016934230701473364,0.4,0.5628410167900441,0.004427025252828813,0.5628381479450199,0,44.94599999999999,196825,1,chicago_chicago-food-inspections
1,0,0,0,7,2,6,1,0,csv,1,0,0,utf-8,0,0,1,8,8,64,0.9403235375638413,0.00021027830864787386,0.305825,326.625,0.0,0.0,0.0,0.0,0.0,0.7581035183151015,0.0,0.7580823088699735,0,3.52,40000,1,maxjon_complete-tweet-sentiment-extraction-data
2,1,0,0,5,8,0,1,0,csv,1,0,0,latin1,1,0,1,8,8,64,0.0,0.015603894805818143,0.244742,1934.40625,3049.8781404062647,64.18795650657465,21370.907204335806,0.4122653572503947,0.3333333333333333,0.8750572293361599,0.0037799333333333337,0.8750553976203125,0,6.688000000000001,500000,1,hellbuoy_online-retail-customer-clustering
5,2,0,1,12,10,10,1,1,csv,1,0,0,utf-8,1,0,1,20,20,400,0.7992189833562093,0.019584916212706246,0.971438,5453.81,59.4824560219357,42.83099693871386,19767.064354634902,0.32439651155780574,0.2857142857142857,0.6210251018248814,0.006673757142857143,0.6210237866446621,0,19.800000000000004,500000,1,akshaypawar7_millions-of-movies
