n_int_features,n_float_features,n_string_features,n_datetime_features,n_unknown_features,n_categorical_features,n_noncateg_features,is_datetime_consistent,n_ordered_features,file_type,is_file_structured,is_file_semi_structured,is_file_unstructured,encoding,has_duplicated_rows,has_null_rows,has_null_feature_values,n_features,n_rows,n_rows_times_features,avg_ratio_duplication_noncateg_features,avg_ratio_duplication_categ_features,ratio_features_at_least_one_null,avg_ratio_null_values_features,avg_variance_numerical_features,avg_skewness_numerical_features,avg_kurtosis_numerical_features,avg_median_dev_numerical_features,avg_n_outliers_numerical_features,avg_unalikeability_categ_features,avg_margin_error_numerical_features,avg_gini_impurity_categ_features,time_diff_current_and_last_update,num_pii_entities,profiler_sample_size,ref_no_slash
0,0,0,0,148,0,148,1,0,csv,1,0,0,utf-8,0,0,1,148,148,21904,1.0,0.0,0.6732673267326733,0.2511413440467496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5567.7495002223895,101,ruchi798_coronavirus-top-cities-and-trending-searches
0,0,0,0,148,0,148,1,0,csv,1,0,0,utf-8,0,0,1,148,148,21904,0.99993310141825,0.0,0.7425742574257426,0.15248356464572685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10355.45313198988,101,ruchi798_coronavirus-top-cities-and-trending-searches
0,0,0,0,148,0,148,1,0,csv,1,0,0,utf-8,0,0,1,148,148,21904,1.0,0.0,0.8118811881188119,0.11646274653031408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10821.496414428444,101,ruchi798_coronavirus-top-cities-and-trending-searches
0,0,0,0,148,0,148,1,0,csv,1,0,0,utf-8,0,0,1,148,148,21904,1.0,0.0,0.5148514851485149,0.04720598977355734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8913.11831459525,101,ruchi798_coronavirus-top-cities-and-trending-searches
0,0,0,0,148,0,148,1,0,csv,1,0,0,utf-8,0,0,1,148,148,21904,0.9995986085094994,0.0,0.6633663366336634,0.10500365230094957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7944.466982614744,101,ruchi798_coronavirus-top-cities-and-trending-searches
0,0,0,0,148,0,148,1,0,csv,1,0,0,utf-8,0,0,1,148,148,21904,0.9998662028364999,0.0,0.13861386138613863,0.0022370343316289263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8641.148514851488,101,ruchi798_coronavirus-top-cities-and-trending-searches
0,0,0,0,148,0,148,1,0,csv,1,0,0,utf-8,0,0,1,148,148,21904,1.0,0.0,0.8613861386138614,0.17663440467494526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9544.616527688217,101,ruchi798_coronavirus-top-cities-and-trending-searches
0,0,0,0,148,0,148,1,0,csv,1,0,0,utf-8,0,0,1,148,148,21904,1.0,0.0,0.3069306930693069,0.019768078889700516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6147.627826136653,101,ruchi798_coronavirus-top-cities-and-trending-searches
0,0,0,0,148,0,148,1,0,csv,1,0,0,utf-8,0,0,1,148,148,21904,1.0,0.0,0.27722772277227725,0.020133308984660335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8071.532487494871,101,ruchi798_coronavirus-top-cities-and-trending-searches
0,0,0,0,148,0,148,1,0,csv,1,0,0,utf-8,0,0,1,148,148,21904,1.0,0.0,0.6633663366336634,0.0989773557341125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8897.5468463513,101,ruchi798_coronavirus-top-cities-and-trending-searches
0,0,0,0,148,0,148,1,0,csv,1,0,0,utf-8,0,0,1,148,148,21904,1.0,0.0,0.4752475247524752,0.030040175310445578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9630.556648764048,101,ruchi798_coronavirus-top-cities-and-trending-searches
0,0,0,0,148,0,148,1,0,csv,1,0,0,utf-8,0,0,1,148,148,21904,0.9989296226919993,0.0,0.13861386138613863,0.0026479181884587295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,486.03920071434123,101,ruchi798_coronavirus-top-cities-and-trending-searches
0,0,0,0,148,1,147,1,0,csv,1,0,0,utf-8,0,0,1,148,148,21904,1.0,1.0,0.9306930693069307,0.23173849525200882,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8571428571428572,0,9620.408658457814,101,ruchi798_coronavirus-top-cities-and-trending-searches
0,0,0,0,148,0,148,1,0,csv,1,0,0,utf-8,0,0,1,148,148,21904,1.0,0.0,0.6732673267326733,0.06834368151935721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7404.369795108599,101,ruchi798_coronavirus-top-cities-and-trending-searches
0,0,0,0,148,3,145,1,0,csv,1,0,0,utf-8,0,0,1,148,148,21904,0.9977466712188459,1.0,0.9108910891089109,0.2144357195032871,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8962962962962963,0,4180.584078407844,101,ruchi798_coronavirus-top-cities-and-trending-searches
0,0,0,0,148,20,128,1,0,csv,1,0,0,utf-8,0,0,1,148,148,21904,1.0,1.0,0.9504950495049505,0.2809532505478451,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8800793650793652,0,4339.55107653623,101,ruchi798_coronavirus-top-cities-and-trending-searches
3,0,0,2,5,7,3,1,3,csv,1,0,0,utf-8,0,0,0,10,10,100,0.4460526315789473,0.03947368421052632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4419363626457448,0.0,0.4413548674317376,0,0.5789473684210527,760,vbmokin_covid19-holidays-of-countries
3,0,0,2,5,7,3,1,3,csv,1,0,0,utf-8,0,0,0,10,10,100,0.4421009098428454,0.03846153846153847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43348180571181977,0.0,0.4329439870943112,0,0.7320099255583127,806,vbmokin_covid19-holidays-of-countries
3,0,0,2,5,7,3,1,3,csv,1,0,0,utf-8,0,0,0,10,10,100,0.3116656993615787,0.017991874637260593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4336897195354509,0.0,0.4334380133720525,0,0.67,1723,vbmokin_covid19-holidays-of-countries
3,0,0,2,5,7,3,1,3,csv,1,0,0,utf-8,0,0,0,10,10,100,0.26687195278419296,0.011932255581216323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4296870556891669,0.0,0.42952166421276594,0,0.69,2598,vbmokin_covid19-holidays-of-countries
3,0,0,0,5,6,2,1,1,csv,1,0,0,utf-8,0,0,1,8,8,64,0.3558823529411765,0.04249959503284719,0.004411764705882353,0.078125,0.0,0.0,0.0,0.0,0.0,0.6946481073205936,0.0,0.6936248440041254,0,4.475238591011626,680,hendratno_cause-of-death-in-indonesia
3,0,0,0,5,7,1,1,0,csv,1,0,0,utf-8,1,0,1,8,8,64,0.3013182674199623,0.054252008873051406,0.0018832391713747645,0.0625,0.0,0.0,0.0,0.0,0.0,0.8222339677122291,0.0,0.8214592469780264,0,4.72,1062,hendratno_cause-of-death-in-indonesia
6,3,0,0,1,0,10,1,1,csv,1,0,0,utf-8,0,0,0,10,10,100,0.7268292682926829,0.0,0.0,0.0,32000965.216816716,1.143436383095808,3.663614301503573,6.648497930968956,0.3333333333333333,0.0,0.17655999999999997,0.0,0,5.853658536585367,41,anandhuh_covid19-weekly-trends-in-asia-latest-data
8,5,0,0,0,1,12,1,8,csv,1,0,0,utf-8,0,0,0,13,13,169,0.9351851851851851,0.16666666666666666,0.0,0.0,21.97787407407407,-0.03139750038439918,-0.48589515666426863,1.6115815384615382,0.38461538461538464,0.46405228758169936,0.0996153846153846,0.4382716049382716,0,41.16666666666667,18,anandhuh_population-indonasia
8,5,0,0,0,13,0,1,12,csv,1,0,0,utf-8,0,0,0,13,13,169,0.0,0.8791208791208791,0.0,0.0,2.273931554160126,-0.06973904925315152,-0.5726536617986759,0.5297175000000001,0.38461538461538464,0.8937728937728937,0.13807692307692307,0.7660910518053379,0,48.285714285714285,7,anandhuh_population-indonasia
1,0,0,0,1,0,2,1,1,csv,1,0,0,utf-8,0,0,0,2,2,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.37142857142857144,70,anandhuh_population-indonasia
8,6,0,1,1,4,12,1,1,csv,1,0,0,utf-8,0,0,1,16,16,256,0.619859593512235,0.05771368033741664,0.7300577120721006,1045.609375,685.1771521025472,-0.09769573452277837,0.20218885292732194,9.31043939162471,0.42857142857142855,0.9949037951507376,0.005372328571428572,0.9948809218426641,0,0.512,50596,paultimothymooney_usa-covid19-vaccinations
0,0,0,0,30,29,1,1,29,csv,1,0,0,utf-8,0,0,1,30,30,900,1.0,1.0,1.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17.5,36,mpwolke_cusersmarildownloadsimportschinacsv
9,0,0,0,1,0,10,1,1,csv,1,0,0,utf-8,0,0,1,10,10,100,0.9970588235294118,0.0,0.15384615384615385,0.12000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.897435897435897,39,anandhuh_covid-in-north-america-latest-data
7,2,0,0,1,0,10,1,1,csv,1,0,0,utf-8,0,0,0,10,10,100,0.7756097560975609,0.0,0.0,0.0,41073.4399101064,0.8265578851181555,4.104034502798497,2.1219717261904765,0.2222222222222222,0.0,0.06938888888888889,0.0,0,7.073170731707318,41,anandhuh_covid19-weekly-trends-in-europe-latest-data
11,13,0,1,1,3,23,1,0,csv,1,0,0,utf-8,0,0,1,26,26,676,0.8789428815004262,0.13316993464052287,0.058823529411764705,0.004437869822485207,110857.70864890552,0.5386094014234167,2.7131354763787527,4.531207241592995,0.5416666666666666,0.7355819774718397,0.1221544050426396,0.7208625688837627,0,45.372549019607845,51,nightranger77_covid19-state-data
6,0,0,1,1,8,0,1,1,csv,1,0,0,utf-8,0,0,0,8,8,64,0.0,0.06631225067558873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6607297022332143,0.0,0.6606871897057496,0,0.312,15542,asarvazyan_covid19-daily-case-hospitalization-spain-dataset
4,0,0,1,3,8,0,1,1,csv,1,0,0,utf-8,0,0,1,8,8,64,0.0,0.00027724962289534834,0.01884,147.1875,0.0,0.0,0.0,0.0,0.0,0.538509542438413,0.0,0.5385084607111952,0,0.0,500000,asarvazyan_covid19-daily-case-hospitalization-spain-dataset
6,0,0,1,1,8,0,1,1,csv,1,0,0,utf-8,0,0,0,8,8,64,0.0,0.06628329297820823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6688188063531454,0.0,0.6687761901427101,0,0.336,15694,asarvazyan_covid19-daily-case-hospitalization-spain-dataset
6,0,0,1,1,8,0,1,1,csv,1,0,0,utf-8,0,0,1,8,8,64,0.0,0.02184887386358445,0.018867924528301886,12.90625,0.0,0.0,0.0,0.0,0.0,0.6530682855684741,0.0,0.653053313985507,0,0.16000000000000003,43778,asarvazyan_covid19-daily-case-hospitalization-spain-dataset
1,0,0,0,6,5,2,1,0,csv,1,0,0,utf-8,0,0,1,7,7,49,0.2254566210045662,0.08297385994416052,0.04223744292237443,0.7551020408163265,0.0,0.0,0.0,0.0,0.0,0.9732791236885973,0.0,0.9721581834005253,0,0.08272786150069936,876,cdc_tobacco-use
1,1,0,0,2,3,1,1,1,csv,1,0,0,utf-8,0,0,1,4,4,16,1.0,0.02368421052631579,0.10087719298245613,43.125,2.6309005066333184,0.20169496972844048,-0.12356087654716652,0.8429602331294593,0.5,0.9859504709424969,0.01481458808103892,0.9858008843246314,0,0.368,6840,programmerrdai_mental-health-dataset
1,7,0,0,2,3,7,1,1,csv,1,0,0,utf-8,0,0,1,10,10,100,1.0,0.02368421052631579,0.10087719298245613,6.9,0.4269690903437707,0.8883002243145409,1.727958240139564,0.3159609996850822,0.875,0.9859504709424969,0.029786086511874796,0.9858008843246314,0,6.659999999999998,6840,programmerrdai_mental-health-dataset
2,2,0,0,3,4,3,1,1,csv,1,0,0,utf-8,0,0,1,7,7,49,0.9729648794978679,0.010011475548741777,0.99638265803706,3230.1020408163267,0.46945666893182203,0.3384383058924527,0.5860396945407257,0.3242459557735797,0.5,0.948687603235447,0.01619934222306128,0.9479658928303806,0,1.6309999999999998,56395,programmerrdai_mental-health-dataset
1,1,0,0,2,3,1,1,1,csv,1,0,0,utf-8,0,0,1,4,4,16,1.0,0.023697148475909535,0.10176991150442478,43.125,0.415760068681657,0.2932071762916326,0.31380169198012986,0.3226766282725203,0.5,0.9859228866646763,0.016308016773578477,0.9857719265104085,0,0.428,6780,programmerrdai_mental-health-dataset
1,1,0,0,2,3,1,1,1,csv,1,0,0,utf-8,0,0,1,4,4,16,1.0,0.023697148475909535,0.10176991150442478,43.125,1.92897299662433,0.347940416536528,-0.009906351464603391,0.7173434823234962,0.5,0.9859228866646763,0.010919208819257497,0.9857719265104085,0,0.368,6780,programmerrdai_mental-health-dataset
2,2,0,0,3,4,3,1,1,csv,1,0,0,utf-8,0,0,1,7,7,49,0.9729648794978679,0.01004508973136296,0.9965565346377298,3269.163265306122,1.8406919010824248,0.4481129854294562,0.197972425730371,0.6224809762252661,0.5,0.9486939857656718,0.027214914041916533,0.9479723117340159,0,0.9450000000000001,56629,programmerrdai_mental-health-dataset
3,0,0,1,22,13,13,1,17,json,0,1,0,utf-8,0,0,1,26,26,676,0.9759615384615384,0.6394230769230769,1.0,0.1908284023668639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,131.625,16,koayhongvin_malaysia-vaccination-progress
1,0,0,0,1,0,2,1,0,csv,1,0,0,utf-8,0,0,0,2,2,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.25,16,koayhongvin_malaysia-vaccination-progress
15,0,0,2,0,0,17,1,9,csv,1,0,0,utf-8,0,0,0,17,17,289,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21.0,34,koayhongvin_malaysia-vaccination-progress
32,0,0,1,0,0,33,1,28,csv,1,0,0,utf-8,0,0,0,33,33,1089,0.7001594896331739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,92.92105263157899,38,koayhongvin_malaysia-vaccination-progress
11,0,0,0,5,11,5,1,2,csv,1,0,0,utf-8,0,0,0,16,16,256,0.5082051282051282,0.10862470862470862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8550607918217173,0.0,0.8528683282529435,0,2.2564102564102564,390,houcembenmansour_predict-diabetes-based-on-diagnostic-measures
63,14,0,0,8,82,3,1,1,csv,1,0,0,utf-8,0,0,1,85,85,7225,0.7983930648060049,0.0149861738752185,1.0,39.86795847750866,2806.36642857231,0.12635694893695154,4.747926636215235,4.555623732699233,0.18181818181818182,0.7451732433452979,0.0025672451012987013,0.7451648494650834,0,37.91000000000001,91713,mitishaagarwal_patient
1,1,0,0,9,6,5,1,0,csv,1,0,0,utf-8,1,0,1,11,11,121,0.4549398683911958,0.024566991494783235,0.8619469026548673,4.446280991735537,0.07622431830913418,-0.6530991516884804,1.8440374867425962,0.10161378205128226,0.5,0.6918157588534775,0.021,0.6905648098012455,0,3.493442250964375,565,devsubhash_fitness-trackers-products-ecommerce
1,1,0,0,9,6,5,1,0,csv,1,0,0,utf-8,1,0,1,11,11,121,0.46654587287891863,0.025854688208952276,0.8131147540983606,4.561983471074381,0.08912419033220778,-0.691369733663405,1.7329336197514666,0.14880297256097613,0.5,0.7010520747396032,0.021,0.6998776676701425,0,3.098159332758125,610,devsubhash_fitness-trackers-products-ecommerce
7,2,0,0,1,4,6,1,1,csv,1,0,0,utf-8,0,0,0,10,10,100,0.8333333333333334,0.15714285714285714,0.0,0.0,5552.715176417234,1.1762623357331856,6.033406649871905,0.1360740740740741,0.2222222222222222,0.4609243697478992,0.08094444444444443,0.4477551020408163,0,3.7142857142857144,35,anandhuh_covid19-weekly-trends-in-africa-latest-data
0,0,0,0,6,4,2,1,3,csv,1,0,0,utf-8,0,0,1,6,6,36,1.0,0.85,1.0,1.7777777777777777,0.0,0.0,0.0,0.0,0.0,0.1736842105263158,0.0,0.16499999999999998,0,0.0,21,thedevastator_medical-student-mental-health
19,1,0,0,0,19,1,1,1,csv,1,0,0,utf-8,0,0,0,20,20,400,1.0,0.028573125816799338,0.0,0.0,0.0004372744561426875,-0.020242379715444594,0.011482763600448953,0.0029670509675157443,0.05,0.7869808814418493,0.0008795526499999999,0.7860926411693413,0,0.8577878103837471,886,thedevastator_medical-student-mental-health
27,0,0,0,13,39,1,1,1,csv,1,0,0,utf-8,0,0,1,40,40,1600,1.0,0.0030589905140534796,0.9003001926294625,160.075625,0.0,0.0,0.0,0.0,0.0,0.4894952047986675,0.0,0.48949297562102817,0,0.24,284484,eiodelami_disease-outbreaks-in-nigeria-datasets
0,0,0,0,21,21,0,1,2,csv,1,0,0,utf-8,1,0,0,21,21,441,0.0,0.0003505266663161401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4182222819788572,0.0,0.4181453179961596,0,0.0,5434,hemanthhari_symptoms-and-covid-presence
5,0,0,0,0,5,0,1,0,csv,1,0,0,utf-8,1,0,0,5,5,25,0.0,0.047326203208556156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7965430348846365,0.0,0.7954781377791761,0,0.03342245989304813,748,whenamancodes_blood-transfusion-dataset
7,2,0,0,1,3,7,1,1,csv,1,0,0,utf-8,0,0,0,10,10,100,0.9880952380952381,0.7777777777777778,0.0,0.0,141.4381944444444,0.05623704657527721,-0.12675981182304857,3.31312962962963,0.2222222222222222,0.9545454545454546,0.09877777777777778,0.8749999999999997,0,9.166666666666668,12,anandhuh_covid-weekly-trends-south-america
19,25,0,0,4,37,11,1,1,csv,1,0,0,utf-8,0,0,1,48,48,2304,0.4914830212280638,0.09102630344823796,0.41953325239444217,1.5494791666666667,1585.9724374458979,6.793231688548378,196.32432660777684,2.567482578017605,0.5681818181818182,0.7875004649082934,0.030799354777272733,0.7873914634511978,0,21.69599999999998,7413,shrutisaxena_food-nutrition-dataset
19,25,0,0,4,37,11,1,1,csv,1,0,0,utf-8,0,0,1,48,48,2304,0.4914830212280638,0.09102630344823796,0.41953325239444217,1.5494791666666667,1585.9724374458979,6.793231688548378,196.32432660777684,2.567482578017605,0.5681818181818182,0.7875004649082934,0.030799354777272733,0.7873914634511978,0,24.19199999999999,7413,shrutisaxena_food-nutrition-dataset
23,0,0,0,1,24,0,1,1,csv,1,0,0,utf-8,1,0,0,24,24,576,0.0,0.012083333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.262076545530493,0.0,0.26142135416666673,0,0.0,400,weinoose_migraine-classification
4,1,0,0,1,0,6,1,1,csv,1,0,0,utf-8,0,0,0,6,6,36,0.68566493955095,0.0,0.0,0.0,2.8328016322585836,0.08507301450617757,-0.19718788736224252,0.6003000000000001,0.2,0.0,0.0354,0.0,0,0.9326424870466321,193,thedevastator_relationship-between-alcohol-consumption-and-lif
4,1,0,0,12,15,2,1,3,csv,1,0,0,utf-8,0,0,1,17,17,289,0.622269038701623,0.005261919930369266,0.18164794007490637,8.055363321799307,113.03816759826466,-0.05036670013104054,-0.31512976482419625,3.405663453897951,0.2,0.6807181536658756,0.014985580000000002,0.6806084663825939,0,17.204,6408,thedevastator_relationship-between-alcohol-consumption-and-lif
112,0,0,1,0,102,11,1,1,csv,1,0,0,utf-8,0,0,0,113,113,12769,0.39200515796260477,0.03886802948129602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1358940739416333,0.0,0.13493028618318212,0,2.4042553191489358,141,aravindas01_monkeypox-cases-countrywise-data
1,0,0,0,5,4,2,1,0,csv,1,0,0,utf-8,0,0,1,6,6,36,0.44323082058700175,0.06978102559770212,0.05537720706260032,7.388888888888889,0.0,0.0,0.0,0.0,0.0,0.9028365571679579,0.0,0.9024699369912876,0,0.492,2492,imdevskp_cholera-dataset
2,3,0,0,8,7,6,1,0,csv,1,0,0,utf-8,0,0,0,13,13,169,0.8035447362801622,0.0856593758579665,0.0,0.0,1.711355032882316,0.20735021033510223,0.2957958839324387,0.030955660008588553,0.6,0.6581475432532446,0.05118,0.6577259240711479,0,18.395,1561,vinitshah0110_food-composition
1,13,0,0,3,3,14,1,1,csv,1,0,0,utf-8,0,0,1,17,17,289,0.8123279790871356,0.040880503144654086,0.05660377358490566,0.020761245674740483,345.5365295324893,1.45802457705555,7.066285756098244,7.857898174603173,0.9285714285714286,0.6115004492362983,0.13477142857142857,0.6057315770736916,0,0.6415094339622641,106,kashishnaqvi_suicidal-behaviours-among-adolescents
8,1,0,0,1,0,10,1,1,csv,1,0,0,utf-8,0,0,0,10,10,100,0.74,0.0,0.0,0.0,3.3783537777777775,0.18373253691842908,0.1467802441963212,0.03291666666666664,0.1111111111111111,0.0,0.05444444444444444,0.0,0,4.0,25,anandhuh_covid-weekly-trends-in-north-america
0,0,0,0,3,0,3,1,0,csv,1,0,0,utf-8,0,0,0,3,3,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,10000,anandhuh_covid-abstracts
0,0,0,0,16,2,14,1,1,csv,1,0,0,utf-8,0,0,1,16,16,256,0.6920907193661263,0.50185,1.0,155.91015625,0.0,0.0,0.0,0.0,0.0,0.009448694869486948,0.0,0.009447749999999991,0,20.927999999999997,10000,datafiniti_food-ingredient-lists
3,0,0,0,0,0,3,1,1,csv,1,0,0,utf-8,0,0,1,3,3,9,0.9999657557701527,0.0,0.000821186614658181,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.975,9742,shubhammehta21_movie-lens-small-latest-dataset
1,0,0,0,2,1,2,1,1,csv,1,0,0,utf-8,0,0,0,3,3,9,0.9997433791829193,0.09761855881749128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9695742392722067,0.0,0.9694747140988115,0,0.384,9742,shubhammehta21_movie-lens-small-latest-dataset
3,1,0,0,0,3,1,1,1,csv,1,0,0,utf-8,0,0,0,4,4,16,0.843379348645325,0.03419413701455829,0.0,0.0,0.27171410893319664,-0.15929747761646124,0.030812113692162413,0.12530480910113218,0.25,0.9439860799779364,0.0025,0.9439767183801036,0,1.8679999999999999,100836,shubhammehta21_movie-lens-small-latest-dataset
3,0,0,0,1,1,3,1,1,csv,1,0,0,utf-8,0,0,0,4,4,16,0.594804959724862,0.015748031496062992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7885149304547238,0.0,0.7883008346278284,0,0.7040000000000001,3683,shubhammehta21_movie-lens-small-latest-dataset
7465,0,0,0,1,9,7457,1,2,csv,1,0,0,utf-8,0,0,0,7466,7466,55741156,0.6879889142193016,0.24691358024691354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333335,0.0,0.8101851851851851,0,216721.3888888874,36,jillanisofttech_brain-tumor
0,4,0,0,1,0,5,1,0,csv,1,0,0,utf-8,0,0,0,5,5,25,0.7239436619718309,0.0,0.0,0.0,21.684107279061692,0.06453143589296134,-0.21907756859956506,2.6092702777777776,1.0,0.0,0.059794999999999994,0.0,0,0.2112676056338028,142,marshuu_suicide-rate-and-life-expectancy
0,1,0,0,2,0,3,1,0,csv,1,0,0,utf-8,0,0,0,3,3,9,0.861904761904762,0.0,0.0,0.0,29.53560969387756,1.7481450114576904,3.3111176510893436,2.29362,1.0,0.0,0.0648,0.0,0,0.12857142857142856,140,marshuu_suicide-rate-and-life-expectancy
20,42,0,1,4,38,29,1,1,csv,1,0,0,utf-8,0,0,1,67,67,4489,0.5824524635747655,0.04035252844538181,1.0,2154.441300957896,787486139.7473428,4.747363439123881,303.18979096144636,569.4057621850417,0.6774193548387096,0.9409163426227632,0.016099587454032258,0.9409074111151545,0,3.551,300732,caesarmario_our-world-in-data-covid19-dataset
0,0,0,0,5,2,3,1,0,csv,1,0,0,utf-8,1,1,1,5,5,25,0.9023563875655146,0.02112676056338028,0.6573426573426573,3.96,0.0,0.0,0.0,0.0,0.0,0.35321146738587555,0.0,0.350724062685975,0,0.5456650745404545,143,carlosparadis_stanford-msa
5,2,0,1,40,25,23,1,1,csv,1,0,0,utf-8,1,1,1,48,48,2304,0.8340367382928285,0.04211642130317252,0.930835734870317,1.1944444444444444,42.50217938385115,-0.0898070438693674,0.0845293566810299,1.7648737029642843,0.2857142857142857,0.6791480552494606,0.057911670442857145,0.6769240852344909,0,74.90896667452616,347,carlosparadis_stanford-msa
8,0,0,2,47,36,21,1,4,json,0,1,0,utf-8,0,0,1,57,57,3249,0.8542136588288316,0.09299183269405976,1.0,0.48630347799322865,0.0,0.0,0.0,0.0,0.0,0.58632135179993,0.0,0.5790905860691341,0,86.4532307655839,335,carlosparadis_stanford-msa
1,3,0,1,29,30,4,1,24,csv,1,0,0,utf-8,0,0,1,34,34,1156,0.46589253187613844,0.46792349726775956,1.0,132.9757785467128,158.73300092493554,3.167385075987976,25.652429393676933,3.5867690136586177,0.75,0.19872613738000566,0.0153825,0.19870803846038998,0,0.748,10980,ankanhore545_world-suicide-rates-20002019
5,0,0,0,9,13,1,1,0,csv,1,0,0,utf-8,0,0,1,14,14,196,1.0,0.016749964907859648,0.7625,3.051020408163265,0.0,0.0,0.0,0.0,0.0,0.6133729421128603,0.0,0.611185120073308,0,0.0,400,lukexun_luke-hair-loss-dataset
1,9,0,1,2,5,8,1,2,csv,1,0,0,utf-8,0,0,0,13,13,169,0.8413337872597972,0.003800877591163565,0.0,0.0,2.2299820161945166e12,8.355614230313588,107.94422667785227,23896.06523289271,0.9,0.8607517094041282,0.034729510414000006,0.8607256615388119,0,0.0,33045,timmate_avocado-prices-2020
2,1,0,0,1,4,0,1,0,csv,1,0,0,utf-8,1,0,1,4,4,16,0.0,0.00043479703159249566,0.004852422870696711,36.6875,15.131854022679043,0.04786505153133364,-0.07774923871217299,1.6768624854984362,0.3333333333333333,0.9037273108829952,0.0029905,0.9037197536355088,0,0.008,119734,tourist55_clothessizeprediction
1,2,0,0,4,1,6,1,1,csv,1,0,0,utf-8,0,0,0,7,7,49,0.7343173431734317,0.02214022140221402,0.0,0.0,423.56280586321617,0.47711469729245654,2.911603052941059,6.1587933551134775,0.6666666666666666,0.5456607899412328,0.1272503848,0.5436472814912653,0,0.15498154981549817,271,thomaskonstantin_top-270-rated-computer-science-programing-books
2,2,0,3,2,4,5,1,0,csv,1,0,0,utf-8,0,0,1,9,9,81,0.9411764705882353,0.34913793103448276,0.9310344827586207,1.1728395061728394,0.00014427022121615238,0.3042795865219886,-0.1624677066904905,0.004755318500000587,0.5,0.690713853599516,0.118024967925,0.620615338882283,0,0.3103448275862069,58,pronto_cycle-share-dataset
15,4,0,1,1,20,1,1,0,csv,1,0,0,utf-8,0,0,1,21,21,441,1.0,0.0704820478202226,0.7518142235123367,1.7505668934240362,0.009320927472191676,0.14320674787574025,1.1449293529654883,0.01886279863272442,0.21052631578947367,0.8218059615046636,0.012946315789473683,0.8204961046020276,0,0.06100221082121038,689,pronto_cycle-share-dataset
2,5,0,0,1,5,3,1,1,csv,1,0,0,utf-8,0,0,0,8,8,64,0.6271950271950272,0.044475524475524476,0.0,0.0,4.549431278949984e10,0.2123892886325296,-0.1344389523623655,60883.69967923023,0.7142857142857143,0.819159984145996,0.01626386914142857,0.8190326865571634,0,7.032,6435,rutuspatel_walmart-dataset-retail
19,0,0,1,2,17,5,1,1,csv,1,0,0,utf-8,0,0,1,22,22,484,0.5564624161939145,0.025892857142857134,0.010714285714285714,0.04958677685950413,0.0,0.0,0.0,0.0,0.0,0.7480101129330696,0.0,0.7476761798469387,0,2.09,2240,ahsan81_superstore-marketing-campaign-dataset
