n_int_features,n_float_features,n_string_features,n_datetime_features,n_unknown_features,n_categorical_features,n_noncateg_features,is_datetime_consistent,n_ordered_features,file_type,is_file_structured,is_file_semi_structured,is_file_unstructured,encoding,has_duplicated_rows,has_null_rows,has_null_feature_values,n_features,n_rows,n_rows_times_features,avg_ratio_duplication_noncateg_features,avg_ratio_duplication_categ_features,ratio_features_at_least_one_null,avg_ratio_null_values_features,avg_variance_numerical_features,avg_skewness_numerical_features,avg_kurtosis_numerical_features,avg_median_dev_numerical_features,avg_n_outliers_numerical_features,avg_unalikeability_categ_features,avg_margin_error_numerical_features,avg_gini_impurity_categ_features,time_diff_current_and_last_update,num_pii_entities,profiler_sample_size,ref_no_slash
8,1,0,0,2,1,10,1,2,csv,1,0,0,latin1,0,0,0,11,11,121,0.8205128205128206,0.05128205128205128,0.0,0.0,0.12504200452918401,-0.1577909558024565,0.3645895222418176,0.04457083333333331,0.1111111111111111,0.4966261808367072,0.024444444444444446,0.4838921761998685,0,33.846153846153854,39,leonardopena_marvel-vs-dc
1,2,0,0,56,40,19,1,0,csv,1,0,0,utf-8,0,0,1,59,59,3481,0.7833940193819697,0.04990210561531525,1.0,53.09106578569381,109.34056113650173,-0.6655785015251828,1.5069507049609687,4.002500634851764,0.6666666666666666,0.42988572480939047,0.016325232999999998,0.4203215503682566,0,122.94580746318985,8804,madeleineferguson_farmers-markets-in-the-united-states
0,0,0,0,8,1,7,1,0,csv,1,0,0,utf-8,0,0,1,8,8,64,0.9050247565518471,0.017332095326524296,0.001546551190844417,0.28125,0.0,0.0,0.0,0.0,0.0,0.9706653711672814,0.0,0.9703649485825806,0,0.07200000000000001,3233,madeleineferguson_farmers-markets-in-the-united-states
4,1,0,1,4,7,3,1,1,csv,1,0,0,utf-8,0,0,1,10,10,100,0.6603038544757491,0.03357230285014862,0.0009179926560587516,0.03,0.40820112091734695,-0.18608614333934875,0.01600444114503281,0.17993679367936796,0.2,0.9001803845466915,0.0073999999999999995,0.8999049315526438,0,7.87,3268,kaushiksuresh147_adidas-vs-nike
3,2,0,0,3,6,2,1,1,csv,1,0,0,utf-8,0,0,0,8,8,64,0.7455544925819628,0.04015635835370699,0.0,0.0,77.95851159714758,7.847644860217936,358.8610825826878,0.6938241631669643,0.4,0.8893814019276909,0.0035206,0.8893746491495329,0,2.928,131706,marian447_retail-store-sales-transactions
2,1,0,1,4,8,0,1,0,csv,1,0,0,utf-8,1,0,1,8,8,64,0.0,0.008744374753473375,0.000108,0.84375,22.472636605586725,17.29739409927657,1266.0135777372966,0.42997025294379254,0.3333333333333333,0.8767226185735214,0.003038966666666667,0.8767208651013291,0,0.8400000000000001,500000,gabrielramos87_an-online-shop-business
6,2,0,2,1,10,1,1,1,csv,1,0,0,utf-8,0,0,0,11,11,121,1.0,0.12476190476190471,0.0,0.0,26.840094444444432,-0.0264712011101524,-0.11120486081276931,1.19659375,0.25,0.9342264752791067,0.028375,0.9297777777777781,0,2.5142857142857142,210,new-york-city_nyc-east-river-bicycle-crossings
3,0,0,0,6,4,5,1,2,csv,1,0,0,utf-8,0,0,0,9,9,81,0.9832000000000001,0.019500000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6835015015015016,0.0,0.6828180000000001,0,10.745999999999999,1000,ruchi798_shopping-cart-database
3,0,0,2,0,0,5,1,1,csv,1,0,0,utf-8,0,0,0,5,5,25,0.6416000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.185,1000,ruchi798_shopping-cart-database
3,0,0,0,5,6,2,1,1,csv,1,0,0,utf-8,0,0,0,8,8,64,1.0,0.015476190476190477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8712339935532946,0.0,0.8705425380028552,0,4.808,1260,ruchi798_shopping-cart-database
6,0,0,0,0,4,2,1,2,csv,1,0,0,utf-8,0,0,0,6,6,36,0.6233,0.0544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9005049809961994,0.0,0.9003248800000008,0,0.30000000000000004,5000,ruchi798_shopping-cart-database
3,0,0,1,3,5,2,1,3,csv,1,0,0,utf-8,0,0,0,7,7,49,0.7915557359885472,0.0013632187346424222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8622169901996914,0.0,0.8622133055904306,0,0.182,234005,matthieugimbert_french-bakery-daily-sales
1,1,0,1,0,1,2,1,1,csv,1,0,0,utf-8,0,0,0,3,3,9,0.625,0.038461538461538464,0.0,0.0,0.010216360022189352,0.19364979560475049,-0.5652347428220604,0.047452499999999995,0.5,0.2081447963800905,0.178,0.20414201183431957,0,0.0,52,kalilurrahman_starbucks-stock-data-live-and-latest
2,5,0,1,0,2,6,1,1,csv,1,0,0,utf-8,0,0,0,8,8,64,0.9286941580756013,0.0010173629951166576,0.0,0.0,431.936727842693,3.349385046552066,46.16031183107292,4.594586525040351,0.7142857142857143,0.007032810975657783,0.015182751447575095,0.007031856986106027,0,4.736,7372,kalilurrahman_starbucks-stock-data-live-and-latest
0,0,0,0,2,0,2,1,0,csv,1,0,0,utf-8,0,0,1,2,2,4,0.9459459459459459,0.0,0.26,9.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.23423423423423423,150,kalilurrahman_starbucks-stock-data-live-and-latest
7,7,0,0,4,14,4,1,0,csv,1,0,0,utf-8,1,0,0,18,18,324,0.41295620437956204,0.020611748348974623,0.0,0.0,265231.0723037905,2.516865670067103,25.08510285219287,36.39636394817688,0.5,0.562806922016086,0.04040577996,0.5627612766858292,0,6.804,12330,henrysue_online-shoppers-intention
1,0,0,0,4,3,2,1,1,csv,1,0,0,utf-8,1,0,0,5,5,25,0.45464963183303264,0.0016254612246224865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6228217042014327,0.0,0.6227913330255318,0,4.515000000000001,20507,mittalvasu95_the-bread-basket
1,0,0,0,1,0,2,1,0,csv,1,0,0,utf-8,1,0,1,2,2,4,0.6270921540591885,0.0,0.00015518311607697082,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.368,6444,zusmani_pakistan-cities-and-postal-codes
0,0,0,0,7,1,6,1,0,csv,1,0,0,utf-8,1,1,1,7,7,49,0.8720933164365278,0.15473441108545036,0.32368896925858953,18.36734693877551,0.0,0.0,0.0,0.0,0.0,0.7754255410144556,0.0,0.7736347199035672,0,0.5354947867612438,553,zusmani_pakistan-startup-census
1,2,0,0,13,16,0,1,1,csv,1,0,0,utf-8,1,0,1,16,16,256,0.0,0.023599813400611923,0.9969029645180983,742.8125,1.5255342653517256e10,63.20915905632351,7355.176257369128,0.0,0.6666666666666666,0.7566547857045134,0.01785095075,0.7566347993584286,0,0.256,67161,cites_cites-wildlife-trade-database
6,0,0,0,4,9,1,1,1,csv,1,0,0,utf-8,0,0,0,10,10,100,1.0,0.0034110607839847903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.534348953551109,0.0,0.53408003107826,0,4.65,1987,tejashvi14_travel-insurance-prediction-data
3,7,0,1,45,22,34,1,7,csv,1,0,0,utf-8,0,0,1,56,56,3136,0.5327198630883726,0.07678996903561376,1.0,9.386160714285717,2933.4877313295574,2.687379528572639,69.32179779831759,12.06350956959767,0.7,0.4906215016291285,0.056439701999999994,0.4889175091354747,0,87.05996909492671,1087,robikscube_rollercoaster-database
7,9,0,0,4,10,10,1,1,csv,1,0,0,utf-8,0,0,0,20,20,400,0.927198549410698,0.0057116953762466,0.0,0.0,16801.364037613996,0.957185371520919,7.210551944102748,25.18942229507213,0.5625,0.45995889777590565,0.06659929714548904,0.45954189061563744,0,7.299999999999999,1103,thedevastator_airbnb-prices-in-european-cities
7,9,0,0,4,10,10,1,1,csv,1,0,0,utf-8,0,0,0,20,20,400,0.9369498464687821,0.006345957011258956,0.0,0.0,17518.52362967499,1.0115389520021683,7.770547098431055,24.575009873306456,0.5625,0.4417374196687752,0.07039299496711117,0.44128528310821363,0,7.308085977482087,977,thedevastator_airbnb-prices-in-european-cities
7,9,0,0,4,11,9,1,1,csv,1,0,0,utf-8,0,0,0,20,20,400,0.9192109561502702,0.019360586642908535,0.0,0.0,10904.405694950472,4.03985171687183,158.12453540876047,9.519320009467014,0.5625,0.4735243286384058,0.03548858959442926,0.47334584227254195,0,7.34,2653,thedevastator_airbnb-prices-in-european-cities
7,9,0,0,4,11,9,1,1,csv,1,0,0,utf-8,0,0,0,20,20,400,0.9201454976102864,0.018825483614216012,0.0,0.0,3666.8610526956004,2.9636667707235356,70.1090692588329,8.99283533573239,0.5625,0.4728148490524728,0.03563427836189853,0.47263486623973905,0,8.339999999999996,2627,thedevastator_airbnb-prices-in-european-cities
7,9,0,0,4,10,10,1,1,csv,1,0,0,utf-8,0,0,0,20,20,400,0.8961414790996785,0.004694533762057878,0.0,0.0,24242.725521757944,1.4383549624007992,17.766455451614913,34.929693891320944,0.5625,0.43599846056437697,0.051524310100250145,0.4357180757022777,0,5.800000000000001,1555,thedevastator_airbnb-prices-in-european-cities
7,9,0,0,4,10,10,1,1,csv,1,0,0,utf-8,0,0,0,20,20,400,0.9017996870109547,0.005555555555555555,0.0,0.0,27829.66744177583,1.3975458997695358,13.69620832837341,35.62997780943562,0.5625,0.3844858413510735,0.057921176368623116,0.3841849917099537,0,6.959999999999997,1278,thedevastator_airbnb-prices-in-european-cities
7,9,0,0,4,10,10,1,1,csv,1,0,0,utf-8,0,0,0,20,20,400,0.9133177570093458,0.004984423676012461,0.0,0.0,4041.5768525198014,1.560144763384547,20.611821330740696,8.990878304743815,0.5625,0.44736477249825785,0.06579936210481192,0.4470163575664056,0,5.859999999999999,1284,thedevastator_airbnb-prices-in-european-cities
7,9,0,0,4,10,10,1,1,csv,1,0,0,utf-8,0,0,0,20,20,400,0.9190833333333334,0.005166666666666667,0.0,0.0,4353.675185268548,1.5595113823718934,19.43493892289221,9.04378546353681,0.5625,0.43788907422852386,0.06986799935592124,0.4375241666666666,0,6.039999999999998,1200,thedevastator_airbnb-prices-in-european-cities
7,9,0,0,4,10,10,1,1,csv,1,0,0,utf-8,0,0,0,20,20,400,0.8740115718418515,0.00313404050144648,0.0,0.0,5176.976310586574,1.8853462756044952,27.574633336409885,17.07030315545176,0.5625,0.4448527492893198,0.04033047099110605,0.44463825905340404,0,5.879999999999999,2074,thedevastator_airbnb-prices-in-european-cities
7,9,0,0,4,10,10,1,1,csv,1,0,0,utf-8,0,0,0,20,20,400,0.8773613963039015,0.0032854209445585215,0.0,0.0,5292.614398756098,1.7898999040565868,24.707895757433654,17.945062660821883,0.5625,0.44357374953727574,0.042718042479338664,0.4433460422736529,0,5.599999999999999,1948,thedevastator_airbnb-prices-in-european-cities
7,9,0,0,4,10,10,1,1,csv,1,0,0,utf-8,0,0,0,20,20,400,0.8511025551277565,0.0027301365068253414,0.0,0.0,9966.295375308518,1.0713035439273972,7.601982875060661,21.975106259352682,0.5625,0.48340743017543025,0.02867403324085658,0.4832382291148159,0,5.839999999999999,2857,thedevastator_airbnb-prices-in-european-cities
7,9,0,0,4,10,10,1,1,csv,1,0,0,utf-8,0,0,0,20,20,400,0.8469373709566416,0.0027529249827942187,0.0,0.0,9622.715256460684,1.0164312709512395,6.937027829150667,21.575208960937974,0.5625,0.4807435029667387,0.02842636534319828,0.48057807161678445,0,5.959999999999999,2906,thedevastator_airbnb-prices-in-european-cities
7,9,0,0,4,10,10,1,1,csv,1,0,0,utf-8,0,0,0,20,20,400,0.9016038144776767,0.0017555266579973993,0.0,0.0,27484.30109574924,1.910101258334745,29.047229263239387,24.42454871332647,0.5625,0.4654399831763967,0.032148443113974315,0.46533910758403074,0,4.04,4614,thedevastator_airbnb-prices-in-european-cities
7,9,0,0,4,10,10,1,1,csv,1,0,0,utf-8,0,0,0,20,20,400,0.8891243725599554,0.0015244469232199294,0.0,0.0,23220.457904113624,1.7860272666720913,26.67839907124445,24.302598288891062,0.5625,0.4668391969071629,0.0296144924464403,0.4667524076904114,0,4.56,5379,thedevastator_airbnb-prices-in-european-cities
7,9,0,0,4,10,10,1,1,csv,1,0,0,utf-8,0,0,0,20,20,400,0.8939616613418531,0.0023961661341853034,0.0,0.0,16457.65923691439,1.7497651790258844,55.13807344878283,26.833223075897,0.5625,0.44144888025755147,0.03503134720331398,0.4413078422766385,0,6.880000000000001,3130,thedevastator_airbnb-prices-in-european-cities
7,9,0,0,4,10,10,1,1,csv,1,0,0,utf-8,0,0,0,20,20,400,0.8914839797639124,0.0021360314783586284,0.0,0.0,10844.425649452789,0.6544818475370237,4.040897418521187,25.696975477787074,0.5625,0.4325808091558926,0.03296715430139696,0.4324592293894069,0,6.52,3558,thedevastator_airbnb-prices-in-european-cities
7,9,0,0,4,11,9,1,1,csv,1,0,0,utf-8,0,0,0,20,20,400,0.9105570396754725,0.014632073180603906,0.0,0.0,30495.63038796442,0.9901294827457261,8.95872964187654,38.34400522572966,0.5625,0.5353471093044629,0.027820071131941532,0.5352279314083573,0,6.159999999999998,4492,thedevastator_airbnb-prices-in-european-cities
7,9,0,0,4,11,9,1,1,csv,1,0,0,utf-8,0,0,0,20,20,400,0.9109886071297316,0.01896361631753031,0.0,0.0,29893.53363553597,0.9332340765143224,7.494617779889732,39.16825312869661,0.5625,0.5346717211385922,0.027104564026436857,0.5345538221923651,0,5.539999999999998,4535,thedevastator_airbnb-prices-in-european-cities
7,9,0,0,4,10,10,1,1,csv,1,0,0,utf-8,0,0,0,20,20,400,0.8953394706559263,0.004142692750287688,0.0,0.0,14877.4901946791,4.038631497823826,87.947775057256,8.336015309727399,0.5625,0.45835213153374105,0.05466344115670671,0.45808840763757663,0,7.14,1738,thedevastator_airbnb-prices-in-european-cities
7,9,0,0,4,10,10,1,1,csv,1,0,0,utf-8,0,0,0,20,20,400,0.8976097832128961,0.004057809894385769,0.0,0.0,8891.05762166975,4.645405718925128,129.7851435772439,8.404281530598885,0.5625,0.45879251914145847,0.052987075827692715,0.45853749272726085,0,7.059999999999998,1799,thedevastator_airbnb-prices-in-european-cities
5,0,0,0,5,4,6,1,5,csv,1,0,0,utf-8,0,0,0,10,10,100,0.9326086956521739,0.0014492753623188406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.028985507246375,690,arslanali4343_uber-pickups-europe
5,0,0,0,5,4,6,1,5,csv,1,0,0,utf-8,0,0,0,10,10,100,0.9631988676574662,0.0021231422505307855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.023354564755838,471,arslanali4343_uber-pickups-europe
5,0,0,0,3,3,5,1,4,csv,1,0,0,utf-8,0,0,1,8,8,64,0.7425398295574277,0.00045167118337850043,0.0009033423667570009,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.44,2214,arslanali4343_uber-pickups-europe
3,0,0,0,2713,2710,6,1,1514,csv,1,0,0,utf-8,0,0,1,2716,2716,7376656,0.9169719169719169,0.9984558007301023,0.9981949458483754,0.20200860660983622,0.0,0.0,0.0,0.0,0.0,0.8952191075628257,0.0,0.5795607543148948,0,5050.033879477923,554,arslanali4343_uber-pickups-europe
5,0,0,0,5,4,6,1,5,csv,1,0,0,utf-8,0,0,0,10,10,100,0.9638242894056849,0.002583979328165375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22.997416020671835,387,arslanali4343_uber-pickups-europe
5,0,0,0,3,3,5,1,4,csv,1,0,0,utf-8,0,0,0,8,8,64,0.9927272727272728,0.01818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14.254545454545454,55,arslanali4343_uber-pickups-europe
5,0,0,0,5,4,6,1,5,csv,1,0,0,utf-8,0,0,0,10,10,100,0.9318181818181818,0.001976284584980237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11.225296442687748,506,arslanali4343_uber-pickups-europe
2,1,0,0,5,6,2,1,0,csv,1,0,0,utf-8,1,0,1,8,8,64,0.2681805116412762,0.021475413326519966,0.006611095142282265,0.359375,2.4292622482230423e10,1.5923376077722124,10.79216790713629,20217.143322884014,0.3333333333333333,0.5526878210679045,0.020260386366666668,0.5525286449692601,0,1.0,3479,mokar2001_house-price-tehran-iran
16,1,0,0,0,12,5,1,0,csv,1,0,0,utf-8,0,0,0,17,17,289,0.8322199999999998,0.009783333333333335,0.0,0.0,4.869847971495298e11,-0.0003793053940082094,-0.06970829782969712,145618.81439372833,0.058823529411764705,0.7630758259159247,0.0009313036941176471,0.7629995183333341,0,3.7059999999999995,10000,mssmartypants_paris-housing-price-prediction
7,4,0,0,7,10,8,1,4,csv,1,0,0,utf-8,0,0,1,18,18,324,0.9237889387539598,0.010288431534520828,0.19469376979936642,4.552469135802469,0.04506392478841739,0.16752934899774727,1.5168298800615774,0.005301416373841761,0.36363636363636365,0.48281959003879216,0.015447408862201433,0.482754530908844,0,12.852,7576,shanelev_seattle-airbnb-listings
0,0,0,0,20,3,17,1,2,csv,1,0,0,utf-8,1,1,1,20,20,400,0.5522504456327985,0.0034686419965247947,0.00471253534401508,0.24500000000000002,0.0,0.0,0.0,0.0,0.0,0.5007879489947006,0.0,0.5003141664969274,0,24.541221221221207,1061,tjkyner_global-air-transport-data
5,0,0,0,12,14,3,1,1,csv,1,0,0,utf-8,0,0,1,17,17,289,0.8531129917149775,0.0022251270845859918,0.003598320783634304,0.37370242214532867,0.0,0.0,0.0,0.0,0.0,0.749082550568584,0.0,0.749032603047407,0,15.861,15007,thedevastator_airlines-traffic-passenger-statistics
0,2,0,0,2,0,4,1,0,csv,1,0,0,utf-8,0,0,0,4,4,16,0.87,0.0,0.0,0.0,0.00004112006161053948,0.770212699762118,0.7609230438180645,0.0030065117310430333,1.0,0.0,0.974161872306578,0.0,0,0.64,100,r3w0p4_bournemouth-venues
1,2,0,0,7,4,6,1,1,csv,1,0,0,utf-8,0,0,1,10,10,100,0.7491329965626505,0.018088028207465297,0.002409770524125089,1.0799999999999998,1.5188115388116248,-0.265852496412798,1.0720395952852775,0.5040829530581135,0.6666666666666666,0.902653440098404,0.005638475450724947,0.9026039816742514,0,10.13,18259,PromptCloudHQ_airbnb-property-data-from-texas
0,2,0,0,6,1,7,1,0,csv,1,0,0,utf-8,0,0,1,8,8,64,0.8694505494505496,0.14,0.22,0.171875,2889.0542827504664,-0.328986704553951,0.16389721961715953,25.376234586469995,1.0,0.8742857142857143,1.331719762,0.8568000000000002,0,3.5200000000000005,50,karnikakapoor_wonders-of-world
0,2,0,0,6,1,7,1,0,csv,1,0,0,utf-8,0,0,1,8,8,64,0.8694505494505496,0.14,0.22,0.171875,2860.846011949879,-0.3531141041461518,0.17473033105620228,25.401995339155487,1.0,0.8742857142857143,1.331719762,0.8568000000000002,0,3.5651282051282056,50,karnikakapoor_wonders-of-world
0,0,0,0,7,7,0,1,0,csv,1,0,0,utf-8,0,0,0,7,7,49,0.0,0.0020679956985689466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6728845841775852,0.0,0.6724949578983858,0,0.0,1727,elikplim_car-evaluation-data-set
1,8,0,0,2,4,7,1,0,csv,1,0,0,utf-8,0,0,1,11,11,121,0.5530812894892875,0.04441987525842255,0.9743439401622718,2607.6280991735534,152721.05055080983,17.75250164400761,473.69250463942444,0.36520091427306833,0.8888888888888888,0.8321313171589024,0.06610698527044445,0.8321154213593872,0,0.198,63104,thedevastator_global-fossil-co2-emissions-by-country-2002-2022
0,0,0,0,10,8,2,1,8,json,0,1,0,utf-8,0,0,1,10,10,100,1.0,0.2571022727272727,0.9090909090909091,0.27999999999999997,0.0,0.0,0.0,0.0,0.0,0.07215909090909091,0.0,0.0645338326446281,0,0.0,11,thedevastator_global-fossil-co2-emissions-by-country-2002-2022
1,7,0,0,2,3,7,1,0,csv,1,0,0,utf-8,0,0,1,10,10,100,0.6739817462232435,0.0038823394783607675,0.9743439401622718,3391.8700000000003,79.23232245095336,12.388060322654823,361.70709904621276,0.24402299908044914,0.875,0.9958656704500976,0.055953383487499994,0.9958497494963178,0,0.25,63104,thedevastator_global-fossil-co2-emissions-by-country-2002-2022
0,0,0,0,10,10,0,1,8,json,0,1,0,utf-8,0,0,1,10,10,100,0.0,0.4057142857142857,0.9,0.26999999999999996,0.0,0.0,0.0,0.0,0.0,0.23555555555555557,0.0,0.21199999999999997,0,0.0,10,thedevastator_global-fossil-co2-emissions-by-country-2002-2022
1,0,0,0,10,11,0,1,0,csv,1,0,0,utf-8,0,0,1,11,11,121,0.0,0.001316691423288876,0.02586206896551724,13.487603305785125,0.0,0.0,0.0,0.0,0.0,0.5644654188352219,0.0,0.5644564357564978,0,0.374,63104,thedevastator_global-fossil-co2-emissions-by-country-2002-2022
12,0,0,0,3,10,5,1,1,csv,1,0,0,utf-8,0,0,0,15,15,225,0.9967213114754099,0.032786885245901634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17333333333333334,0.0,0.17049180327868851,0,4.1803278688524586,61,funxexcel_data-science-youtube-channel-collection-to-learn
12,0,0,0,14,21,5,1,12,csv,1,0,0,utf-8,0,0,1,26,26,676,0.9967213114754099,0.5394223263075721,1.0,0.9926035502958581,0.0,0.0,0.0,0.0,0.0,0.08253968253968254,0.0,0.08118657298985167,0,7.245901639344263,61,funxexcel_data-science-youtube-channel-collection-to-learn
2,5,0,0,0,2,5,1,3,csv,1,0,0,utf-8,0,0,1,7,7,49,0.9752923920719647,0.049999999999999996,0.025,1.2244897959183674,434.8057622280349,0.1862720537272369,-0.7917934508388819,14.778287507142867,0.7142857142857143,0.9513212795549374,0.033726151142857146,0.9500000000000001,0,0.0,720,ucsandiego_carbon-dioxide
3,6,0,0,2,5,6,1,2,csv,1,0,0,utf-8,0,0,0,11,11,121,0.6110297706198146,0.12796486090775988,0.0,0.0,5.214899444775779,3.9395375215035333,86.8664804525078,0.7924476181077691,0.6666666666666666,0.7828254681133348,0.034117777777777775,0.7816793107661706,0,0.048316251830161056,683,nasa_asteroid-impacts
2,11,0,0,2,6,9,1,0,csv,1,0,0,utf-8,0,0,1,15,15,225,0.7495647230217105,0.03944174939159998,0.00006395906619763352,0.0044444444444444444,2699.919146674724,2.65769408664102,124.23106987663935,22.714442157157716,0.8461538461538461,0.8282315221515812,0.012093917692307693,0.8281785485609775,0,0.13499999999999998,15635,nasa_asteroid-impacts
0,0,0,0,12,7,5,1,0,csv,1,0,0,utf-8,1,0,1,12,12,144,0.6097996483559596,0.004924204070048806,0.30660830309152354,170.73611111111111,0.0,0.0,0.0,0.0,0.0,0.6803338340498268,0.0,0.6803253496922055,0,15.203999999999999,80187,aaronschlegel_austin-animal-center-shelter-intakes-and-outcomes
13,3,0,3,22,34,7,1,3,csv,1,0,0,utf-8,1,0,1,41,41,1681,0.6483170283878187,0.0034352786805669877,0.5437794959333266,25.779892920880428,109.62049382075696,0.9374318517312085,13.671307468137854,0.37955561639483715,0.1875,0.7437312038864791,0.025754209817716683,0.7437215781754299,0,94.21799999999996,79672,aaronschlegel_austin-animal-center-shelter-intakes-and-outcomes
0,0,0,3,9,8,4,1,0,csv,1,0,0,utf-8,1,0,1,12,12,144,0.7038125655835852,0.013588324996241331,0.7753498345335333,474.84722222222234,0.0,0.0,0.0,0.0,0.0,0.7996993737034234,0.0,0.7996882447564104,0,12.9,80681,aaronschlegel_austin-animal-center-shelter-intakes-and-outcomes
1,4,0,0,3,2,6,1,3,csv,1,0,0,utf-8,0,0,1,8,8,64,0.5881666666666666,0.08741242937853107,0.646,10.09375,160.61936725835992,10.664428771414906,238.57210186739945,0.20233420722554124,0.8,0.47494894894894896,0.058263920000000004,0.4744739999999985,0,4.632,1000,ramjasmaurya_best-cities-and-countries-for-startups-in-2021
1,4,0,0,4,4,5,1,3,csv,1,0,0,utf-8,0,0,1,9,9,81,0.6262,0.11740104166666668,0.616,7.604938271604938,51.63711605603665,11.821511496957871,282.30404122955264,0.10071729882362494,0.8,0.681051051051051,0.05542066,0.6803699999999977,0,0.14400000000000002,1000,ramjasmaurya_best-cities-and-countries-for-startups-in-2021
1,4,0,0,3,2,6,1,3,csv,1,0,0,utf-8,0,0,1,8,8,64,0.9083333333333333,0.09690476190476191,0.58,0.90625,149.5839109427199,4.053375924910741,32.37271513369613,1.3174344787878787,0.8,0.4388888888888889,0.208166,0.43449999999999994,0,0.16,100,ramjasmaurya_best-cities-and-countries-for-startups-in-2021
1,4,0,0,3,1,7,1,3,csv,1,0,0,utf-8,0,1,1,8,8,64,0.7885714285714285,0.025,0.6039603960396039,1.0625,57.99673693192002,4.204534683582716,34.15371340358081,0.9933010367201422,0.8,0.0,0.20811800000000003,0.0,0,0.08,101,ramjasmaurya_best-cities-and-countries-for-startups-in-2021
1,17,0,0,0,0,18,1,1,csv,1,0,0,utf-8,0,0,0,18,18,324,0.707156308851224,0.0,0.0,0.0,178498.238771678,0.9446020804525221,-0.929861282978217,0.963834164909836,0.9444444444444444,0.0,0.12151611111111113,0.0,0,0.0,59,volpatto_temperature-timeseries-for-some-brazilian-cities
1,17,0,0,0,0,18,1,1,csv,1,0,0,utf-8,0,0,0,18,18,324,0.8446327683615819,0.0,0.0,0.0,101697.1997416866,2.1133763913929817,2.890021689181929,0.8418585309532995,0.9444444444444444,0.0,0.14464444444444444,0.0,0,0.0,59,volpatto_temperature-timeseries-for-some-brazilian-cities
1,17,0,0,0,0,18,1,1,csv,1,0,0,utf-8,0,0,0,18,18,324,0.7476459510357816,0.0,0.0,0.0,146352.21599030925,1.375225434751388,0.14725873879640683,0.689902884193057,0.9444444444444444,0.0,0.15118333333333334,0.0,0,0.0,59,volpatto_temperature-timeseries-for-some-brazilian-cities
1,17,0,0,0,0,18,1,1,csv,1,0,0,utf-8,0,0,0,18,18,324,0.8022598870056498,0.0,0.0,0.0,115885.69023962143,1.8334175807606117,1.6915562744463737,0.7356031591408754,0.9444444444444444,0.0,0.12318000000000001,0.0,0,0.0,59,volpatto_temperature-timeseries-for-some-brazilian-cities
1,17,0,0,0,0,18,1,1,csv,1,0,0,utf-8,0,0,0,18,18,324,0.8417190775681342,0.0,0.0,0.0,82320.73514834857,2.503825068159511,4.861722749569093,0.5214813908720622,0.9444444444444444,0.0,0.16345388888888887,0.0,0,0.0,53,volpatto_temperature-timeseries-for-some-brazilian-cities
1,17,0,0,0,0,18,1,1,csv,1,0,0,utf-8,0,0,0,18,18,324,0.7398989898989901,0.0,0.0,0.0,89228.29955000094,2.3215739965093167,3.845792248573881,0.5417093065166365,0.9444444444444444,0.0,0.09655222222222223,0.0,0,0.0,110,volpatto_temperature-timeseries-for-some-brazilian-cities
1,17,0,0,0,0,18,1,1,csv,1,0,0,utf-8,0,0,0,18,18,324,0.822649572649573,0.0,0.0,0.0,60291.154206072395,3.2141768301875433,9.374225087217622,0.5535018251396093,0.9444444444444444,0.0,0.13365777777777776,0.0,0,0.0,78,volpatto_temperature-timeseries-for-some-brazilian-cities
1,17,0,0,0,0,18,1,1,csv,1,0,0,utf-8,0,0,0,18,18,324,0.8865248226950353,0.0,0.0,0.0,66916.46378097682,2.9421534501452933,7.4161624845435075,0.6834199468768163,0.9444444444444444,0.0,0.13731,0.0,0,0.0,47,volpatto_temperature-timeseries-for-some-brazilian-cities
1,17,0,0,0,0,18,1,1,csv,1,0,0,utf-8,0,0,0,18,18,324,0.82015065913371,0.0,0.0,0.0,97638.57202719204,2.20124596597484,3.4236008239643887,0.6153741728165593,0.9444444444444444,0.0,0.12484999999999997,0.0,0,0.0,59,volpatto_temperature-timeseries-for-some-brazilian-cities
