,n_int_features,n_float_features,n_string_features,n_datetime_features,n_unknown_features,n_categorical_features,n_noncateg_features,is_datetime_consistent,n_ordered_features,has_duplicated_rows,has_null_rows,has_null_feature_values,n_features,n_rows,n_rows_times_features,avg_ratio_duplication_noncateg_features,avg_ratio_duplication_categ_features,ratio_features_at_least_one_null,avg_ratio_null_values_features,avg_variance_numerical_features,avg_skewness_numerical_features,avg_kurtosis_numerical_features,avg_median_dev_numerical_features,avg_n_outliers_numerical_features,avg_unalikeability_categ_features,avg_margin_error_numerical_features,avg_gini_impurity_categ_features,num_pii_entities,proxy,n_bytes_total,since_last_update
260,6,106,0,0,4,80,36,1,0,0,0,0,116,116,13456,0.45971341320178527,0.09811486962649753,0.0,0.0,45.334830750921405,3.180482541128796,64.10995484253992,1.7991224414905633,0.9464285714285714,0.6676348205518391,0.06308188040535713,0.6673995722006929,67.16399999999999,33.05771179865381,1373504,56229740.2473042
261,1,10,0,0,1,0,12,1,2,0,0,0,12,12,144,0.9269406392694064,0.0,0.0,0.0,0.3760854086601615,-0.16355189241806084,0.3172232024324378,0.30353406818181816,0.9090909090909091,0.0,0.12284181818181818,0.0,0.2465753424657534,34.078802862494875,5328,33561720.2473042
262,31,0,0,1,4,11,25,1,12,0,0,1,36,36,1296,0.698716112984557,0.22448902049547925,1.0,7.008487654320986,0.0,0.0,0.0,0.0,0.0,0.6201213122474077,0.0,0.5985328197235525,12.200836820083683,35.09989739805319,26870,2356365.247304201
263,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10057471264367816,35.09318292700621,7897,110079306.2473042
264,13,1,0,0,0,12,2,1,1,1,0,0,14,14,196,0.400990099009901,0.04317931793179317,0.0,0.0,0.0959747176980781,0.09024468032779728,0.1092994701072146,0.05688219558219557,0.07142857142857142,0.6091950254628111,0.011428571428571429,0.60718448082432,0.877887788778878,35.09318292700621,3510,48796519.2473042
265,0,0,0,1,6,6,1,1,0,0,0,1,7,7,49,0.7375886524822695,0.030594956658786445,0.7777777777777778,13.428571428571429,0.0,0.0,0.0,0.0,0.0,0.8306709173091326,0.0,0.8295015667294479,0.5130023640661938,35.09318292700621,748367,5930492.247304201
266,6,0,0,1,9,12,4,1,9,0,0,1,16,16,256,0.49643640749711354,0.6752539069230813,1.0,1566.91015625,0.0,0.0,0.0,0.0,0.0,0.3189891675931013,0.0,0.31898262084856527,2.432,35.09318292700621,748367,5930492.247304201
267,15,0,0,1,1,4,13,1,1,0,0,1,17,17,289,0.416582719709402,0.09809532438178742,1.0,78.72318339100343,0.0,0.0,0.0,0.0,0.0,0.3927834896625219,0.0,0.39216078503262086,3.4510000000000005,35.09318292700621,748367,5930492.247304201
268,186,159,0,0,2,111,236,1,1,0,0,1,347,347,120409,0.7799830759749011,0.1045735414672027,0.8044607393828292,1.434967485819173,5503511950485940.0,5.947881950970146,242.04886828974725,3.469301811939193,0.4608695652173913,0.9554007295622843,0.020633490263826083,0.9550719408762576,5132.202082125605,34.06537392040093,3143868,95666890.2473042
269,68,0,0,0,1,67,2,1,39,0,0,0,69,69,4761,1.0,0.001372830310573168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020699106790774958,0.0,0.02069251891464806,9.867,34.06537392040093,3143868,95666890.2473042
270,22,0,0,0,0,0,22,1,0,0,0,0,22,22,484,0.3178995794643109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.694,34.06537392040093,3143868,95666890.2473042
271,22,0,0,0,0,1,21,1,0,0,0,0,22,22,484,0.33623098416640795,0.17944737659112078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9831713849909657,0.0,0.9828661470570966,1.848,34.06537392040093,3143868,95666890.2473042
272,22,0,0,0,0,21,1,1,0,0,0,0,22,22,484,1.0,0.13927943111426502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8901605948319963,0.0,0.8898842332688691,1.518,34.06537392040093,3143868,95666890.2473042
273,68,0,0,0,1,67,2,1,1,0,0,0,69,69,4761,1.0,0.00949580550462202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1312838187535085,0.0,0.13124203523385428,10.143000000000011,34.06537392040093,3143868,95666890.2473042
274,9,0,0,0,2,9,2,1,3,0,0,1,11,11,121,0.8065994500458296,0.005147912156559508,0.46226703330278035,27.78512396694214,0.0,0.0,0.0,0.0,0.0,0.6833201529619003,0.0,0.6830670277940468,0.8029999999999999,34.06537392040093,3143868,95666890.2473042
275,22,0,0,0,0,0,22,1,0,0,0,0,22,22,484,0.7430357596455082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,34.06537392040093,3143868,95666890.2473042
276,6,18,0,3,1,4,24,1,0,0,0,1,28,28,784,0.7806652046783625,0.40029761904761907,0.9895833333333334,0.4375,2.7382670242075956e+23,2.2482520339820318,15.197344834658187,6889128764.217027,0.75,0.8542401677270098,0.19237115303596972,0.8179695471938775,45.20833333333333,24.875536987245095,8045,91456420.2473042
277,0,0,0,0,148,0,148,1,0,0,0,1,148,148,21904,1.0,0.0,0.7821782178217822,0.14558984660336013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10562.632030356308,33.03756838551289,2101900,52595084.2473042
278,0,0,0,0,148,0,148,1,0,0,0,1,148,148,21904,1.0,0.0,0.8316831683168316,0.1717037983929876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10463.33123087027,33.03756838551289,2101900,52595084.2473042
279,0,0,0,0,148,0,148,1,0,0,0,1,148,148,21904,1.0,0.0,0.801980198019802,0.14928780131482836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9510.54086696151,33.03756838551289,2101900,52595084.2473042
280,0,0,0,0,148,0,148,1,0,0,0,1,148,148,21904,1.0,0.0,0.6831683168316832,0.0992056245434624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10596.093364484108,33.03756838551289,2101900,52595084.2473042
281,0,0,0,0,148,0,148,1,0,0,0,1,148,148,21904,1.0,0.0,0.8316831683168316,0.19886778670562458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7670.265310833111,33.03756838551289,2101900,52595084.2473042
282,0,0,0,0,148,0,148,1,0,0,0,1,148,148,21904,1.0,0.0,0.40594059405940597,0.020635500365230087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10623.245271733049,33.03756838551289,2101900,52595084.2473042
283,0,0,0,0,148,0,148,1,0,0,0,1,148,148,21904,0.9984613326197486,0.0,0.8811881188118812,0.22201424397370337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10092.596332661888,33.03756838551289,2101900,52595084.2473042
284,0,0,0,0,148,0,148,1,0,0,0,1,148,148,21904,0.9977254482204977,0.0,0.5247524752475248,0.06793279766252741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7336.990099009908,33.03756838551289,2101900,52595084.2473042
285,0,0,0,0,148,0,148,1,0,0,0,1,148,148,21904,1.0,0.0,0.7326732673267327,0.11527574872169462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8878.607920792083,33.03756838551289,2101900,52595084.2473042
286,0,0,0,0,148,0,148,1,0,0,0,1,148,148,21904,1.0,0.0,0.6732673267326733,0.06715668371073777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7901.3454273574625,33.03756838551289,2101900,52595084.2473042
287,0,0,0,0,148,0,148,1,0,0,0,1,148,148,21904,1.0,0.0,0.48514851485148514,0.027985756026296563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7703.734336073121,33.03756838551289,2101900,52595084.2473042
288,0,0,0,0,148,0,148,1,0,0,0,1,148,148,21904,1.0,0.0,0.5841584158415841,0.0439645726807889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9992.595019712251,33.03756838551289,2101900,52595084.2473042
289,0,0,0,0,148,0,148,1,0,0,0,0,148,148,21904,0.9998662028364999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10776.15841584159,33.03756838551289,2101900,52595084.24830437
290,0,0,0,0,148,0,148,1,0,0,0,1,148,148,21904,1.0,0.0,0.5346534653465347,0.04547114682249818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10747.029369119278,33.03756838551289,2101900,52595084.24830437
291,0,0,0,0,148,0,148,1,0,0,0,1,148,148,21904,1.0,0.0,0.8613861386138614,0.1767713659605552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3300.9814761476155,33.03756838551289,2101900,52595084.24830437
292,0,0,0,0,148,1,147,1,0,0,0,1,148,148,21904,1.0,1.0,0.9108910891089109,0.22909057706355007,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8888888888888888,9252.240070028187,33.03756838551289,2101900,52595084.24830437
293,0,0,0,0,148,0,148,1,0,0,0,1,148,148,21904,0.9987289269467492,0.0,0.6138613861386139,0.07199598246895547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307.4867732403217,33.03756838551289,2101900,52595084.24830437
294,0,0,0,0,148,0,148,1,0,0,0,1,148,148,21904,1.0,0.0,0.6435643564356436,0.07359386413440468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5177.131451844108,33.03756838551289,2101900,52595084.24830437
295,0,0,0,0,148,0,148,1,0,0,0,1,148,148,21904,1.0,0.0,0.6831683168316832,0.21050949598246893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.619369295827433,33.03756838551289,2101900,52595084.24830437
296,0,0,0,0,148,0,148,1,0,0,0,1,148,148,21904,1.0,0.0,0.6237623762376238,0.058665084002921836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10779.705229202706,33.03756838551289,2101900,52595084.24830437
297,0,0,0,0,148,1,147,1,0,0,0,1,148,148,21904,1.0,1.0,0.900990099009901,0.2326515704894084,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8999999999999999,9943.217132579131,33.03756838551289,2101900,52595084.24830437
298,0,0,0,0,148,0,148,1,0,0,0,0,148,148,21904,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3478.732673267329,33.03756838551289,2101900,52595084.24830437
299,0,0,0,0,148,0,148,1,0,0,0,0,148,148,21904,0.9983275354562482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6851.96039603961,33.03756838551289,2101900,52595084.24830437
300,0,0,0,0,148,0,148,1,0,0,0,1,148,148,21904,1.0,0.0,0.039603960396039604,0.0004108838568298028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6293.895950997171,33.03756838551289,2101900,52595084.24830437
301,0,0,0,0,148,0,148,1,0,0,0,1,148,148,21904,1.0,0.0,0.6732673267326733,0.2511413440467496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5567.7495002223895,33.03756838551289,2101900,52595084.24830437
302,0,0,0,0,148,0,148,1,0,0,0,1,148,148,21904,0.99993310141825,0.0,0.7425742574257426,0.15248356464572685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10355.45313198988,33.03756838551289,2101900,52595084.24830437
303,0,0,0,0,148,0,148,1,0,0,0,1,148,148,21904,1.0,0.0,0.8118811881188119,0.11646274653031408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10821.496414428444,33.03756838551289,2101900,52595084.24830437
304,0,0,0,0,148,0,148,1,0,0,0,1,148,148,21904,1.0,0.0,0.5148514851485149,0.04720598977355734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8913.11831459525,33.03756838551289,2101900,52595084.24830437
305,0,0,0,0,148,0,148,1,0,0,0,1,148,148,21904,0.9995986085094994,0.0,0.6633663366336634,0.10500365230094957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7944.466982614744,33.03756838551289,2101900,52595084.24830437
306,0,0,0,0,148,0,148,1,0,0,0,1,148,148,21904,0.9998662028364999,0.0,0.13861386138613863,0.0022370343316289263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8641.148514851488,33.03756838551289,2101900,52595084.24830437
307,0,0,0,0,148,0,148,1,0,0,0,1,148,148,21904,1.0,0.0,0.8613861386138614,0.17663440467494526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9544.616527688217,33.03756838551289,2101900,52595084.24830437
308,0,0,0,0,148,0,148,1,0,0,0,1,148,148,21904,1.0,0.0,0.3069306930693069,0.019768078889700516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6147.627826136653,33.03756838551289,2101900,52595084.24830437
309,0,0,0,0,148,0,148,1,0,0,0,1,148,148,21904,1.0,0.0,0.27722772277227725,0.020133308984660335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8071.532487494871,33.03756838551289,2101900,52595084.24830437
310,0,0,0,0,148,0,148,1,0,0,0,1,148,148,21904,1.0,0.0,0.6633663366336634,0.0989773557341125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8897.5468463513,33.03756838551289,2101900,52595084.24830437
311,0,0,0,0,148,0,148,1,0,0,0,1,148,148,21904,1.0,0.0,0.4752475247524752,0.030040175310445578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9630.556648764048,33.03756838551289,2101900,52595084.24830437
312,0,0,0,0,148,0,148,1,0,0,0,1,148,148,21904,0.9989296226919993,0.0,0.13861386138613863,0.0026479181884587295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,486.03920071434123,33.03756838551289,2101900,52595084.24830437
313,0,0,0,0,148,1,147,1,0,0,0,1,148,148,21904,1.0,1.0,0.9306930693069307,0.23173849525200882,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8571428571428572,9620.408658457814,33.03756838551289,2101900,52595084.24830437
314,0,0,0,0,148,0,148,1,0,0,0,1,148,148,21904,1.0,0.0,0.6732673267326733,0.06834368151935721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7404.369795108599,33.03756838551289,2101900,52595084.24830437
315,0,0,0,0,148,3,145,1,0,0,0,1,148,148,21904,0.9977466712188459,1.0,0.9108910891089109,0.2144357195032871,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8962962962962963,4180.584078407844,33.03756838551289,2101900,52595084.24830437
316,0,0,0,0,148,20,128,1,0,0,0,1,148,148,21904,1.0,1.0,0.9504950495049505,0.2809532505478451,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8800793650793652,4339.55107653623,33.03756838551289,2101900,52595084.24830437
317,3,0,0,2,5,7,3,1,3,0,0,0,10,10,100,0.4460526315789473,0.03947368421052632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4419363626457448,0.0,0.4413548674317376,0.5789473684210527,35.079753984912266,82513,41565073.24830437
318,3,0,0,2,5,7,3,1,3,0,0,0,10,10,100,0.4421009098428454,0.03846153846153847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43348180571181977,0.0,0.4329439870943112,0.7320099255583127,35.079753984912266,82513,41565073.24830437
319,3,0,0,2,5,7,3,1,3,0,0,0,10,10,100,0.3116656993615787,0.017991874637260593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4336897195354509,0.0,0.4334380133720525,0.67,35.079753984912266,82513,41565073.24830437
320,3,0,0,2,5,7,3,1,3,0,0,0,10,10,100,0.26687195278419296,0.011932255581216323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4296870556891669,0.0,0.42952166421276594,0.69,35.079753984912266,82513,41565073.24830437
321,3,0,0,0,5,6,2,1,1,0,0,1,8,8,64,0.3558823529411765,0.04249959503284719,0.004411764705882353,0.078125,0.0,0.0,0.0,0.0,0.0,0.6946481073205936,0.0,0.6936248440041254,4.475238591011626,35.0730395138653,22145,22260350.248304367
322,3,0,0,0,5,7,1,1,0,1,0,1,8,8,64,0.3013182674199623,0.054252008873051406,0.0018832391713747645,0.0625,0.0,0.0,0.0,0.0,0.0,0.8222339677122291,0.0,0.8214592469780264,4.72,35.0730395138653,22145,22260350.248304367
323,6,3,0,0,1,0,10,1,1,0,0,0,10,10,100,0.7268292682926829,0.0,0.0,0.0,32000965.216816716,1.143436383095808,3.663614301503573,6.648497930968956,0.3333333333333333,0.0,0.17655999999999997,0.0,5.853658536585367,35.0730395138653,1356,8084460.248304367
324,8,5,0,0,0,1,12,1,8,0,0,0,13,13,169,0.9351851851851851,0.16666666666666666,0.0,0.0,21.97787407407407,-0.03139750038439918,-0.48589515666426863,1.6115815384615382,0.38461538461538464,0.46405228758169936,0.0996153846153846,0.4382716049382716,41.16666666666667,32.00304490786062,2584,30030601.248304367
325,8,5,0,0,0,13,0,1,12,0,0,0,13,13,169,0.0,0.8791208791208791,0.0,0.0,2.273931554160126,-0.06973904925315152,-0.5726536617986759,0.5297175000000001,0.38461538461538464,0.8937728937728937,0.13807692307692307,0.7660910518053379,48.285714285714285,32.00304490786062,2584,30030601.248304367
326,1,0,0,0,1,0,2,1,1,0,0,0,2,2,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37142857142857144,32.00304490786062,2584,30030601.248304367
327,8,6,0,1,1,4,12,1,1,0,0,1,16,16,256,0.619859593512235,0.05771368033741664,0.7300577120721006,1045.609375,685.1771521025472,-0.09769573452277837,0.20218885292732194,9.31043939162471,0.42857142857142855,0.9949037951507376,0.005372328571428572,0.9948809218426641,0.512,33.02413944341894,1485851,2590691.248304367
328,0,0,0,0,30,29,1,1,29,0,0,1,30,30,900,1.0,1.0,1.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,35.05961057177135,2934,97132512.24830437
329,9,0,0,0,1,0,10,1,1,0,0,1,10,10,100,0.9970588235294118,0.0,0.15384615384615385,0.12000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.897435897435897,35.05961057177135,1821,8516395.248304367
330,7,2,0,0,1,0,10,1,1,0,0,0,10,10,100,0.7756097560975609,0.0,0.0,0.0,41073.4399101064,0.8265578851181555,4.104034502798497,2.1219717261904765,0.2222222222222222,0.0,0.06938888888888889,0.0,7.073170731707318,35.05961057177135,1367,7218738.248304367
331,11,13,0,1,1,3,23,1,0,0,0,1,26,26,676,0.8789428815004262,0.13316993464052287,0.058823529411764705,0.004437869822485207,110857.70864890552,0.5386094014234167,2.7131354763787527,4.531207241592995,0.5416666666666666,0.7355819774718397,0.1221544050426396,0.7208625688837627,45.372549019607845,28.92633583080898,4501,77035206.24830437
332,6,0,0,1,1,8,0,1,1,0,0,0,8,8,64,0.0,0.06631225067558873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6607297022332143,0.0,0.6606871897057496,0.312,35.052896100724375,5272734,2403225.248304367
333,4,0,0,1,3,8,0,1,1,0,0,1,8,8,64,0.0,0.00027724962289534834,0.01884,147.1875,0.0,0.0,0.0,0.0,0.0,0.538509542438413,0.0,0.5385084607111952,0.0,35.052896100724375,5272734,2403225.249304533
334,6,0,0,1,1,8,0,1,1,0,0,0,8,8,64,0.0,0.06628329297820823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6688188063531454,0.0,0.6687761901427101,0.336,35.052896100724375,5272734,2403225.249304533
335,6,0,0,1,1,8,0,1,1,0,0,1,8,8,64,0.0,0.02184887386358445,0.018867924528301886,12.90625,0.0,0.0,0.0,0.0,0.0,0.6530682855684741,0.0,0.653053313985507,0.16000000000000003,35.052896100724375,5272734,2403225.249304533
336,1,0,0,0,6,5,2,1,0,0,0,1,7,7,49,0.2254566210045662,0.08297385994416052,0.04223744292237443,0.7551020408163265,0.0,0.0,0.0,0.0,0.0,0.9732791236885973,0.0,0.9721581834005253,0.08272786150069936,24.835250160963252,14266,202072414.24930453
337,1,1,0,0,2,3,1,1,1,0,0,1,4,4,16,1.0,0.02368421052631579,0.10087719298245613,43.125,2.6309005066333184,0.20169496972844048,-0.12356087654716652,0.8429602331294593,0.5,0.9859504709424969,0.01481458808103892,0.9858008843246314,0.368,35.0461816296774,1663918,26855597.249304533
338,1,7,0,0,2,3,7,1,1,0,0,1,10,10,100,1.0,0.02368421052631579,0.10087719298245613,6.9,0.4269690903437707,0.8883002243145409,1.727958240139564,0.3159609996850822,0.875,0.9859504709424969,0.029786086511874796,0.9858008843246314,6.659999999999998,35.0461816296774,1663918,26855597.249304533
339,2,2,0,0,3,4,3,1,1,0,0,1,7,7,49,0.9729648794978679,0.010011475548741777,0.99638265803706,3230.1020408163267,0.46945666893182203,0.3384383058924527,0.5860396945407257,0.3242459557735797,0.5,0.948687603235447,0.01619934222306128,0.9479658928303806,1.6309999999999998,35.0461816296774,1663918,26855597.249304533
340,1,1,0,0,2,3,1,1,1,0,0,1,4,4,16,1.0,0.023697148475909535,0.10176991150442478,43.125,0.415760068681657,0.2932071762916326,0.31380169198012986,0.3226766282725203,0.5,0.9859228866646763,0.016308016773578477,0.9857719265104085,0.428,35.0461816296774,1663918,26855597.249304533
341,1,1,0,0,2,3,1,1,1,0,0,1,4,4,16,1.0,0.023697148475909535,0.10176991150442478,43.125,1.92897299662433,0.347940416536528,-0.009906351464603391,0.7173434823234962,0.5,0.9859228866646763,0.010919208819257497,0.9857719265104085,0.368,35.0461816296774,1663918,26855597.249304533
342,2,2,0,0,3,4,3,1,1,0,0,1,7,7,49,0.9729648794978679,0.01004508973136296,0.9965565346377298,3269.163265306122,1.8406919010824248,0.4481129854294562,0.197972425730371,0.6224809762252661,0.5,0.9486939857656718,0.027214914041916533,0.9479723117340159,0.9450000000000001,35.0461816296774,1663918,26855597.249304533
343,3,0,0,1,22,13,13,1,17,0,0,1,26,26,676,0.9759615384615384,0.6394230769230769,1.0,0.1908284023668639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.625,28.919621359762004,1119419,2334706.249304533
344,1,0,0,0,1,0,2,1,0,0,0,0,2,2,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,28.919621359762004,1119419,2334706.249304533
345,15,0,0,2,0,0,17,1,9,0,0,0,17,17,289,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,28.919621359762004,1119419,2334706.249304533
346,32,0,0,1,0,0,33,1,28,0,0,0,33,33,1089,0.7001594896331739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.92105263157899,28.919621359762004,1119419,2334706.249304533
347,11,0,0,0,5,11,5,1,2,0,0,0,16,16,256,0.5082051282051282,0.10862470862470862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8550607918217173,0.0,0.8528683282529435,2.2564102564102564,28.912906888715035,9094,57255835.24930453
348,63,14,0,0,8,82,3,1,1,0,0,1,85,85,7225,0.7983930648060049,0.0149861738752185,1.0,39.86795847750866,2806.36642857231,0.12635694893695154,4.747926636215235,4.555623732699233,0.18181818181818182,0.7451732433452979,0.0025672451012987013,0.7451648494650834,37.91000000000001,35.03946715863043,8700357,40889417.24930453
349,1,1,0,0,9,6,5,1,0,1,0,1,11,11,121,0.4549398683911958,0.024566991494783235,0.8619469026548673,4.446280991735537,0.07622431830913418,-0.6530991516884804,1.8440374867425962,0.10161378205128226,0.5,0.6918157588534775,0.021,0.6905648098012455,3.493442250964375,35.03946715863043,18203,37782438.24930453
350,1,1,0,0,9,6,5,1,0,1,0,1,11,11,121,0.46654587287891863,0.025854688208952276,0.8131147540983606,4.561983471074381,0.08912419033220778,-0.691369733663405,1.7329336197514666,0.14880297256097613,0.5,0.7010520747396032,0.021,0.6998776676701425,3.098159332758125,35.03946715863043,18203,37782438.24930453
351,7,2,0,0,1,4,6,1,1,0,0,0,10,10,100,0.8333333333333334,0.15714285714285714,0.0,0.0,5552.715176417234,1.1762623357331856,6.033406649871905,0.1360740740740741,0.2222222222222222,0.4609243697478992,0.08094444444444443,0.4477551020408163,3.7142857142857144,32.99728155923105,1041,7219025.249304533
352,0,0,0,0,6,4,2,1,3,0,0,1,6,6,36,1.0,0.85,1.0,1.7777777777777777,0.0,0.0,0.0,0.0,0.0,0.1736842105263158,0.0,0.16499999999999998,0.0,35.03946715863043,18996,6823381.249304533
353,19,1,0,0,0,19,1,1,1,0,0,0,20,20,400,1.0,0.028573125816799338,0.0,0.0,0.0004372744561426875,-0.020242379715444594,0.011482763600448953,0.0029670509675157443,0.05,0.7869808814418493,0.0008795526499999999,0.7860926411693413,0.8577878103837471,35.03946715863043,18996,6823381.249304533
354,27,0,0,0,13,39,1,1,1,0,0,1,40,40,1600,1.0,0.0030589905140534796,0.9003001926294625,160.075625,0.0,0.0,0.0,0.0,0.0,0.4894952047986675,0.0,0.48949297562102817,0.24,32.99056708818407,8583803,124595392.24930453
355,0,0,0,0,21,21,0,1,2,1,0,0,21,21,441,0.0,0.0003505266663161401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4182222819788572,0.0,0.4181453179961596,0.0,32.99056708818407,26431,83704194.24930453
356,5,0,0,0,0,5,0,1,0,1,0,0,5,5,25,0.0,0.047326203208556156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7965430348846365,0.0,0.7954781377791761,0.03342245989304813,35.032752687583454,2684,16922852.249304533
357,7,2,0,0,1,3,7,1,1,0,0,0,10,10,100,0.9880952380952381,0.7777777777777778,0.0,0.0,141.4381944444444,0.05623704657527721,-0.12675981182304857,3.31312962962963,0.2222222222222222,0.9545454545454546,0.09877777777777778,0.8749999999999997,9.166666666666668,35.032752687583454,687,7932530.249304533
358,19,25,0,0,4,37,11,1,1,0,0,1,48,48,2304,0.4914830212280638,0.09102630344823796,0.41953325239444217,1.5494791666666667,1585.9724374458979,6.793231688548378,196.32432660777684,2.567482578017605,0.5681818181818182,0.7875004649082934,0.030799354777272733,0.7873914634511978,21.69599999999998,31.962758081578784,1320004,53873160.24930453
359,19,25,0,0,4,37,11,1,1,0,0,1,48,48,2304,0.4914830212280638,0.09102630344823796,0.41953325239444217,1.5494791666666667,1585.9724374458979,6.793231688548378,196.32432660777684,2.567482578017605,0.5681818181818182,0.7875004649082934,0.030799354777272733,0.7873914634511978,24.19199999999999,31.962758081578784,1320004,53873160.24930453
360,23,0,0,0,1,24,0,1,1,1,0,0,24,24,576,0.0,0.012083333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.262076545530493,0.0,0.26142135416666673,0.0,35.026038216536485,2984,27849102.249304533
361,4,1,0,0,1,0,6,1,1,0,0,0,6,6,36,0.68566493955095,0.0,0.0,0.0,2.8328016322585836,0.08507301450617757,-0.19718788736224252,0.6003000000000001,0.2,0.0,0.0354,0.0,0.9326424870466321,35.032752687583454,177686,7875010.249304533
362,4,1,0,0,12,15,2,1,3,0,0,1,17,17,289,0.622269038701623,0.005261919930369266,0.18164794007490637,8.055363321799307,113.03816759826466,-0.05036670013104054,-0.31512976482419625,3.405663453897951,0.2,0.6807181536658756,0.014985580000000002,0.6806084663825939,17.204,35.032752687583454,177686,7875010.249304533
363,112,0,0,1,0,102,11,1,1,0,0,0,113,113,12769,0.39200515796260477,0.03886802948129602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1358940739416333,0.0,0.13493028618318212,2.4042553191489358,35.01932374548951,5071,16008989.249304533
364,1,0,0,0,5,4,2,1,0,0,0,1,6,6,36,0.44323082058700175,0.06978102559770212,0.05537720706260032,7.388888888888889,0.0,0.0,0.0,0.0,0.0,0.9028365571679579,0.0,0.9024699369912876,0.492,35.01260927444253,21290,87810897.24930453
