,n_int_features,n_float_features,n_string_features,n_datetime_features,n_unknown_features,n_categorical_features,n_noncateg_features,is_datetime_consistent,n_ordered_features,has_duplicated_rows,has_null_rows,has_null_feature_values,n_features,n_rows,n_rows_times_features,avg_ratio_duplication_noncateg_features,avg_ratio_duplication_categ_features,ratio_features_at_least_one_null,avg_ratio_null_values_features,avg_variance_numerical_features,avg_skewness_numerical_features,avg_kurtosis_numerical_features,avg_median_dev_numerical_features,avg_n_outliers_numerical_features,avg_unalikeability_categ_features,avg_margin_error_numerical_features,avg_gini_impurity_categ_features,num_pii_entities,proxy,n_bytes_total,since_last_update
1677,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.022393120659722224,0.0,0.0,22.840346299280416,0.5078769149926664,4.202753429853332,0.7543189521538848,0.3333333333333333,0.5511565280196549,0.0091200935,0.5511228880948491,12.24,25.09040006074824,301361416,178284009.2972703
1678,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.023871527777777776,0.0,0.0,12.592772002274527,0.026588702762684588,0.07660595034625313,0.8499001010808517,0.3333333333333333,0.5511691980913587,0.009020326833333333,0.5511355573932329,12.26,25.09040006074824,301361416,178284009.2972703
1679,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.016560872395833332,0.0,0.0,18.170273493602043,-0.0776724242187158,10.051129894332131,0.5251849107751497,0.3333333333333333,0.551091054943948,0.008892876833333334,0.5510574190153016,12.22,25.09040006074824,301361416,178284009.2972703
1680,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.016533745659722224,0.0,0.0,5.27455349802811,0.039421083075394374,-0.11141623706929704,0.6299514533889701,0.3333333333333333,0.5511247534932573,0.008911826833333332,0.5510911155078146,11.98,25.09040006074824,301361416,178284009.2972703
1681,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.020250108506944444,0.0,0.0,11.609175517104056,-0.04870377530580408,0.2023299193999002,0.7952015239838289,0.3333333333333333,0.5511475710472449,0.008964326833333333,0.5511139316691293,12.48,25.09040006074824,301361416,178284009.2972703
1682,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.020406087239583332,0.0,0.0,10.018474624460591,0.040149783427205085,-0.10687441342458914,0.8379424533437101,0.3333333333333333,0.5511511326421528,0.009046660166666666,0.5511174930466546,12.32,25.09040006074824,301361416,178284009.2972703
1683,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.020338270399305556,0.0,0.0,12.610103942363414,0.27709873532970564,1.0705412968795587,0.6727761987969859,0.3333333333333333,0.5511434473131129,0.008969660166666666,0.55110980818669,12.01,25.09040006074824,301361416,178284009.2972703
1684,4,2,0,0,4,8,2,1,6,0,0,0,10,10,100,0.60260009765625,0.004913330078125,0.0,0.0,37.81367572158961,0.6410292561439684,7.430772843198084,0.9970909532520625,0.3333333333333333,0.49514740889946895,0.009073776833333333,0.4951171875,12.47,25.09040006074824,301361416,178284009.2972703
1685,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.020514594184027776,0.0,0.0,10.082811607433536,-0.027468568912333638,-0.155685559880664,0.8648005503985562,0.3333333333333333,0.5511639947849906,0.009082660166666666,0.5511303544044495,12.23,25.09040006074824,301361416,178284009.2972703
1686,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.017483181423611112,0.0,0.0,5.42678445092914,-0.03153106008334565,0.03402172037007797,0.6257462210371376,0.3333333333333333,0.5511235480813127,0.008856660166666667,0.5510899101694425,12.21,25.09040006074824,301361416,178284009.2972703
1687,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.017876519097222224,0.0,0.0,7.416362114941541,0.0505213080901844,-0.07881281617070209,0.751281518661834,0.3333333333333333,0.5511278837560064,0.009019326833333334,0.5510942455795076,12.24,25.09040006074824,301361416,178284009.2972703
1688,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.016262478298611112,0.0,0.0,6.3703372603074016,-0.2568192500359561,0.6505241965239031,0.5378546063594847,0.3333333333333333,0.5511021304940822,0.0090784935,0.5510684938894378,12.09,25.09040006074824,301361416,178284009.2972703
1689,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.017829047309027776,0.0,0.0,7.082051643003343,0.06221089365111779,-0.009159556986866102,0.6733898747609345,0.3333333333333333,0.5511329529437378,0.008920160166666666,0.5510993144578404,12.16,25.09040006074824,301361416,178284009.2972703
1690,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.020256890190972224,0.0,0.0,13.41281557424795,-0.16188172345248925,0.21194755680817345,1.0586982188608156,0.3333333333333333,0.5511734542883417,0.009007826833333333,0.5511398133304384,12.190000000000001,25.09040006074824,301361416,178284009.2972703
1691,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.01953125,0.0,0.0,11.658247519239211,-0.06671454252139963,-0.011843708017814203,0.8892881853274126,0.3333333333333333,0.5511563665805552,0.008893826833333333,0.5511227266656028,12.01,25.09040006074824,301361416,178284009.2972703
1692,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.016879611545138888,0.0,0.0,4.198280592914243,-0.1188953734106335,0.1246349804818437,0.488627289532352,0.3333333333333333,0.5510976060598257,0.008762493500000001,0.5510639697313309,12.37,25.09040006074824,301361416,178284009.2972703
1693,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.021396213107638888,0.0,0.0,16.506530287922164,0.07487850618062064,-0.11135089038660806,1.0644026651331784,0.3333333333333333,0.5511612884033649,0.009164826833333334,0.5511276481880082,12.24,25.09040006074824,301361416,178284009.2972703
1694,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.023891872829861112,0.0,0.0,20.865742999069916,-0.0951450639347724,0.5145634420202493,1.0088621877843844,0.3333333333333333,0.551174427890297,0.0091354935,0.5511407868729697,12.16,25.09040006074824,301361416,178284009.2972703
1695,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.015828450520833332,0.0,0.0,5.222614476616598,-0.03870595118953194,-0.035883385617712094,0.6134553032309321,0.3333333333333333,0.5511160639302279,0.0088389935,0.551082426475154,12.36,25.09040006074824,301361416,178284009.2972703
1696,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.020243326822916668,0.0,0.0,10.180305200695136,0.3154483222741224,4.6319103012278156,0.5998485099333953,0.3333333333333333,0.5511249447364985,0.0089930435,0.5510913067393832,12.100000000000001,25.09040006074824,301361416,178284009.2972703
1697,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.015150282118055556,0.0,0.0,4.972936328653215,0.06291749285546626,0.15868892742000976,0.5772147532688109,0.3333333333333333,0.5511088140728109,0.008658160166666666,0.5510751770602332,12.33,25.09040006074824,301361416,178284009.2972703
1698,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.023932562934027776,0.0,0.0,12.2941751936539,-0.05941413356956044,-0.04162765326946305,0.8343003865788567,0.3333333333333333,0.5511704399305875,0.008952326833333333,0.5511367991566658,12.29,25.09040006074824,301361416,178284009.2972703
1699,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.017530653211805556,0.0,0.0,6.402423542639869,-0.04611293852119075,-0.1446818189305059,0.6861862466613248,0.3333333333333333,0.5511441187341892,0.008984826833333332,0.551110479566786,12.19,25.09040006074824,301361416,178284009.2972703
1700,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.017503526475694444,0.0,0.0,6.432516368649857,-0.024365099586244266,-0.18164682341495206,0.732960588843131,0.3333333333333333,0.5511494511918371,0.008930326833333333,0.5511158116989665,12.21,25.09040006074824,301361416,178284009.2972703
1701,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.018663194444444444,0.0,0.0,8.417282721750068,-0.01696894067053479,-0.1390792040979497,0.7840321554809693,0.3333333333333333,0.5511345838925915,0.009078160166666667,0.5511009453071488,12.139999999999999,25.09040006074824,301361416,178284009.2972703
1702,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.017625596788194444,0.0,0.0,20.428471507896457,-0.07993847053827684,7.766618987690748,0.6316364511037283,0.3333333333333333,0.5511195808189235,0.009117726833333333,0.5510859431491958,12.21,25.09040006074824,301361416,178284009.2972703
1703,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.022867838541666668,0.0,0.0,13.585412628640933,-0.11980414837193339,-0.05232155708572991,0.9536408888389607,0.3333333333333333,0.5511677567299605,0.009056993499999999,0.5511341161198087,12.33,25.09040006074824,301361416,178284009.2972703
1704,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.022488064236111112,0.0,0.0,12.695974265583388,-0.17285066607032964,0.295840802550745,0.8861123533401644,0.3333333333333333,0.551169109506827,0.008960326833333332,0.5511354688141081,12.43,25.09040006074824,301361416,178284009.2972703
1705,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.016574435763888888,0.0,0.0,10.263620417405791,-0.14714567927906205,0.1989816255713024,0.7303523793108969,0.3333333333333333,0.5511282538240966,0.0090704935,0.5510946156250106,12.030000000000001,25.09040006074824,301361416,178284009.2972703
1706,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.02178955078125,0.0,0.0,12.785919176473813,0.1126476450697723,1.4812400598253541,0.7167009777989616,0.3333333333333333,0.551143131058056,0.009127160166666667,0.5511094919509358,12.34,25.09040006074824,301361416,178284009.2972703
1707,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.015570746527777778,0.0,0.0,4.3321141414910125,-0.1317042935546878,0.30515710374348964,0.4741336380288715,0.3333333333333333,0.5510854732905616,0.009040660166666667,0.5510518377025923,12.17,25.09040006074824,301361416,178284009.2972703
1708,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.0172119140625,0.0,0.0,10.849348828796659,0.058384371468820966,0.9864420764374092,0.631266951362787,0.3333333333333333,0.5511141018242465,0.009131660166666666,0.5510804644889302,12.290000000000001,25.09040006074824,301361416,178284009.2972703
1709,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.017835828993055556,0.0,0.0,14.487336431450439,0.5309100709354933,3.1871791071531383,0.6603815985465525,0.3333333333333333,0.5511293971440797,0.009058160166666667,0.5510957588752111,12.290000000000001,25.09040006074824,301361416,178284009.2972703
1710,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.0152587890625,0.0,0.0,8.770857454842913,-0.1765078202058797,0.29712326853336707,0.6955509794969513,0.3333333333333333,0.5510922231007158,0.009064826833333333,0.5510585871007707,12.14,25.09040006074824,301361416,178284009.2972703
1711,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.02130126953125,0.0,0.0,9.39585665586621,-0.006939788340032449,-0.042034491492870384,0.7987742400036554,0.3333333333333333,0.5511601202465971,0.008907993500000001,0.5511264801025391,12.19,25.09040006074824,301361416,178284009.2972703
1712,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.019300672743055556,0.0,0.0,9.124734482326323,-0.07405985086643412,-0.08983558217508751,0.7961702018627594,0.3333333333333333,0.5511428487466047,0.008904160166666666,0.5511092096567154,12.46,25.09040006074824,301361416,178284009.2972703
1713,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.020399305555555556,0.0,0.0,13.681066354236357,-0.5010444857945404,3.835493107402153,0.7538225768486267,0.3333333333333333,0.5511584338289245,0.008987926833333333,0.5511247937877973,12.23,25.09040006074824,301361416,178284009.2972703
1714,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.021674262152777776,0.0,0.0,10.84584349366157,0.02275572364927862,-0.0858236088586705,0.9055635766450759,0.3333333333333333,0.5511593767988455,0.0088514935,0.551125736700164,12.08,25.09040006074824,301361416,178284009.2972703
1715,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.022677951388888888,0.0,0.0,26.83918804340182,0.5589444976739976,6.929353955944681,1.003705341758504,0.3333333333333333,0.5511695946520191,0.009116493500000001,0.5511359539296892,12.379999999999999,25.09040006074824,301361416,178284009.2972703
1716,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.017083062065972224,0.0,0.0,6.649806091858944,-0.0033084398658977166,-0.09156638450047616,0.6538327668672956,0.3333333333333333,0.5511179349679991,0.008944660166666667,0.5510842973987261,12.21,25.09040006074824,301361416,178284009.2972703
1717,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.015964084201388888,0.0,0.0,4.1775924352323095,-0.02060414867304801,0.1272395343204289,0.4832346279966189,0.3333333333333333,0.5510692896417335,0.0089534935,0.5510356550415357,12.06,25.09040006074824,301361416,178284009.2972703
1718,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.016886393229166668,0.0,0.0,5.976396735155544,-0.027044731464009267,-0.020252175890437707,0.6254590257861112,0.3333333333333333,0.5511028640071198,0.008717826833333333,0.5510692273577055,12.2,25.09040006074824,301361416,178284009.2972703
1719,4,2,0,0,4,8,2,1,6,0,0,0,10,10,100,0.605072021484375,0.004913330078125,0.0,0.0,26.400816743469715,0.06564379710983183,-0.08274528860914405,1.3193719848869725,0.3333333333333333,0.49514740889946895,0.0090869935,0.4951171875,12.32,25.09040006074824,301361416,178284009.2972703
1720,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.019816080729166668,0.0,0.0,11.483485034075521,0.18265838961167924,1.4341057254623921,0.6850114675540123,0.3333333333333333,0.5511409528720489,0.009063326833333335,0.5511073138978746,12.17,25.09040006074824,301361416,178284009.2972703
1721,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.015021430121527778,0.0,0.0,4.898321846729898,-0.014375394536043464,0.057012485531490485,0.5341680956905314,0.3333333333333333,0.5510920451037598,0.008814160166666666,0.5510584091146787,12.440000000000001,25.09040006074824,301361416,178284009.2972703
1722,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.016025119357638888,0.0,0.0,4.9845249383173575,0.03728766195339881,0.1864969964718004,0.5690043745243069,0.3333333333333333,0.5511068436879014,0.008808993499999999,0.5510732067955865,12.26,25.09040006074824,301361416,178284009.2972703
1723,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.020161946614583332,0.0,0.0,12.115901982154185,-0.04775920832518891,-0.09895626654269774,0.94131451512087,0.3333333333333333,0.5511621510676823,0.0090094935,0.5511285107996728,12.32,25.09040006074824,301361416,178284009.2972703
1724,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.021457248263888888,0.0,0.0,13.341705616208058,-0.11605890272770403,0.3446359263615512,0.8581990039149113,0.3333333333333333,0.5511552596878561,0.009134160166666667,0.551121619840463,12.18,25.09040006074824,301361416,178284009.2972703
1725,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.020541720920138888,0.0,0.0,15.908710490877818,-0.08763361748084941,-0.12354829656703441,0.9817916636625114,0.3333333333333333,0.5511657747545516,0.009154160166666666,0.5511321342653699,12.13,25.09040006074824,301361416,178284009.2972703
1726,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.014994303385416666,0.0,0.0,4.886603482308218,-0.25489380148416796,0.5072404149456264,0.46847680130762387,0.3333333333333333,0.5510754864194847,0.008931326833333334,0.5510418514410654,12.34,25.09040006074824,301361416,178284009.2972703
1727,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.015957302517361112,0.0,0.0,20.33596300669885,0.23931054276230224,8.133034136702415,0.697499977460927,0.3333333333333333,0.5511113846800142,0.009161910166666667,0.5510777475105392,12.11,25.09040006074824,301361416,178284009.2972703
1728,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.018724229600694444,0.0,0.0,7.40394903384333,-0.0962031167706787,-0.04534428097990214,0.7020616688140303,0.3333333333333333,0.551148403907421,0.009042160166666667,0.5511147644784715,12.08,25.09040006074824,301361416,178284009.2972703
1729,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.020718044704861112,0.0,0.0,12.566613477397885,-0.059673106375777905,-0.1296056109154685,0.9415776532658127,0.3333333333333333,0.5511557075778711,0.009063826833333333,0.5511220677031411,12.04,25.09040006074824,301361416,178284009.2972703
1730,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.021986219618055556,0.0,0.0,11.020692260933146,0.03572063973425363,0.23625659803739554,0.7500127329415142,0.3333333333333333,0.5511582359625407,0.009027660166666666,0.5511245959334903,12.23,25.09040006074824,301361416,178284009.2972703
1731,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.024509006076388888,0.0,0.0,58.089246740870855,0.744237065613274,5.301715878927503,0.7406732593805353,0.3333333333333333,0.5511554095364564,0.0091625435,0.5511217696799172,12.18,25.09040006074824,301361416,178284009.2972703
1732,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.018303765190972224,0.0,0.0,6.71432051616527,-0.004804328157374998,-0.10441913889084486,0.6774788365091463,0.3333333333333333,0.5511380130246483,0.0089064935,0.551104374229908,12.27,25.09040006074824,301361416,178284009.2972703
1733,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.021464029947916668,0.0,0.0,12.751202610761267,-0.06730317080595516,-0.01888960153812976,0.9050202976403888,0.3333333333333333,0.5511630807913183,0.008991160166666666,0.5511294404665629,12.35,25.09040006074824,301361416,178284009.2972703
1734,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.018602159288194444,0.0,0.0,19.76421193428919,0.3788380881292704,9.206333827411123,0.6195943868274095,0.3333333333333333,0.5511277695067973,0.008963660166666667,0.5510941313372718,12.13,25.09040006074824,301361416,178284009.2972703
1735,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.021077473958333332,0.0,0.0,13.689731928031675,-0.07303104547189249,0.25468311118963843,0.8776683019460819,0.3333333333333333,0.5511543688751828,0.009072826833333334,0.5511207290821605,12.12,25.09040006074824,301361416,178284009.2972703
1736,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.017849392361111112,0.0,0.0,16.105994519097692,-0.2641578133374014,0.6445117859429128,0.873035331656722,0.3333333333333333,0.5511327766025674,0.009084826833333332,0.5510991381274329,12.22,25.09040006074824,301361416,178284009.2972703
1737,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.020663791232638888,0.0,0.0,9.841165213193769,0.08151852793568758,0.11275420929481943,0.7181683260047936,0.3333333333333333,0.5511504065801504,0.008945826833333333,0.5511167670289675,12.25,25.09040006074824,301361416,178284009.2972703
1738,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.017462836371527776,0.0,0.0,7.422713249069166,0.029618811978829093,0.18303079078731424,0.6449123410292287,0.3333333333333333,0.5511176642470472,0.0091059935,0.5510840266942978,12.27,25.09040006074824,301361416,178284009.2972703
1739,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.018656412760416668,0.0,0.0,7.598196005675502,-0.16076414203765274,0.4127570073597658,0.6361405428930055,0.3333333333333333,0.5511232574909332,0.0088989935,0.5510896195967993,12.09,25.09040006074824,301361416,178284009.2972703
1740,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.020731608072916668,0.0,0.0,11.279888165265403,-0.028199380472790556,0.5445163872635785,0.7667524998999665,0.3333333333333333,0.5511488070912239,0.0090719935,0.5511151676376661,12.16,25.09040006074824,301361416,178284009.2972703
1741,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.015489366319444444,0.0,0.0,4.633778177618402,0.0485331720924373,0.039009782787649515,0.5324515438127272,0.3333333333333333,0.551104236653414,0.008936326833333333,0.5510705999202199,12.1,25.09040006074824,301361416,178284009.29827094
1742,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.018595377604166668,0.0,0.0,7.395636802889702,-0.01979329303923252,-0.18410225296109486,0.7709067452249171,0.3333333333333333,0.5511461321695253,0.008921993500000001,0.5511124928792318,12.08,25.09040006074824,301361416,178284009.29827094
1743,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.0208740234375,0.0,0.0,10.038264857260884,0.021798742416926604,-0.09105809216618144,0.873582791905581,0.3333333333333333,0.5511444888022794,0.008887660166666667,0.551110849612289,12.23,25.09040006074824,301361416,178284009.29827094
1744,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.014628092447916666,0.0,0.0,6.206028626387162,-0.16469463462483183,0.09260491268985709,0.6304550933184597,0.3333333333333333,0.5511058195844841,0.008789826833333333,0.5510721827546755,12.06,25.09040006074824,301361416,178284009.29827094
1745,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.022922092013888888,0.0,0.0,28.719448196561547,0.6795150138973868,8.351398956910797,0.8750566452792551,0.3333333333333333,0.5511537868665308,0.0089707935,0.5511201471090317,12.29,25.09040006074824,301361416,178284009.29827094
1746,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.020751953125,0.0,0.0,11.612706820902451,0.10117541930598463,0.2849417729721782,0.860392094721421,0.3333333333333333,0.5511635071561201,0.009058826833333334,0.5511298668053415,12.120000000000001,25.09040006074824,301361416,178284009.29827094
1747,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.017985026041666668,0.0,0.0,7.749680262638075,0.09856749475657021,-0.07669657208474234,0.7449356984317766,0.3333333333333333,0.5511489635629666,0.008995826833333333,0.5511153240998586,12.14,25.09040006074824,301361416,178284009.29827094
1748,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.023186577690972224,0.0,0.0,15.993190334999278,-0.045531862207948796,-0.044937894828800985,0.9948140995065783,0.3333333333333333,0.5511661845614971,0.009065660166666666,0.5511325440473027,12.2,25.09040006074824,301361416,178284009.29827094
1749,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.018141004774305556,0.0,0.0,6.159482441375094,0.1169071913021431,1.0515742460734898,0.5505600590354696,0.3333333333333333,0.5511085152035032,0.008725326833333333,0.551074878209167,12.120000000000001,25.09040006074824,301361416,178284009.29827094
1750,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.019639756944444444,0.0,0.0,13.459187281814183,0.17428106298964852,0.7799309652981282,0.7868259363829369,0.3333333333333333,0.5511426020345446,0.009039826833333334,0.5511089629597135,12.18,25.09040006074824,301361416,178284009.29827094
1751,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.018629286024305556,0.0,0.0,8.533675080036835,-0.026735926738387567,-0.09755530382941753,0.7146344164431229,0.3333333333333333,0.5511416019400192,0.009145826833333334,0.5511079629262289,12.18,25.09040006074824,301361416,178284009.29827094
1752,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.021084255642361112,0.0,0.0,11.570213506860469,0.09382521845927615,1.1145571258949383,0.7229754977456464,0.3333333333333333,0.5511497186012178,0.009003660166666667,0.5511160790920258,11.99,25.09040006074824,301361416,178284009.29827094
1753,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.016289605034722224,0.0,0.0,5.7215501317317115,-0.03933385284871908,0.20851418698728463,0.5258162490643314,0.3333333333333333,0.5511145223937987,0.008821326833333332,0.5510808850328127,12.27,25.09040006074824,301361416,178284009.29827094
1754,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.0179443359375,0.0,0.0,5.437376664250415,0.014943317325749134,-0.060945456138029375,0.6185511407804726,0.3333333333333333,0.5511345242843085,0.008716826833333333,0.551100885702504,12.280000000000001,25.09040006074824,301361416,178284009.29827094
1755,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.017022026909722224,0.0,0.0,19.243323464474617,0.034362891857230383,9.023093447804662,0.5993253657177557,0.3333333333333333,0.5511131911421455,0.008910660166666667,0.5510795538624128,12.26,25.09040006074824,301361416,178284009.29827094
1756,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.019707573784722224,0.0,0.0,14.487799959583436,-0.22408886100353323,0.45914263545057943,0.8989332331099774,0.3333333333333333,0.5511598818134652,0.008965326833333334,0.55112624168396,12.3,25.09040006074824,301361416,178284009.29827094
1757,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.022237141927083332,0.0,0.0,14.15697408011426,-0.08516581620190239,-0.1788178087911517,1.1263546712068757,0.3333333333333333,0.5511717306154923,0.009249826833333334,0.5511380897627937,12.13,25.09040006074824,301361416,178284009.29827094
1758,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.020033094618055556,0.0,0.0,8.904042964476584,-0.009923032249759395,-0.16170863743893396,0.8416579323325163,0.3333333333333333,0.5511581689032224,0.008923326833333333,0.5511245288782649,12.04,25.09040006074824,301361416,178284009.29827094
1759,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.022230360243055556,0.0,0.0,30.92805506146279,0.4125924856076746,1.9902412931701343,0.8291810606705274,0.3333333333333333,0.5511647854226328,0.009113826833333333,0.551131144993835,12.34,25.09040006074824,301361416,178284009.29827094
1760,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.015421549479166666,0.0,0.0,5.2685728255821305,-0.07925672835113552,-0.05485853131984989,0.614767588876129,0.3333333333333333,0.551114415595625,0.008801993499999999,0.5510807782411575,12.21,25.09040006074824,301361416,178284009.29827094
1761,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.026170518663194444,0.0,0.0,66.09126819835011,1.0313738778718387,10.282477209865755,0.7898787962507002,0.3333333333333333,0.5511644327402918,0.009253226833333334,0.5511307923330201,12.08,25.09040006074824,301361416,178284009.29827094
1762,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.014607747395833334,0.0,0.0,3.66846945909549,-0.004535640578094962,0.03731924781427994,0.48724991863425915,0.3333333333333333,0.5510977525968548,0.008651826833333333,0.551064116259416,12.3,25.09040006074824,301361416,178284009.29827094
1763,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.01995849609375,0.0,0.0,9.821714412079352,-0.019597920711619293,0.6255100158559753,0.678571553654332,0.3333333333333333,0.5511522312559237,0.008955326833333332,0.5511185915933715,12.11,25.09040006074824,301361416,178284009.29827094
1764,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.022664388020833332,0.0,0.0,17.94230279433368,0.2217177012085373,2.2367400965909345,0.7831585870270074,0.3333333333333333,0.5511621701092172,0.0090206435,0.5511285298400455,12.22,25.09040006074824,301361416,178284009.29827094
1765,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.023688422309027776,0.0,0.0,41.063897301597926,0.7366809286890313,5.655443320281125,0.736658531610226,0.3333333333333333,0.551142975414206,0.009122793499999999,0.5511093363165855,12.01,25.09040006074824,301361416,178284009.29827094
1766,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.018792046440972224,0.0,0.0,8.54119616751862,-0.06713959068882445,-0.1566437908001721,0.8128118188271047,0.3333333333333333,0.5511374409507103,0.008998493500000001,0.5511038021908866,12.22,25.09040006074824,301361416,178284009.29827094
1767,4,2,0,0,4,9,1,1,6,0,0,0,10,10,100,1.0,0.018412272135416668,0.0,0.0,14.640321517932847,0.3075945481149169,1.663784807329267,0.8549998765913864,0.3333333333333333,0.5511424828179786,0.009078660166666667,0.5511088437504239,12.18,25.09040006074824,301361416,178284009.29827094
